报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.34,-0.27,-0.17,0.03,-0.09,-0.05,-0.03,0.06,0,-0.06,-0.1,-0.03,-0.1,-0.1,-0.07,-0.08,-0.13,-0.08,-0.07,-0.09,-0.06,-0.04,-0.07,0.02,-0.04,-0.01,-0.03,0.03,0.02,0.03,0,0.05,0.04,0.04,0.02,0.11,0.07,0.04,0.01,0.05,0.05,0.02,0,0.03,0.01,0,--,0.02,0.01,0,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.76,1.76,1.73,1.73,1.72,1.71,1.69,1.68,1.64,1.6,1.56,1.55,1.58,1.56,1.52,1.52,1.55,1.51,1.5,1.49,1.49,1.48,1.48,1.47,1.6,1.6,1.56,1.59,1.57,1.59,1.55,1.57,1.76,1.78,1.74,1.76,1.8,1.75,1.75,1.74,1.95,2.01,2.01,2,2.03,2.27,2.28,2.25,2.26,2.24,2.27,2.18,2.21,--,1,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.19,-0.13,-0.55,0.08,-0.35,-0.57,-0.59,-0.76,-1.08,-0.47,-0.35,0.54,-0.21,-0.18,-0.23,0.24,-0.28,-0.25,-0.28,0.63,0.15,0.17,0.1,-0.08,0,0,0,0.15,0,0,0,0.37,0,0,0,0.32,0,0,0,0.49,0,-0.11,0,0.08,-0.34,-0.24,-0.1,--,--,-0.05,--,--,--,--,--,--,
主营业务收入(万元),103472,75720,48985,199563,141237,96685,57927,225440,153348,101240,35668,185391,126981,83474,34864,189321,135683,92029,43083,229334,174062,117302,59280,242938,174486,120756,57590,266778,202156,134996,65558,252965,175343,116707,53997,198148,135787,85571,37712,146975,103895,65547,28420,117491,81045,53318,25352,97433,81395,51500,25707,99180,63873,40313,15310,77578,54663,36422,16178,85129,61706,41780,19668,81865,60120,34565,14244,62587,44412,28608,11681,75361,36013,63934,21879,39242,17081,48362,24125,46974,19414,37421,28017,20218,
主营业务利润(万元),17785,11961,6306,34159,21517,13683,6297,35709,24424,15307,6633,32862,22468,14418,6319,33112,23538,15607,7477,35151,24400,16167,6674,34852,24931,15985,7058,38299,27171,17864,8299,32235,23291,14681,6966,27275,18548,11791,5156,21883,15879,9633,2495,18318,13182,8642,3887,10139,11998,8047,--,19002,13016,8706,3358,12728,9305,6278,3392,15771,11395,7748,3697,18198,12785,7794,3550,14776,10802,6870,2818,17991,9446,16193,6314,9728,5014,11504,6215,3712,3142,13588,3180,2721,
营业利润(万元),-6610,-5290,-3700,2629,-859,-352,-3456,3632,1568,-722,-2165,453,-1524,-1776,-1642,-968,-1642,-823,-1300,164,-348,-415,-1202,2148,297,79,-850,2684,1718,1354,230,1526,2163,1623,559,4930,3082,1699,349,2816,2531,1509,360,1250,1264,779,248,-9629,962,574,136,-472,787,611,-602,167,-423,-492,-634,-4835,793,252,465,-614,958,316,90,-5209,-384,268,-525,1432,1458,592,691,-543,19,950,1564,3944,0,6249,3331,2798,
投资收益(万元),-44,-44,-71,-309,33,41,-11,34,-85,-62,-30,159,90,92,14,159,179,165,29,453,-7,23,-11,1935,-283,-188,-121,327,292,146,43,1200,506,285,73,294,399,300,127,542,606,511,135,274,217,146,65,87,251,122,53,54,38,-11,-26,1037,851,1026,-2,-889,-385,-31,-154,353,-99,-42,6,-688,-292,-111,-62,-36,1,244,33,565,282,885,561,921,29,141,30,8,
营业外收支净额(万元),226,107,37,262,362,252,3128,334,359,184,132,1444,669,378,212,1978,622,299,191,650,567,434,46,470,190,133,69,518,210,82,39,2090,151,128,101,257,128,102,107,427,31,4,21,965,--,--,--,11024,--,--,--,147,0,0,0,-231,0,0,0,121,0,0,0,589,0,0,0,-87,-107,31,0,-201,-160,76,0,397,0,--,0,0,22,-40,--,--,
利润总额(万元),-6384,-5183,-3663,2891,-497,-101,-328,3967,1928,-538,-2033,1897,-855,-1398,-1430,1011,-1020,-524,-1109,815,220,19,-1156,2618,487,212,-781,3202,1927,1437,269,3616,2314,1751,661,5188,3210,1800,456,3243,2562,1512,381,2215,1310,797,257,1395,1049,577,128,-185,903,731,-551,1073,591,512,-634,-5527,432,239,267,437,752,224,26,-5469,-751,209,-651,1321,1339,1034,721,582,505,1807,2167,5597,3344,6706,3518,2875,
净利润(万元),-7356,-5753,-3684,586,-1837,-1042,-641,1189,34,-1325,-2072,-643,-2230,-2111,-1587,-1659,-2818,-1661,-1396,-1898,-1334,-942,-1501,490,-811,-272,-721,554,498,604,41,1082,829,765,341,2371,1570,826,177,1067,961,530,45,645,219,74,29,394,203,6,-104,412,325,431,-547,630,288,322,-439,-4785,620,355,223,252,1052,305,136,-5893,-979,94,-549,238,711,334,518,79,328,1211,1827,4703,2706,5316,2810,2442,
