,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
30,0.84,33.73,0.85,4.79,4.8,65.66,3.32,1.44,5.14,1.57,0.84,54.35,31.14,36.67,723.52,1.16,1.08,20.45,184.35,46.72,2.66,53.28,13.23,249.02,87.69,94.79,19.9,73.15,118.33,84.86,202.8,0,-3.77,-40.31,3.08,-1.27,0.05,0.82,1.17,69070,23298,3319,1280,-99,3220,2069,132,1601,-3095,274498,101437,128250,87780,143441,1.45,1.12,240.3,8.27,1.25,0.26,32.63,1055.92,0.7,385.66,0.02,0.01,0.7,0.01,1.82,300013
31,0.89,11.24,0.91,3.39,3.28,88.47,2.67,2.34,7.61,2.37,0.89,12.22,9.03,17.48,338.84,0.22,0.18,5.42,145.51,62.45,-0.55,37.55,15.74,70.07,166.34,172.64,29.53,76.09,245,139.23,187.18,51.66,31.11,29.03,3.77,-0.02,0.07,2.63,0.05,571999,64270,18758,3106,210,18968,14843,10122,43322,-13328,1715693,137503,1071523,626893,633001,2.36,25.26,10.69,27.2,0.38,0.34,9.93,794.12,4.65,58.01,0.08,0.03,2.84,0.04,6.91,900952
32,1.33,9.13,1.34,0.75,0.76,90.56,0.6,2.87,11.62,2.87,1.33,48.98,9.37,43.19,1211.73,1.15,1.14,36.29,238.54,53.73,-0.14,46.27,5.75,57.03,116.12,2304.99,263.93,79.79,90.81,109.34,103.84,36.75,14.93,-75.7,2.94,-2.03,0.12,3.35,1.48,1844729,168453,13945,6048,-43,13902,11153,-9118,-2895,-121779,841083,487693,451910,425534,389173,2.76,11.25,23.99,736.85,2.74,2.22,0.37,121.71,3.63,74.39,-0,-0,-0.26,-0.01,-0.68,603056
33,5.54,36.55,5.46,46.59,32.73,62.51,25.42,6.87,13.42,6.83,5.54,37.75,6.82,8.02,111.67,3.02,2.99,246.78,1258.31,18.82,0.23,81.18,3.81,130.62,23.19,88.83,4.48,57.8,93,14.69,783.23,61.85,6.25,47.07,8.41,-1.85,0.13,4.39,0.02,341779,124927,111863,8963,13,111876,83695,82794,136448,-11211,1567514,384114,295026,127226,1217430,6.88,11.01,24.53,54.57,0.24,0.21,4.95,1258.15,0.88,308.36,0.4,0.09,1.57,0.46,107.25,600317
34,6.9,57.98,7.22,126.77,62.08,40.92,48.61,12.86,72.33,11.48,6.9,59.56,6.89,16.2,93.53,0.79,0.33,6.26,1415.68,39.89,-4.44,60.11,15.39,1736.02,66.35,115.41,20.38,37.86,144.95,52.77,200.22,3.36,-1.9,-2.43,8.69,13.08,0.71,3.78,0.16,749641,434664,465348,75910,-599,464749,355898,350999,437686,-3860,5277969,678785,2105129,861901,2767092,13.06,18.4,14.67,0.77,2.71,0.15,351.38,1818.18,1.18,228.47,0.58,0.08,1.2,0.21,50.78,600377
35,2.63,19.08,2.85,9.59,8.97,80.74,7.38,7.21,52.34,7.48,2.63,28.22,13.5,11.53,210.58,0.33,0.29,10.95,260.2,64.81,-0.03,35.19,0.51,9.03,184.15,256.24,1.42,66.03,259.93,75.56,371.2,75.08,0.19,-0.3,-1.53,14.42,0.49,0,0,10307717,1966217,924111,98087,9596,933706,676209,655679,3010349,83668,28900762,2462925,18729807,7538059,9384942,7.45,16.1,16.77,37.94,0.47,0.39,7.12,697.67,4.26,63.33,0.29,0.1,3.96,0.16,39.94,601111
36,-1.77,6.12,-1.6,-1.37,-1.68,93.69,-1.48,-2.58,-15.12,-2.69,-1.77,6.84,4.75,-47.69,-452.27,2.25,1.78,57.14,-297.58,34.18,,65.82,,804.96,51.92,,,41.85,35.33,51.91,,9.14,14.16,-142.57,-6.97,0.31,-0.13,,-0.26,135094,8273,-2271,430,442,-1829,-1756,-2543,-960,-4696,112892,86638,38583,38576,68063,-2.48,7.16,37.72,5.79,10.5,1.08,46.65,248.99,1.31,206.44,-0.01,-0.01,1.3,-0.02,-2.49,603329
37,2.43,7.49,2.38,3.07,3.35,92.12,2.45,5.71,31.21,4.9,2.43,6.79,4.2,-2.26,252.64,1.89,1.63,16.36,294.72,50.33,0.07,49.67,2.66,1368.16,101.34,35.72,5.08,57.23,37.63,92.19,216.77,3.52,45.64,1763.72,5.23,-3.64,0.36,4.83,0.82,95262,7138,3196,306,-370,2825,2665,2512,-6155,-3252,95860,77944,48248,41342,46709,5.86,3.55,76.03,10.1,15.97,0.97,26.73,277.83,1.2,225,-0.06,-0.06,-2.64,-0.13,-14.89,002800
38,2.73,20.47,2.8,14.51,13.16,79.19,10.4,4.09,48.75,4.4,2.73,19.47,11.46,34.33,155.05,0.98,0.95,60.43,576.78,37.86,-28.31,62.14,14.36,141.19,60.93,101.29,18.77,62.03,124.69,60.15,228.16,42.83,-0.02,-0.74,5.29,4.34,0.38,7.27,0.2,942444,192945,124007,42292,434,124442,67413,59467,166814,19084,3583760,806936,1356845,825111,1649960,4.16,5.39,50.11,30.44,0.4,0.27,8.87,1003.34,1.2,225.32,0.18,0.05,1.7,0.12,20.22,600717
39,1.01,18.28,1.03,10.01,10.41,76.98,10.94,1.25,5.23,1.22,1.01,22.29,36.69,113.67,154.24,12.35,12.32,181.38,-613.93,17.62,0.16,82.38,1.16,356.69,21.38,167.01,2.78,48.19,60.02,4.97,372.06,22.65,-25.13,57.57,58.18,68.19,0.05,2.44,-0.06,7648,1398,796,920,111,907,857,-1129,5250,-3792,82994,41954,14620,3397,68334,1.25,10.83,24.92,56.3,0.25,0.09,4.8,2875.4,0.19,1423.3,0.69,0.06,6.27,0.36,154.55,603032
40,5.39,29.79,5.32,41.14,33.66,69.35,28.44,8.41,32.65,8.47,5.39,41.09,11.18,39.64,88.98,2.61,1.81,137.29,1407.74,36.31,0.66,63.69,12.09,134.62,57.02,92.72,15.96,63.66,110.33,36.87,382.23,38.57,2.02,26.43,15.63,-7.75,0.29,0,0,2661000,792772,895753,357978,-4771,890983,676694,643001,398143,-792806,14031832,4172901,5095593,1597849,8049356,8.64,9.01,29.95,1.5,0.14,0.19,180.1,1444.62,0.59,454.39,0.15,0.03,0.53,0.08,24.92,600018
41,6.88,68.11,7.21,261.79,84.54,31.43,68.07,11.95,80.33,11.71,6.88,68.44,0.46,21.45,80.41,1.71,1.71,165.65,-3158.89,41.26,0.91,58.74,14.27,472.63,70.25,85.19,19.55,40.44,105.89,61.99,269.01,12.01,0.29,17.09,16.05,16.79,0.8,3.18,0.4,122667,83545,103705,22100,190,103895,83342,82965,158812,190635,1214459,459092,501137,268862,697130,12.32,52.44,5.15,2.08,0.53,0.11,172.74,2547.17,0.36,754.19,1.29,0.13,1.9,0.32,59.07,000828
42,9.29,41.51,9.1,67.01,40.8,55.85,30.79,10.99,138.57,10.76,9.29,43.12,2.63,4.04,101.34,2.19,2.19,71.66,-55341.63,13.68,0.0,86.32,0.0,132.06,15.85,83.33,0.0,60.41,82.2,15.38,1020.0,63.86,0.99,4.15,3.4,-1.03,1.34,7.81,0.3,134037,55636,54688,2006,212,54899,39768,37997,53294,-577,444390,129060,60796,58982,361719,10.96,5.11,52.84,2957.44,0.32,0.3,0.09,913.71,1.02,263.88,0.4,0.12,1.29,0.88,90.36,600897
43,4.02,21.67,4.04,17.97,18.12,77.19,15.58,8.78,33.76,8.25,4.02,50.85,23.78,68.33,118.06,0.34,0.34,14.03,716.74,51.22,-0.25,48.78,5.49,91.6,105.01,163.39,10.12,63.46,181.78,78.97,238.48,22.7,-5.69,99.68,5.27,-1.78,0.33,0,0.07,67917,14716,12305,8358,160,12465,10318,10361,20705,-1000,263066,29815,134749,86894,117517,9.04,8.77,30.8,530.76,0.29,0.26,0.51,1042.07,2.29,117.93,0.3,0.08,1.96,0.15,23.83,002357
44,1.63,19.8,1.65,5.74,5.54,78.92,4.1,2.98,10.4,2.89,1.63,22.08,17.5,13.31,352.94,0.86,0.84,51.46,-832.72,43.66,-0.06,56.34,0.69,155,77.5,131.74,1.33,41.66,121.23,65.74,192.8,35.9,-2.46,-35.99,1.95,5.91,0.11,2.95,0.99,80276,15896,4448,543,56,4504,3360,2452,12490,-8290,201679,63934,88054,74701,112689,3,12.73,21.21,29.27,0.81,0.4,9.22,668.48,1.21,222.79,0.16,0.06,3.8,0.14,16.72,603069
45,6.19,33.31,6.39,64.39,44.22,65.83,35.98,9.97,49.58,9.99,6.19,34.65,2.28,28.23,75,1.82,1.81,104.09,-2043.52,38.09,0.02,61.91,0.35,234.21,61.52,95.46,0.57,64.68,96.01,36.5,425.62,25.27,3.76,5.3,14.47,11.56,0.46,4.19,0.2,894316,297874,395482,110445,1697,397180,294509,285274,159292,32656,5201480,2109699,1981199,1157052,2953926,10.26,3.93,68.76,32.13,0.44,0.18,8.4,1521.13,0.45,595.76,0.18,0.03,0.5,0.08,13.77,601298
46,3.59,87.83,3.56,196.36,140.06,11.31,129.51,6.24,19.07,6.24,3.59,88.62,59.14,67.62,62.73,1.59,1.26,104.56,389.62,42.52,2.31,57.48,23.02,1272.74,73.98,90.73,28.6,61.69,127.08,69.61,249.94,4.49,-1.53,7.0,3.81,-2.22,0.19,2.33,0.05,17795,15630,24923,16856,-8,24915,23046,17140,29233,49633,642237,173139,273089,109098,369148,6.39,1.99,135.91,0.06,0.51,0.03,4712.04,9818.18,0.12,2313.62,1.64,0.05,1.27,0.11,26.8,600106
47,0.36,10.94,0.35,1.7,1.5,88.94,1.26,1.14,4.22,1.03,0.36,9.43,13.61,72.74,625.35,0.44,0.43,33.02,120.24,65.01,-0.01,34.99,0.23,97.42,185.77,209.88,0.65,66.4,211.27,171.89,165.72,35.82,7.88,-8.07,-6.27,4.77,0.04,3.95,0.16,5647957,618013,84996,58053,13830,98827,61184,13298,453307,217582,19688871,5133020,12799032,11797286,5359042,1.14,16.35,16.52,281.94,0.5,0.28,0.96,959.83,1.06,254.41,0.08,0.02,6.39,0.04,3.84,600221
48,0.89,23.64,0.91,13.06,13.8,75.85,12.68,5.44,11.12,5.44,0.89,21.97,29.11,119.47,171.71,0.59,0.57,52.42,161.12,83.72,-2.47,16.28,36.91,41.38,514.43,147.26,69.4,67.79,481.26,451.85,135.85,39.89,-22.36,50.56,42.99,8.39,0.11,2.21,-0.06,1018293,240749,140517,167815,-312,140204,129111,115161,433173,-203050,14588025,3161845,12213781,5343128,2374244,6.06,7.74,34.89,7.58,0.12,0.07,35.6,3760.45,0.33,819.92,0.43,0.03,3.36,0.04,8.11,601866
49,4.25,44.17,4.32,96.24,71.05,55.23,65.63,6.88,59.7,6.96,4.25,45.04,18.33,65.01,61.9,2.34,2.04,153.09,669,38.93,1.79,61.07,15.82,1923.19,63.75,109.99,20.57,65.79,138.47,36.7,248.39,3.07,24.51,9.76,6.28,4.31,0.54,,,562037,248275,399326,258972,1778,401104,332135,330355,216506,160584,8679995,1339690,3379091,572478,4826400,7.09,3.18,84.88,1.99,1.35,0.07,135.62,4103.34,0.45,601.74,0.39,0.02,0.59,0.06,37.82,001965
50,0.36,3.94,0.36,2.59,2.6,94.95,1.25,0.37,9.42,1.26,0.36,6.16,19.09,14.36,132,0.39,0.36,16.35,155.63,71.02,-0.02,28.98,0.86,74.42,245.09,257.28,2.89,54.44,264.94,208.97,132.43,39.35,-10.62,-21.19,0.8,1.18,0.02,4.76,0.78,178523,7039,4641,75,691,5332,527,-5722,19712,3160,613003,142372,435366,365912,142088,0.37,5.35,50.46,13.12,0.5,0.29,20.57,930.07,1.24,217.34,0.11,0.03,8.83,0.05,5.39,600561
51,2.62,48.08,2.63,38.66,29.72,50,22.73,3.89,25.65,3.79,2.62,68.27,25.04,10.8,161.57,1.22,1.21,45.17,459.09,31.08,6.09,68.92,15.91,96.8,45.1,100.98,18.76,53.57,124.29,40.11,267.53,74.66,5.22,-17.15,3.94,1.3,0.21,1.43,0,54614,26257,16229,1733,23,16251,10322,8836,21751,9940,474600,68060,147522,55661,265251,3.96,5.26,51.33,47.8,0.69,0.12,5.65,2333.62,0.86,312.39,0.4,0.05,1.75,0.15,39.08,002040
52,3.17,22.99,3.33,16.66,14.39,76.57,11.51,5.62,14.29,5.62,3.17,41.26,11.48,10.13,155.91,1.04,0.87,39.82,848.48,43.61,14.05,56.39,9.37,91.31,77.33,125.84,14.25,60.79,146.75,46.02,321.27,63.54,13.96,4.57,10.27,23.35,0.12,1.82,0.22,768582,176693,110568,8712,2765,113333,73680,62245,234275,54674,2793990,481838,1218413,463202,1311147,5.73,8.46,31.91,9.89,0.12,0.29,27.3,933.29,1.89,142.62,0.3,0.08,2.65,0.19,50.58,601228
53,3.11,45.64,3.17,44.27,30.82,54,24.97,7.3,38.21,7.2,3.11,44.08,15.62,2.28,147.34,1.72,1.31,105.26,391.89,56.83,3.39,43.17,32.5,82.58,131.63,101.92,42.95,82.66,178.66,106.03,73.52,77.35,8.24,22.12,8.47,5.85,0.37,0,0,467911,213564,144220,2582,728,144947,111725,110234,145417,24361,3758660,859623,2135974,498902,1531221,7.47,18.05,14.96,1.3,0.13,0.13,208.33,2129.34,0.58,464.64,0.31,0.04,1.24,0.07,29.15,601107
54,1.55,3.68,1.65,2.09,2.03,96.16,1.43,2.58,28.36,3.99,1.55,4.24,2.52,20.61,177.95,0.82,0.49,10.17,347.21,61.17,-1.2,38.83,10.16,109.72,157.51,123.85,20.73,71.9,156.25,149.24,154.28,34.99,7.61,84.55,4.86,13.8,0.13,3.52,0.47,1055984,38848,21389,4057,442,21831,7127,429,14399,4382,971392,381997,594168,464284,276701,2.61,11.86,22.76,7.85,1.97,1.16,34.41,233.52,3.17,85.07,0.01,0.01,0.96,0.02,3.1,000905
55,0.36,10.94,0.35,1.7,1.5,88.94,1.26,1.14,4.22,1.03,0.36,9.43,13.61,72.74,625.35,0.44,0.43,33.02,120.24,65.01,-0.01,34.99,0.23,97.42,185.77,209.88,0.65,66.4,211.27,171.89,165.72,35.82,7.88,-8.07,-6.27,4.77,0.04,3.95,0.16,5647957,618013,84996,58053,13830,98827,61184,13298,453307,217582,19688871,5133020,12799032,11797286,5359042,1.14,16.35,16.52,281.94,0.5,0.28,0.96,959.83,1.06,254.41,0.08,0.02,6.39,0.04,3.84,900945
56,4.77,11.58,4.82,4.79,4.57,88.33,3.69,6.36,26.35,6.55,4.77,6.56,7.15,0.35,253.02,2.69,2.55,79.76,-4433.7,27.25,0.02,72.75,0.73,439.88,37.45,41.4,0.99,54.16,41.81,36.59,364.17,8.04,5.4,0.03,2.34,-0.14,0.25,1.95,0.51,722657,83718,32994,22,93,33087,25570,25595,16830,-2292,559320,389173,152406,144832,402296,6.42,3.67,73.55,44.29,4.14,1.31,6.1,206.86,1.89,142.5,0.02,0.03,0.63,0.11,11.62,603128
57,4.93,20.09,5.32,16.7,14.53,79.44,12.7,6.86,72.27,6.87,4.93,21.63,7.04,16.11,138.32,2.2,1.7,56.25,-17956.07,28.32,,71.68,,460.72,39.51,,,77.27,56.21,37.95,,15.91,10.11,5.24,7.59,21.69,0.72,6.94,0.32,85610,17197,12440,2010,-7,12433,10808,9101,12610,7655,220583,131703,62470,59999,157511,7.06,4.12,65.53,3.1,1.58,0.42,87.06,644.39,0.69,393.64,0.15,0.06,1.16,0.2,21.02,603535
58,3.35,7.51,3.36,7.08,5.15,91.7,6.31,5.92,14.56,5.31,3.35,51.74,5.15,48.42,108.6,1.34,1.21,26.43,468.11,36.88,1.05,63.12,9.72,79.2,58.43,87.27,13.34,64.77,100.7,58.42,241.46,82.2,13.16,34.21,4.87,-0.38,0.14,1.43,0,897286,67371,46187,14188,15846,62033,54873,19828,141733,23167,1689066,615507,622940,458692,926459,6.12,9.99,27.02,12.99,0.46,0.53,20.78,506.57,1.86,144.91,0.16,0.08,2.5,0.23,30.9,600575
59,1.33,10.76,1.43,3.71,3.7,89.07,3.16,6.87,28.75,5.46,1.33,10.91,9.53,46.58,293.67,0.96,0.91,51.29,209.7,75.58,-26.46,24.42,30.83,63.35,309.56,132.47,55.8,73.46,299.71,240.88,164.86,38.73,35.9,65.49,17.36,15.99,0.18,2.26,-0.29,11161729,1201224,412465,193950,-3420,409045,211627,188878,1500205,395607,26430502,7088971,19977139,7396892,3080458,7.31,12.18,22.16,25.38,0.69,0.45,10.64,595.63,1.7,158.67,0.13,0.06,4.26,0.08,20.28,601919
60,5.02,17.9,5.11,20.39,17.48,80.48,14.2,7.54,20.44,6.79,5.02,43.49,4.68,21.13,101.18,1.39,1.33,62.31,2855.29,26.12,0.56,73.88,4.23,71.82,35.35,93.37,5.42,82.96,98.72,32.13,387.99,58.25,18.85,13.87,7.55,6.22,0.21,2.18,0.25,852972,152687,149058,30034,1850,150908,125312,125844,25005,-64154,2413095,653054,630265,470749,1661115,7.73,10.14,26.64,17.13,0.33,0.36,15.77,750.63,1.35,200.62,0.03,0.01,0.21,0.04,5.31,601000
61,0.67,12.61,0.66,2.98,2.83,86.85,2.14,2.05,11.55,1.95,0.67,27.64,13.53,12.85,420.03,1.11,0.94,15.1,166.08,65.61,2.52,34.39,13.18,110.66,190.81,99.76,27.7,56.49,137.99,175.95,152.03,25.99,-3.26,-45.41,1.56,13.86,0.1,2.58,0.55,302835,38195,8558,633,536,9093,5809,5356,6566,4429,967905,508632,635075,458092,283793,2.03,1.83,147.88,4.73,0.7,0.31,57.12,871.81,0.58,468.42,0.02,0.01,1.01,0.01,1.43,002682
62,2.17,10.85,2.38,8.42,8.32,88.3,5.7,4.54,15.34,4.36,2.17,10.26,10.67,101.22,129,0.92,0.8,32.28,2054.01,50.29,0,49.71,0,214.87,101.19,118.62,0,54.46,113.47,95.35,163.76,23.5,-5.22,306.96,3.48,22.03,0.15,2.83,0.07,283232,30726,23573,23864,245,23818,15291,-585,20846,38617,744880,324749,374636,353017,336581,4.6,15.49,17.43,5.57,1.05,0.42,48.51,646.55,1.16,232.18,0.07,0.03,1.29,0.06,5.91,600662
63,4.29,36.64,4.67,106.03,96.64,61.89,72.65,7.48,365.12,7.33,4.29,38.16,27.84,39.5,37.89,0.56,0.55,38.94,676.16,41.51,-0.79,58.49,4.95,347.87,70.96,145.06,7.81,61.49,157.35,32.78,446.19,16.91,404.75,956.23,1491.42,1974.02,1.38,5.55,0.82,901276,330202,870997,343756,543,871541,247027,72505,395655,188888,15263322,1215924,6335563,2170310,3300606,7.74,5.8,46.58,38.99,0.24,0.06,6.93,4205.61,0.79,339.92,0.44,0.03,0.6,0.06,18.23,001872
64,1.38,16.01,1.43,8.34,7.87,83.88,7.5,3.41,12.13,3.46,1.38,16.27,10.89,33.4,202.47,0.6,0.54,23.86,212.68,60.03,-2.52,39.97,29.66,45.48,150.22,118.33,42.6,83.43,206.16,147.69,167.9,86.04,33.99,104.99,8.56,9.99,0.12,2.15,-0.73,980706,157022,77200,25549,355,77555,72256,68235,310448,-23360,5320838,936996,3194361,1562189,2118670,3.48,4.68,57.69,8.4,0.15,0.19,32.15,1420.31,1.07,252.31,0.32,0.06,4.22,0.1,19.87,601872
65,1.49,60.58,1.52,37.55,26.64,35.65,16.06,2.4,6.68,2.01,1.49,62.67,32.23,-1.76,225.17,2.04,1.03,74.46,-1096.72,26.01,0.06,73.99,2.57,621.28,35.16,47.7,3.22,42.52,63.55,35.07,360.72,11.94,9.43,73.54,1.99,9.63,0.08,2.98,-0.13,20761,12578,5531,-153,55,5586,4058,3964,-3431,-7860,224492,118943,58399,58241,169228,2.42,11.05,24.44,0.14,0.48,0.09,1900.07,2845.1,0.19,1440,-0.17,-0.02,-1.03,-0.06,-5.89,000548
66,4.61,37.86,4.6,36.91,27.05,61.2,23.34,7.52,47.98,7.2,4.61,39.98,11.26,0.15,139.76,1.02,1.01,71.25,749.85,35.96,32.37,64.04,13.95,129.72,56.15,100.9,17.89,70.71,122.88,54.39,248.3,36.28,11.54,40.15,25.12,7.03,0.44,2.9,0.02,336070,127241,90901,-3,141,91042,72130,70886,121569,-35466,1700012,362193,611324,354863,959538,7.66,8.69,31.08,72.27,0.12,0.2,3.74,1370.56,0.91,295.31,0.36,0.07,1.55,0.2,34.26,000582
67,0.31,27.17,0.31,4.74,4.38,72.16,2.88,0.27,2.89,0.69,0.31,27.25,26.3,82.72,577.71,0.62,0.62,46.98,141.03,55.69,-0.11,44.31,1.8,77.94,125.67,158.74,3.9,70.65,165.17,101.36,222.62,53.1,12.26,872.03,30.79,34.46,0.01,3.15,0.02,102047,27724,4471,3642,327,4799,844,-1247,26267,27390,959204,257132,534156,413582,316652,0.27,4.4,61.41,33.06,0.14,0.11,8.17,2470.27,0.43,628.05,0.26,0.03,8.95,0.05,6.35,601008
68,7.5,61.83,7.66,136.41,68.63,37.72,55.86,11.55,60.93,12.75,7.5,75.85,12.06,26.43,90.26,2.06,2.06,195.64,1091.44,41.15,3.34,58.85,27.86,312.05,69.93,96.65,32.13,74.69,142.41,60.68,279.95,29.18,-4.45,-9.51,4.05,6.04,0.53,0,0.22,228050,141011,156510,41569,-274,156236,110773,109754,163478,48358,1697737,274934,698642,133311,958860,11.48,24.6,10.98,8999.15,0.14,0.14,0.03,1969.37,0.92,295.02,0.72,0.1,1.28,0.23,122.63,000429
69,2.35,15.51,2.75,12.1,10.94,84.22,8.38,8.29,54.02,7.65,2.35,15.01,6.98,34.32,140.14,0.67,0.64,21.38,407.73,69.31,-1.89,30.69,26.45,510.82,225.84,125.41,46.29,44.57,233.5,224,98.79,6.23,8.83,2.2,12.47,43.21,0.54,9.33,0.84,978587,160105,107041,35921,1238,108279,82203,79039,102745,-90855,3491823,989536,2420170,1477003,991663,8.49,20.39,13.24,12.54,3.17,0.33,21.53,822.67,1.2,225.17,0.11,0.03,1.25,0.04,6.96,000900
70,3.08,38.62,3.09,27.04,21.99,55.88,15.96,5.98,14.35,5.21,3.08,44.22,20.28,14.31,174.92,1.05,0.99,84.96,590.88,40.78,31.98,59.22,22.38,100.73,68.86,103.69,27.42,58.18,142.86,62.6,245.08,57.15,-3.85,-4.65,1.41,0.69,0.15,2.4,0.3,502555,194077,110513,15437,436,110949,85975,82066,222970,87571,2600413,400339,1060443,382144,1437191,6.05,63.16,4.27,14.17,0.22,0.19,19.06,1396.07,1.37,197.66,0.44,0.09,2.78,0.21,58.35,601326
71,1.77,6.73,1.92,5.69,2.93,92.86,4.55,3.3,24.53,3.32,1.77,7.11,5.27,47.9,120.14,1.23,0.96,42,426.53,46.47,3.42,53.53,18.8,134.64,86.8,97.69,25.99,76.43,132,79.65,212.82,39.13,-32.45,26.92,8.13,11.59,0.18,6.05,0.11,373575,25154,10930,22,10006,20937,12150,3558,31599,-3138,957785,280963,445047,228334,368224,3.28,22.17,12.18,4.54,0.67,0.42,59.52,639.36,1.36,198.44,0.08,0.03,1.86,0.07,13.84,600279
72,3.99,12.84,4.09,6.57,5.82,87.09,4.7,12.81,173.52,12.81,3.99,6.61,7.44,6.95,206.6,0.31,0.29,10.35,768.55,68.84,-0.21,31.16,4.88,62.55,220.89,248.71,13.55,54.83,287.69,122.22,260.84,44.35,2.17,-15.0,9.36,4.9,1.74,6.47,4.28,1475785,189465,85939,608,5768,91707,69409,59453,219698,-24363,1738149,179829,1196480,577133,541669,14.49,34.05,7.93,126.11,1.18,0.87,2.14,310.52,7.59,35.55,0.15,0.13,3.17,0.18,38.07,200152
73,6.82,28.16,6.82,28.3,21.98,71.62,18.21,12.22,10.75,12.09,6.82,27.71,6.47,0.79,127.12,1.24,1.08,60.67,704.42,43.59,7.49,56.41,27.29,53.12,77.27,97.33,32.6,63.85,144.42,74.76,237,103.59,19.15,142.24,19.66,0.22,0.11,1,0.09,296712,83569,65217,501,522,65739,53246,52424,66590,-10776,792002,146756,345216,117890,435621,13.11,8.12,33.23,11.56,0.24,0.37,23.36,720.96,2.16,125.05,0.22,0.08,1.23,0.19,56.48,601975
74,5.52,56.38,5.61,109.28,52.87,42.93,37.76,8.05,50.77,7.41,5.52,56.35,4.8,1.72,106.57,1.63,1.62,114.85,3193.17,25.43,1.65,74.57,11.46,1436.14,34.1,95.31,13.32,37.14,109.95,30.21,132.33,5.04,-0.86,-0.54,9.5,4.83,0.51,4.08,0.18,222978,125720,117886,1948,79,117965,84554,84400,146556,-52185,1524320,274468,387614,168748,1050088,8.2,527.25,0.68,167.46,1.84,0.15,1.61,1818.18,0.82,329.27,0.66,0.1,1.74,0.38,86.85,600012
75,2.96,52.05,3.09,81.57,53.5,47.19,40.92,7.48,46.31,7.31,2.96,55.41,18.57,38.06,95.93,0.54,0.37,13.77,470.79,59.55,-5.51,40.45,41.03,695.37,147.2,112.14,50.35,32.45,225.88,141.17,84.01,5.76,26.23,-34.9,2.72,27.26,0.44,3.75,0,544557,283447,291360,108340,4106,295466,212225,207648,358667,19414,7539806,650216,4489728,1212042,2836144,7.68,60.54,4.46,1.4,0.76,0.08,193.15,3571.43,0.78,345.67,0.66,0.05,1.61,0.08,29.59,600350
76,2.73,55.81,2.69,50.28,35.11,41.86,27.33,11.79,59.2,11.75,2.73,53.67,25.94,11.95,158.28,0.47,0.19,13.8,247.96,76.81,-2.92,23.19,38.6,63.69,331.15,143.02,62.47,97.44,381.05,273.61,84.56,83.24,18.43,35.56,-3.4,-0.16,0.52,1.54,0,486830,271719,170915,19768,751,171667,132506,126403,241073,-102476,4881319,567200,3749164,1213357,1123850,11.85,22.18,12.17,0.69,0.14,0.1,388.55,2743.9,0.84,320.78,0.5,0.05,1.81,0.06,19.87,600020
77,4,61.62,4.02,74.81,43.83,37.43,32.23,6.47,34.08,6.21,4,62.84,20.29,0.68,140.36,0.82,0.82,35.21,838.22,35.56,-12.75,64.44,23.36,165.07,55.18,104.12,26.6,60.84,141.85,52.41,238.25,40.23,23.43,50.63,7.3,21.31,0.35,6.54,1.26,36091,22238,15820,84,24,15844,11772,11462,23233,-20806,290826,24977,103415,30303,182059,6.57,7.15,37.78,93.71,0.22,0.12,2.88,2165.2,1.08,249.72,0.64,0.08,2,0.22,76.67,002930
78,1.88,9.07,1.88,15.57,14.27,90.29,12.28,3.38,10.79,3.38,1.88,6.86,9.64,88.95,57.91,3.06,3.06,248.78,448.82,44.23,1.39,55.77,27.35,127.7,79.32,85.15,32.91,53.61,126.92,66.16,271.05,34.33,-24.85,104.39,3.6,-0.67,0.11,2.59,0.41,41936,3803,5986,5260,581,6567,5150,3502,-92397,6842,273474,79915,120967,26093,152506,3.43,93.37,2.89,12802.23,0.33,0.15,0.01,1760.1,0.64,422.14,-2.2,-0.34,-17.94,-0.76,-354.1,600834
