,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
205,0.23,25.72,0.23,2.71,2.77,73.23,1.35,0.55,1.73,0.51,0.23,51.66,27.06,-0.26,936.84,1.14,0.84,15.19,134.45,55.24,3.65,44.76,17.98,199.59,123.43,97.21,28.66,68.22,136.26,116.34,181.46,40.99,42.11,-88.82,11.63,28.73,0.02,1.16,0.35,85529,21996,2368,14,-20,2348,1216,-2616,22122,-14697,504971,197007,278967,172129,221995,0.54,1.11,243.88,1.2,0.94,0.17,224.35,1563.4,0.46,590.55,0.26,0.04,19.17,0.08,12.85,300108
206,4.5,68.89,4.59,60.35,51.57,29.27,48.96,5.25,99.28,5.18,4.5,70.83,54.46,77.46,133.38,5.67,5.14,174.85,5542.02,13.12,0.0,86.88,0.0,1083.62,15.11,88.76,0.0,67,87.53,4.86,2053.63,7.98,-1.59,29.64,4.1,3.05,1,10.62,0.16,235856,162475,121621,94162,189,121810,115971,110375,18850,-2043,2567951,615284,337038,108474,2210329,5.38,3.17,85.23,1.23,0.8,0.09,219.14,2881.54,0.39,684.24,0.08,0.01,0.16,0.06,17.38,000623
207,1.02,24.16,1.02,4.46,4.33,75.33,3.23,1.5,11.61,1.66,1.02,37.79,20.57,1.02,561.37,2.08,0.81,11.11,205.07,38.7,0.05,61.3,1.4,198.3,63.14,78.44,2.23,90.75,80.23,42.04,375.92,29.62,18.58,-44.71,3.16,2.73,0.1,1.72,0.16,275708,66604,11937,194,-72,11865,7842,5952,35682,-19872,873702,444031,338137,212974,521389,1.5,5.47,49.4,0.8,0.81,0.32,338.73,852.54,0.62,438.74,0.13,0.04,4.01,0.11,16.75,002433
208,11.05,48.24,12.16,50.49,32.51,50.88,27.17,12.3,65.49,13.73,11.05,49.1,12.5,-0.17,148.68,5.75,3.31,226.21,-4955.75,19.5,0.12,80.5,6.46,582.7,24.23,37.52,7.43,44.42,40.53,22.57,524.04,14.21,22.5,20.49,16.63,26.35,0.45,3.79,-0.01,251940,121523,81896,21,-162,81733,46688,46606,69731,39125,619387,417309,120807,72527,379463,13.02,238.64,1.13,0.74,1.86,0.45,366.45,603.35,0.66,407.55,0.28,0.11,1.02,0.58,96.15,600161
209,2.25,35.74,2.36,4.72,4.44,63.25,3.14,5.7,23.99,5.67,2.25,35.88,31.35,9.24,791.52,1,0.75,17.97,494.53,60.35,1.75,39.65,1.53,177.05,152.18,102.43,3.37,55.87,106.54,145.13,176.61,23,6.92,32.78,3.6,12.27,0.24,2.81,0.07,238557,85251,10603,828,168,10771,7514,4068,3943,-171,333246,192460,201101,191779,131859,5.76,3.61,74.86,3.19,2.09,0.75,84.75,358.8,1.36,198.79,0.02,0.01,0.53,0.02,2.06,000153
210,11.15,67.13,11.4,93.11,44.75,31.7,38.1,11.75,43.38,11.75,11.15,69.65,15.18,-0.02,150.05,15.55,13.76,551.77,-4019.57,5.17,0.0,94.83,0.0,760.36,5.45,7.7,0.0,71.42,33.09,4.65,2118.62,12.52,7.31,11.73,16.07,9.87,0.43,2.46,0.12,57128,38351,25563,0.0,-4,25559,21768,20646,8949,-1618,195308,134028,10094,8617,185214,12.27,1.14,237.76,1.35,1.52,0.3,199.96,902.1,0.44,617.14,0.16,0.05,0.41,0.89,103.85,300406
211,4.3,18.77,4.49,6.37,6,80.89,4.58,10.82,111.47,10.88,4.3,20.22,12.86,-0.09,313.19,1.67,1.24,18.23,1389.67,60.43,0.13,39.57,4.42,593.99,152.72,39.91,10.05,47.27,44.37,135.84,183.84,6.66,17.25,-19.26,9.14,7.98,0.91,6.78,-1.65,2602559,488595,156154,8,-147,156007,96873,93334,-140516,-116603,2767734,2281779,1672572,1365285,895707,11.16,2.43,111.01,3.82,9.33,0.98,70.59,275.03,1.19,226,-0.05,-0.05,-1.18,-0.08,-10.29,600056
212,8.48,52.09,9.07,34.23,24.47,47.24,18.92,13.78,79.66,13.89,8.48,53.07,23.35,-0.3,213.5,1.91,1.4,13.37,1302.97,38.98,0.11,61.02,3.24,239.87,63.89,56.03,5.05,75.8,59.01,60.34,268.01,25.5,20.11,15.96,16.14,21.37,0.75,3.79,-0.1,234778,122287,57447,280,-169,57278,41417,40968,8588,-16909,524093,335392,204307,175961,300511,14.42,1.4,193.29,1.37,1.26,0.48,196.52,563.32,0.74,363.15,0.04,0.02,0.19,0.04,4.88,300463
213,5.53,36.38,5.82,25.26,20.02,62.61,16.38,9.85,93.14,9.27,5.53,36.39,14.23,2.65,185.04,1.43,0.92,60.69,1250.51,40.33,0.35,59.67,5.15,303.39,67.59,80.21,7.95,57.8,87.13,64.72,242.26,19.33,52.43,98.2,16.0,15.61,0.89,8.12,1.3,85140,30977,17042,745,-301,16741,12797,11874,11056,12630,252134,121049,101684,84387,129967,10.24,5.36,50.33,1.46,1.23,0.36,185.2,759.92,0.75,362.08,0.13,0.04,0.79,0.11,13.1,603538
214,1.86,71.98,2.7,13.57,10.68,27.46,9.44,2.12,20.92,2.08,1.86,71.94,49.23,0.99,686.9,10.77,9.67,865.72,2018.8,10.38,0.04,89.62,3.02,184.69,11.58,23.66,3.26,72.16,24.46,11.46,958.79,42.2,13.2,-29.58,30.18,40.85,0.28,4.5,0.15,13785,9923,1472,42,-28,1445,1323,1110,96,37428,69803,54504,7245,5060,62465,6.11,5.66,47.71,0.88,0.8,0.29,306.5,945.05,0.41,660.95,0.01,0,0.07,0.01,1.9,688068
215,13.3,43.93,14.86,44.61,30.3,55.24,25.82,17.66,185.82,16.99,13.3,64.36,12.13,2.43,144.41,4.01,2.94,239.96,-9442.53,21.69,0.0,78.31,0.0,238.62,27.69,43.93,0.0,63.13,21.69,26.42,221.23,22.9,21.07,23.09,32.22,31.03,1.84,1.41,0.13,434160,190746,131559,2680,527,132086,110905,110341,112415,162428,842744,699586,182761,174366,627908,19.69,8.64,31.25,1.36,0.71,0.58,199.19,469.08,0.71,380.17,0.26,0.13,1,0.62,64.47,600436
216,0.31,46.02,0.31,2.5,2.16,52.87,0.9,0.11,1.52,0.41,0.31,59.18,42.78,31.42,1902.5,1.27,0.96,14.88,253.37,23.58,0.31,76.42,1.61,448.72,30.86,96.63,2.06,74.16,98.66,27.52,433.78,0,19.71,-85.8,0.24,-2.51,0,1.55,0.41,76286,35104,1647,381,198,1845,166,-470,689,-2078,219309,53957,51712,42590,154489,0.11,6.33,42.65,3.02,0.68,0.35,89.37,774.08,1.24,217.2,0.01,0,1,0.01,1.62,300086
217,8.25,53.27,8.33,66.62,38.36,44.95,32.49,8.94,43.28,8.94,8.25,53.95,10.62,3.1,139.42,12.52,11.54,808.07,-738.06,7.75,,92.25,,667.49,8.4,,,56.84,20.97,6.98,,13.92,4.48,4.55,5.85,6.15,0.43,7.21,0.8,21314,11354,8176,285,-33,8143,6925,6626,6595,3057,83945,67705,6502,5409,77443,9.03,10.32,26.16,1.78,1.55,0.26,151.92,1052.63,0.32,848.26,0.31,0.08,0.95,1.01,121.93,300519
218,2.07,18.77,2.11,9.8,8.13,80.15,7.63,2.63,4.95,2.63,2.07,21.91,9.23,7.6,211.67,2.85,1.4,47.37,7859.76,21.4,0.14,78.6,3.38,84.15,27.22,76.46,4.12,89.43,79.75,20.94,576.58,57.71,5.22,13.55,32.77,10.78,0.05,1.72,-0.07,33910,6366,2758,-21,250,3007,2587,2023,-5562,15,125022,46650,26750,16349,98271,2.86,3.34,80.94,1.17,0.6,0.28,231.66,975.08,0.72,375.68,-0.16,-0.04,-2.15,-0.21,-34.02,300239
219,10.03,40.86,10.47,22.74,18.47,58.22,14.21,11.86,40.79,11.91,10.03,42.75,22.18,1.12,221,4.32,3.68,243.88,-2088.43,15.77,0.0,84.23,0.0,692.29,18.72,43.71,0.0,52.67,38.83,18.48,615.9,12.13,6.54,11.12,12.08,9.06,0.36,1.52,0.18,355465,145247,65662,674,60,65722,43967,43024,29607,15585,503677,338952,79426,78403,370650,12.32,6.39,42.28,3.99,4.0,0.74,67.63,366.6,1.13,239.07,0.08,0.06,0.59,0.37,37.76,000650
220,5.73,82.32,5.72,42.64,28.37,16.94,24.05,6.02,15.07,6.02,5.73,86.55,50.13,5.48,284.69,19.95,18.51,299.27,127943.59,4.67,-3.01,95.33,2.98,1023.5,4.9,109.84,4.17,79.2,14.01,4.56,228.49,9.38,-46.95,-53.75,8.98,0.62,0.15,1.08,-0.02,140439,115614,39844,1461,766,40610,33823,30861,143301,-67939,588850,510193,27487,25572,561417,6.21,1.64,164.35,0.73,1.69,0.24,372.41,1135.41,0.28,947.7,1.02,0.24,4.24,5.21,560.38,000813
221,4.95,63.71,5.1,14.57,12.47,34.98,10.69,5.75,18.97,5.75,4.95,22.2,49.16,7.4,511.69,3.79,2.74,114.21,-1934.62,13.92,0.46,86.08,13.08,139.52,16.17,61.32,17.98,84.19,67.31,12.88,234.1,39.18,2.9,-1.45,-8.46,-6.2,0.19,0.41,1.72,211122,134498,26322,1983,-36,26285,22560,20953,21574,-3914,455686,191646,63411,50531,392238,5.93,6.92,38.99,1.44,1.16,0.48,187.62,565.92,1.16,233.12,0.1,0.05,0.96,0.34,42.69,300194
222,7.19,63.52,6.96,25.62,18.3,35.3,16.11,9.57,125.69,9.84,7.19,64.88,38.47,3.69,330.84,2.78,2.51,178.01,-817.92,26.89,0,73.11,0,356.07,36.78,41.71,0.01,57.44,42.13,34.01,400.03,19.26,6.63,14.24,3.13,4.54,1.11,14.81,1.79,729489,463365,133489,-1398,6569,140058,103984,95741,142822,-134650,1633129,1130058,439120,406038,1086027,9.63,4.59,58.81,2.33,1.51,0.43,115.74,624.86,0.61,439.95,0.2,0.09,1.22,0.33,35.17,000513
