,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code,model,location
70,6.83,31.36,7.15,11.12,9.58,67.98,7.97,11.84,36.62,11.84,6.83,32.12,16.97,0.07,329.43,1.52,1.17,35.95,8740.51,42.34,0.85,57.66,3.28,187.16,73.42,98.25,6.41,45.74,69.97,68.14,189.55,31.01,15.99,57.87,12.26,8.92,0.37,3.15,0.49,541522.0,169824.0,51891.0,378.0,-341.0,51550.0,43161.0,42728.0,108332.0,-1831.0,632305.0,377177.0,267692.0,248455.0,364613.0,12.37,5.05,53.51,4.16,1.85,0.9,64.89,301.0,1.58,170.68,0.2,0.17,2.51,0.4,43.6,739,2,29
71,4.75,72.79,4.87,19.4,15.29,25.88,13.43,7.24,20.52,7.13,4.75,30.43,51.62,0.02,476.13,2.4,1.18,66.52,794.65,33.35,0.13,66.65,4.96,349.69,50.03,47.48,6.92,67.14,51.01,48.78,294.17,17.09,24.11,19.29,8.39,9.9,0.21,1.9,-0.64,142875.0,104005.0,21840.0,225.0,4.0,21844.0,19423.0,18806.0,-19509.0,-28607.0,403588.0,266359.0,134590.0,111214.0,268213.0,7.46,4.7,57.49,0.3,0.56,0.36,889.33,744.62,0.54,497.7,-0.14,-0.05,-1.02,-0.15,-17.54,300255,2,6
72,2.26,59.83,2.22,17.16,14.34,37.63,11.44,2.52,17.36,2.56,2.26,62.65,42.81,-0.03,420.19,2.77,2.15,112.79,-3615.78,11.84,0.02,88.16,0.26,538.69,13.43,85.78,0.29,63.44,86.03,10.19,1016.09,16.52,-0.15,4.2,4.78,3.48,0.17,2.86,0.1,60972.0,36480.0,8744.0,60.0,-62.0,8682.0,6744.0,6546.0,10389.0,-3898.0,308540.0,74523.0,36535.0,26904.0,267961.0,2.52,11.96,22.57,1.41,0.82,0.19,191.08,1389.6,0.74,362.51,0.17,0.03,1.49,0.28,38.61,300434,2,24
73,10.95,64.82,11.22,38.87,25.95,34.78,21.75,13.71,90.38,13.22,10.95,65.18,31.24,-1.4,251.13,3.82,3.22,50.8,-4374.66,17.18,0.02,82.82,1.06,577.78,20.75,48.72,1.26,69.19,49.35,19.99,573.95,14.24,23.51,27.81,13.7,12.17,0.86,4.44,0.29,142407.0,92315.0,36954.0,-321.0,-193.0,36761.0,29017.0,28081.0,13526.0,-79527.0,282916.0,167300.0,48614.0,43826.0,211633.0,14.17,4.0,67.52,2.32,2.51,0.52,116.32,523.36,0.83,326.72,0.1,0.05,0.44,0.28,30.86,300482,2,9
74,3.19,61.35,3.19,8.92,8.09,37.67,6.94,4.65,21.25,4.55,3.19,13.94,51.49,3.96,762.82,2.23,1.77,48.68,816.22,29.9,0.21,70.1,5.29,100.87,42.65,72.09,7.01,78.8,77.52,36.75,372.25,33.81,12.75,-6.89,3.82,2.16,0.21,2.28,0.28,378290.0,232076.0,30599.0,1379.0,-175.0,30423.0,25399.0,21477.0,-17637.0,-68655.0,824263.0,376322.0,246424.0,168761.0,545630.0,4.7,5.43,49.71,1.99,1.04,0.46,135.88,588.36,1.01,267.62,-0.05,-0.02,-0.67,-0.07,-10.45,2435,2,3
75,2.09,48.85,2.1,11.23,9.87,48.52,8.09,2.9,7.24,2.9,2.09,50.96,36.46,-0.36,496.56,3.47,3.03,216.96,-649.29,28.12,0.06,71.88,2.41,364.19,39.11,56.32,3.24,56.57,58.2,26.68,436.37,19.95,66.31,345.0,4.36,1.12,0.07,1.73,0.17,21423.0,10466.0,2115.0,528.0,-8.0,2108.0,1733.0,1596.0,2001.0,-1512.0,83057.0,48307.0,23352.0,13930.0,59705.0,2.95,20.7,13.04,1.61,0.94,0.26,167.96,1038.06,0.44,611.27,0.09,0.02,1.15,0.09,14.37,590,2,25
76,3.17,46.5,3.15,16.11,13.93,52.18,11.37,3.34,34.73,3.45,3.17,48.17,32.4,11.06,336.05,10.89,9.62,235.39,-3313.31,8.14,0.0,91.86,0.18,1528.71,8.86,16.68,0.2,53.18,23.07,7.88,1247.67,6.03,22.91,1.21,8.08,9.16,0.32,7.17,-0.52,30500.0,14182.0,4248.0,494.0,-28.0,4220.0,3233.0,2818.0,-2699.0,-3385.0,109423.0,86235.0,8906.0,7916.0,96752.0,3.29,1.41,191.46,1.58,2.78,0.28,170.62,975.79,0.34,784.88,-0.09,-0.02,-0.78,-0.3,-34.09,603139,2,1
77,4.02,22.38,3.91,12.08,10.44,76.79,9.16,5.84,19.07,5.6,4.02,23.05,9.04,4.14,213.77,2.2,1.62,41.13,2516.7,28.27,-1.9972277227722792,71.73,4.324603960396041,735.58,39.4,75.93143564356434,6.908514851485148,49.46,56.25,37.72,396.8779207920792,9.19,0.37,-37.05,0.23,-4.8,0.2,3.37,1.32,35168.0,7870.0,3673.0,144.0,9.0,3681.0,3321.0,3152.0,656.0,-13549.0,80238.0,47862.0,22680.0,21709.0,56914.0,5.79,2.56,105.29,2.37,2.87,0.43,113.78,632.76,0.64,419.06,0.02,0.01,0.2,0.03,3.02,603880,2,3
78,9.33,79.88,9.53,15.89,13.22,18.51,11.31,12.21,64.55,12.21,9.33,82.09,63.21,0.72,603.43,1.67,1.2,53.74,2415.52,23.6,0.3,76.4,5.53,197.61,30.9,78.96,6.79,78.74,82.0,29.31,423.55,38.34,30.24,24.33,13.32,12.4,0.65,4.2,0.08,68460.0,54685.0,9049.0,52.0,13.0,9062.0,7746.0,7538.0,4367.0,-85.0,83051.0,31022.0,19603.0,18594.0,63448.0,12.78,7.66,35.26,1.66,1.45,0.84,162.8,320.4,2.31,116.92,0.06,0.05,0.56,0.22,23.49,300584,2,3
79,0.68,74.11,0.71,14.57,12.7,23.54,10.28,1.67,5.73,1.67,0.68,79.16,60.75,9.19,587.11,1.91,0.52,0.28,142.22,58.99,0.41,41.01,15.48,293.93,143.83,38.33,27.4,77.86,52.8,137.72,170.04,13.96,-44.19,-77.73,-1.63,14.55,0.06,3.66,-0.13,71314.0,52852.0,9057.0,882.0,-55.0,9002.0,7337.0,2706.0,-47540.0,-11767.0,1070611.0,838754.0,631521.0,438942.0,438806.0,2.0,0.66,407.24,0.03,0.4,0.07,9818.18,3901.73,0.09,3037.12,-0.67,-0.04,-6.48,-0.08,-10.83,2118,2,19
80,2.22,39.17,2.34,14.7,15.08,59.55,12.79,2.51,9.22,2.76,2.22,44.77,40.83,65.03,262.06,1.79,1.47,51.98,-4746.24,19.51,0.05,80.49,0.42,1132.39,24.23,103.37,0.52,50.39,103.57,11.55,990.62,7.0,8.6,0.56,14.88,12.87,0.08,2.32,-0.03,86977.0,34065.0,13120.0,8575.0,-121.0,12999.0,9594.0,5188.0,-10326.0,-9286.0,500535.0,83269.0,97633.0,46539.0,381756.0,2.65,4.09,66.06,3.51,1.72,0.18,77.0,1477.02,1.01,267.75,-0.12,-0.02,-0.93,-0.11,-22.19,600851,2,2
81,0.49,22.18,0.49,2.08,1.91,76.86,0.69,0.08,2.32,1.03,0.49,23.5,20.28,61.84,1085.16,1.19,0.86,10.92,687.05,52.27,0.04,47.73,0.33,166.32,109.51,89.48,0.68,37.58,90.09,101.37,198.41,28.86,4.45,-79.65,-11.59,-0.39,0.0,4.27,0.06,846428.0,187724.0,16146.0,9544.0,1153.0,17299.0,426.0,-3297.0,-14896.0,-142249.0,1191556.0,679191.0,622814.0,572622.0,521318.0,0.08,2.85,94.58,3.68,1.66,0.71,73.4,379.85,1.21,223.21,-0.02,-0.01,-2.55,-0.02,-2.6,600664,2,20
82,4.28,37.94,4.29,17.14,14.24,60.91,11.48,8.59,22.56,8.1,4.28,22.03,21.0,-0.02,266.54,1.07,0.74,36.57,797.59,47.15,2.79,52.85,7.14,60.18,89.23,104.77,11.91,58.35,118.93,78.97,189.28,52.16,12.39,7.64,1.27,4.89,0.23,2.03,0.14,124863.0,47371.0,17776.0,0.0,-3.0,17772.0,14326.0,13603.0,22911.0,-7648.0,334722.0,124352.0,157836.0,115780.0,166850.0,8.62,4.33,62.43,2.01,0.78,0.37,134.48,722.5,0.98,276.7,0.18,0.07,1.6,0.15,19.79,2688,2,7
83,9.78,53.05,9.65,30.12,22.07,46.15,19.6,16.64,46.07,16.37,9.78,52.78,30.22,9.48,228.22,1.61,0.76,26.56,974.0,40.25,-1.35,59.75,0.76,181.34,67.37,112.13,1.67,63.98,64.31,64.07,188.33,29.9,1.09,61.26,23.37,-1.94,0.47,1.16,0.22,64060.0,33984.0,14139.0,660.0,752.0,14891.0,12732.0,11077.0,10633.0,-2422.0,128419.0,79075.0,51693.0,49159.0,76505.0,18.15,4.3,62.79,0.73,0.99,0.49,368.25,548.33,0.83,325.3,0.17,0.08,0.85,0.21,21.63,403,2,17
84,4.2,40.9,4.43,23.93,18.65,57.99,14.56,13.93,85.46,14.01,4.2,41.62,17.73,-0.42,222.43,0.74,0.49,22.08,333.61,70.02,-1.81,29.98,22.33,93.16,233.51,124.46,42.69,65.18,217.16,231.88,136.63,32.15,55.43,70.47,14.24,58.62,0.82,4.68,0.78,98574.0,40313.0,18383.0,183.0,-258.0,18124.0,13743.0,13441.0,15523.0,12130.0,341607.0,119177.0,239181.0,161227.0,98641.0,14.6,3.34,80.96,1.38,0.63,0.3,195.72,887.87,0.91,295.57,0.16,0.05,1.08,0.06,9.63,603520,2,29
85,6.4,59.96,6.46,23.87,18.41,39.33,15.75,8.37,76.4,8.54,6.4,66.79,39.3,3.33,316.57,3.39,2.68,63.73,3532.74,25.09,0.15,74.91,6.42,141.44,33.5,48.7,7.9,66.65,52.87,32.39,398.08,47.28,24.64,10.99,6.83,-0.31,0.74,1.42,0.99,210227.0,126044.0,38697.0,205.0,1119.0,39815.0,31842.0,30051.0,-25453.0,-60500.0,517659.0,312650.0,129905.0,92336.0,380401.0,8.57,3.37,80.12,1.32,0.6,0.41,204.7,658.22,0.68,396.42,-0.12,-0.05,-0.77,-0.2,-27.57,300294,2,21
86,-1.73,26.29,-1.69,-2.7,-3.04,73.4,-5.32,-6.65,-7.81,-5.48,-1.73,45.81,28.8,-1.11,-950.57,0.69,0.6,5.59,71.44,68.49,-1.64,31.51,17.97,316.53,217.38,152.77,36.33,73.77,239.92,169.28,177.41,18.37,-1.16,28.03,-33.19,-13.4,-0.09,1.44,0.0,273921.0,72022.0,-8333.0,-672.0,757.0,-7577.0,-16949.0,-18214.0,42683.0,-15860.0,843175.0,205790.0,577511.0,298169.0,254882.0,-6.45,1.89,142.61,6.81,0.55,0.32,39.65,847.19,1.26,214.63,0.16,0.05,0.01,0.07,14.32,2219,2,30
87,6.5,48.0,6.64,20.77,17.09,51.01,13.94,8.68,101.21,9.02,6.5,49.37,30.22,-0.07,281.12,3.69,2.33,178.98,-4410.15,27.89,0.03,72.11,1.96,674.42,38.67,29.09,2.65,57.59,29.89,32.2,422.83,10.53,-4.95,-4.18,8.69,5.33,0.62,3.2,0.34,995891.0,478034.0,170205.0,47.0,-161.0,170044.0,85013.0,84239.0,187546.0,126608.0,2134470.0,1674462.0,595250.0,453707.0,979368.0,8.76,7.64,35.35,0.82,3.19,0.48,331.25,566.99,0.61,444.08,0.19,0.09,1.35,0.32,41.34,600085,2,5
88,9.25,35.68,9.32,30.28,23.04,63.31,20.24,12.26,47.81,11.54,9.25,31.8,12.24,5.9,153.88,2.87,2.59,63.53,-19109.75,19.85,-1.9972277227722792,80.15,4.324603960396041,133.69,24.76,75.93143564356434,6.908514851485148,89.2,68.47,19.6,396.8779207920792,47.79,5.65,19.09,7.38,6.79,0.45,2.76,0.65,32878.0,11729.0,7576.0,403.0,46.0,7622.0,6222.0,5285.0,3469.0,-1501.0,71928.0,32455.0,14275.0,11301.0,50745.0,12.45,6.5,41.51,6.07,1.18,0.46,44.46,586.83,0.96,280.43,0.11,0.05,0.52,0.24,30.7,300452,2,16
89,2.37,43.52,2.35,12.53,10.58,55.29,8.53,4.89,15.41,4.71,2.37,43.26,30.22,10.32,400.74,1.0,0.85,22.18,537.44,49.57,-146.02,50.43,16.41,165.71,98.31,101.91,24.55,73.99,135.07,96.0,185.37,29.68,7.2,0.97,-0.54,4.2,0.13,3.56,0.45,57824.0,25165.0,6118.0,487.0,161.0,6280.0,4128.0,3305.0,9508.0,761.0,207848.0,66283.0,103038.0,66517.0,84386.0,4.99,3.06,88.35,3.33,0.58,0.28,81.11,981.46,0.92,294.28,0.16,0.05,1.93,0.09,14.29,603222,2,29
90,7.16,29.2,8.86,21.39,18.42,70.3,16.34,9.47,276.92,9.42,7.16,29.04,14.98,33.08,159.17,3.85,2.73,113.52,6038.19,24.03,0.0,75.97,0.01,2029.57,31.64,20.62,0.01,64.43,20.62,28.86,451.66,3.72,9.75,29.95,94.2,69.27,2.77,9.46,0.65,2164617.0,632117.0,398626.0,132852.0,-1504.0,397122.0,354187.0,233637.0,15390.0,668518.0,4943788.0,4169263.0,1188212.0,1083413.0,3741536.0,8.7,11.5,23.47,1.37,7.83,0.54,196.39,497.79,0.63,430.21,0.01,0.0,0.04,0.01,1.42,538,2,8
91,0.56,42.56,0.57,4.07,3.74,56.57,4.73,2.18,1.59,1.0,0.56,46.3,36.08,179.87,1117.07,1.21,1.06,4.61,162.09,43.83,0.26,56.17,8.19,263.37,78.02,64.13,10.98,63.57,91.45,71.55,322.05,22.11,10.58,-70.0,-4.1,3.05,0.04,2.09,0.18,21647.0,9214.0,810.0,1469.0,15.0,825.0,2341.0,1872.0,13647.0,-1317.0,183286.0,89129.0,80330.0,73663.0,107240.0,2.19,2.74,98.42,1.03,0.35,0.12,261.32,2233.25,0.26,1046.92,0.63,0.07,13.32,0.17,18.53,603718,2,2
92,4.22,30.47,4.27,7.89,7.13,68.53,5.81,8.25,41.09,8.47,4.22,26.59,19.69,0.38,433.0,1.02,0.66,29.76,1099.33,50.1,16.56,49.9,11.43,205.27,100.42,104.98,18.64,52.04,129.04,92.91,201.08,22.83,11.1,20.92,8.95,5.35,0.38,1.82,0.17,439915.0,134041.0,31375.0,536.0,-419.0,30956.0,23860.0,21003.0,29339.0,-13304.0,604925.0,215433.0,303094.0,211257.0,289334.0,8.53,9.87,27.37,3.54,0.66,0.74,76.37,367.2,1.95,138.2,0.07,0.05,1.15,0.1,13.89,756,2,28
93,10.24,49.84,10.02,55.73,34.53,49.27,29.04,12.22,42.63,12.22,10.24,17.94,11.55,-1.65,144.92,3.12,2.26,152.29,-2099.32,16.26,2.62,83.74,16.28,76.06,19.42,93.19,40.96,80.87,62.17,18.34,135.07,30.85,15.11,42.87,4.35,-2.58,0.45,2.73,-0.18,237596.0,118412.0,82046.0,-1013.0,-337.0,81709.0,69009.0,67361.0,44946.0,46031.0,674130.0,323176.0,109624.0,103529.0,564506.0,12.7,4.66,57.88,1.3,1.03,0.34,207.52,782.84,0.68,395.78,0.19,0.07,0.65,0.41,43.41,2099,2,29
94,2.16,58.55,2.31,7.59,6.9,40.04,5.46,3.15,14.52,2.9,2.16,60.02,49.89,0.68,843.95,2.7,2.43,57.0,1357.63,25.44,0.03,74.56,1.12,590.01,34.13,55.67,1.47,50.34,56.5,30.2,428.86,13.09,9.79,42.15,3.78,13.21,0.15,1.42,0.11,142077.0,83183.0,9806.0,17.0,51.0,9856.0,8248.0,8089.0,10554.0,23150.0,358557.0,207516.0,91229.0,76722.0,261935.0,3.2,1.72,156.97,2.97,2.0,0.42,90.88,637.85,0.75,362.37,0.07,0.03,1.36,0.12,13.76,600613,2,2
95,5.51,77.25,5.7,13.81,12.28,21.54,9.1,8.32,46.89,8.1,5.51,79.87,64.62,6.62,640.31,2.28,2.0,64.9,-83721.6,31.95,-1.9972277227722792,68.05,4.324603960396041,257.69,46.95,75.93143564356434,6.908514851485148,64.06,51.81,41.77,396.8779207920792,27.66,3.52,-17.92,-5.83,6.62,0.48,5.27,0.2,163113.0,125997.0,20028.0,1654.0,-351.0,19677.0,15076.0,10281.0,27930.0,4335.0,269326.0,174368.0,86046.0,76557.0,181280.0,7.99,7.53,35.86,1.77,1.61,0.63,152.16,430.97,0.96,280.49,0.17,0.1,1.88,0.32,36.48,2900,2,20
96,1.83,38.53,1.92,3.44,3.39,60.88,2.46,3.48,7.27,3.5,1.83,39.51,34.2,-11.72,1171.94,1.88,1.62,52.26,1661.08,47.71,-0.78,52.29,13.36,820.97,91.23,155.59,38.78,70.18,20.51,90.96,123.36,6.73,9.0,14.77,3.16,13.39,0.07,1.77,0.02,176262.0,67910.0,5977.0,-497.0,-183.0,5795.0,4337.0,4468.0,-2059.0,6871.0,237208.0,211771.0,113165.0,112830.0,124568.0,3.51,1.87,144.52,4.36,7.64,0.78,61.93,345.8,0.88,307.41,-0.01,-0.01,-0.48,-0.02,-1.82,788,2,0
97,1.03,55.94,0.96,3.75,3.8,42.36,2.59,1.18,2.39,1.26,1.03,45.6,46.25,-11.97,1653.27,2.83,2.45,56.62,330.05,18.1,0.03,81.9,1.07,92.33,22.11,63.24,1.29,79.48,64.07,21.84,535.42,0.0,8.4,10.39,0.46,-15.71,0.02,1.23,0.05,109129.0,61047.0,4147.0,12.0,-454.0,3693.0,2550.0,2677.0,17964.0,-35620.0,274211.0,130340.0,49642.0,46106.0,217033.0,1.22,1.84,146.9,2.49,0.44,0.37,108.29,728.94,0.74,362.85,0.16,0.07,6.35,0.36,38.96,300110,2,28
98,2.29,22.21,2.39,10.87,8.33,77.28,7.85,4.88,33.51,4.93,2.29,16.46,12.8,18.31,225.45,0.88,0.8,8.23,314.12,53.6,-1.69,46.4,8.51,104.77,115.5,116.77,15.5,82.05,138.19,106.52,194.52,36.12,14.78,-16.53,7.41,15.68,0.32,1.11,0.95,654571.0,145357.0,54554.0,1886.0,9921.0,64475.0,48655.0,38199.0,39171.0,-60208.0,2242667.0,804554.0,1202003.0,917508.0,997416.0,5.04,1.95,138.33,7.33,1.95,0.3,36.81,887.57,0.93,290.1,0.06,0.02,0.76,0.03,4.27,2411,2,1
99,16.61,77.48,18.18,67.35,38.63,21.02,32.26,19.46,96.53,19.43,16.61,77.52,34.57,-0.52,201.54,4.38,3.55,219.48,-3979.52,14.48,-1.9972277227722792,85.52,4.324603960396041,492.87,16.94,75.93143564356434,6.908514851485148,61.56,51.23,15.02,396.8779207920792,17.61,48.97,30.34,4.87,9.98,0.97,4.97,0.48,128785.0,99788.0,49747.0,-25.0,-234.0,49513.0,41625.0,41254.0,20691.0,-14895.0,250089.0,140525.0,36221.0,32119.0,213920.0,21.59,3.88,69.61,1.22,0.44,0.17,220.95,527.86,0.95,283.26,0.16,0.08,0.5,0.57,64.42,688363,2,28
100,3.19,86.87,2.77,25.34,21.42,12.03,15.9,7.84,12.95,6.13,3.19,87.66,71.62,33.34,404.58,1.7,1.59,22.17,742.18,48.02,1.21,51.98,19.01,437.66,92.39,87.24,26.78,65.85,119.15,79.57,226.93,10.76,925.7,4567.0,-30.7,-24.11,0.17,2.32,-0.04,40053.0,34795.0,8579.0,2846.0,21.0,8600.0,8136.0,3939.0,-15535.0,-20847.0,199855.0,76087.0,95976.0,44674.0,103788.0,6.47,6.93,38.96,0.11,1.2,0.17,2436.82,1550.83,0.36,742.98,-0.39,-0.08,-2.44,-0.16,-34.78,534,2,9
101,6.22,21.26,6.39,8.78,7.93,78.28,6.75,13.08,207.91,13.04,6.22,22.34,13.4,5.89,262.75,1.62,1.28,59.8,3520.68,52.28,0.0,47.72,0.02,870.43,109.57,41.73,0.03,48.81,41.74,103.8,192.93,5.43,67.57,-3.68,11.99,9.53,1.94,14.86,0.63,5006237.0,1064409.0,396797.0,15548.0,8302.0,405099.0,315952.0,274608.0,102245.0,-3466.0,5431767.0,4349825.0,2839912.0,2689606.0,2415659.0,13.72,3.92,68.81,4.29,10.96,0.95,62.95,285.29,1.16,233.34,0.02,0.02,0.3,0.04,3.8,600332,2,9
102,3.27,59.32,3.3,9.73,8.5,39.4,7.54,6.82,67.85,7.18,3.27,36.06,46.28,10.54,701.11,1.08,0.84,13.61,351.86,54.51,1.2,45.49,3.61,182.64,119.83,117.11,7.35,73.87,126.41,94.74,225.27,24.53,5.94,-8.93,6.04,2.87,0.64,9.22,2.25,1295795.0,768667.0,110115.0,12035.0,-478.0,109636.0,91427.0,80988.0,210145.0,-25403.0,2989857.0,1270629.0,1629767.0,1180680.0,1339919.0,6.96,2.15,125.82,1.76,1.14,0.44,153.45,617.43,1.02,263.88,0.16,0.07,2.15,0.13,17.8,2422,2,24
103,1.06,58.54,1.08,8.75,8.11,40.48,5.86,2.57,8.49,2.28,1.06,55.85,48.52,-10.52,743.17,1.18,1.03,42.43,192.73,53.41,0.96,46.59,7.17,372.51,114.63,92.95,13.33,69.38,107.25,106.75,192.92,12.06,-5.68,-48.63,0.14,4.93,0.09,5.58,0.11,193371.0,113196.0,15675.0,-1159.0,-444.0,15231.0,12311.0,9361.0,758.0,-104868.0,1068438.0,534554.0,570637.0,454793.0,478117.0,2.61,2.54,106.51,1.42,1.05,0.18,189.83,1467.39,0.36,743.39,0.0,0.0,0.07,0.0,0.17,566,2,22
104,4.37,50.16,4.57,11.1,9.3,48.7,8.73,7.63,74.56,8.59,4.37,54.02,37.75,3.43,515.91,1.44,1.08,68.26,936.59,49.18,0.1,50.82,1.69,218.65,96.76,84.88,3.22,61.41,87.7,79.06,241.47,24.75,6.36,-2.74,12.43,9.47,0.54,1.36,0.0,902440.0,452700.0,83966.0,-776.0,3782.0,87748.0,57463.0,53304.0,107135.0,124141.0,1803596.0,999688.0,886933.0,694254.0,753581.0,8.15,6.61,40.85,1.83,0.85,0.52,147.61,516.06,0.98,276.24,0.12,0.06,1.36,0.12,15.43,600420,2,2
105,15.9,91.44,17.63,25.9,18.78,7.22,16.56,25.28,63.07,25.22,15.9,92.8,66.67,3.78,469.29,2.1,1.95,103.31,-5602.1,36.96,-1.9972277227722792,63.04,4.324603960396041,294.94,58.64,75.93143564356434,6.908514851485148,63.56,42.66,55.14,396.8779207920792,21.19,965.77,4451.91,296.25,332.13,0.63,4.56,-0.4,353571.0,323316.0,66414.0,120.0,2482.0,68895.0,58617.0,56084.0,45525.0,25064.0,368211.0,269191.0,136102.0,127996.0,231910.0,28.15,4.81,56.11,1.33,3.24,1.06,202.37,253.54,1.48,181.92,0.13,0.12,0.78,0.33,35.57,2755,2,5
106,2.27,78.85,2.24,30.74,23.49,20.33,20.11,2.49,10.43,2.86,2.27,51.1,54.56,1.86,338.77,3.06,2.81,180.9,-6659.31,20.52,0.0,79.48,0.0,191.03,25.81,650.27,0.0,77.52,60.77,21.28,110.92,0.0,39.09,47.5,11.93,1.75,0.08,3.08,1.1,79748.0,62882.0,18735.0,519.0,-174.0,18562.0,12037.0,11420.0,5514.0,-32497.0,705919.0,364966.0,144822.0,119404.0,482510.0,2.54,1.68,160.81,0.61,0.59,0.11,440.82,2419.35,0.2,1318.36,0.07,0.01,0.34,0.04,4.62,300142,2,8
107,2.22,87.18,1.78,12.88,9.86,11.72,7.84,2.52,8.63,2.52,2.22,65.15,63.59,46.53,885.89,6.16,5.92,79.08,-3990.36,11.89,0.0,88.11,0.0,517.72,13.5,129.5,0.0,75.67,47.56,10.7,128.98,0.0,-17.35,-65.42,-32.79,-33.25,0.09,0.97,0.15,52409.0,45692.0,5168.0,2410.0,-10.0,5158.0,4110.0,2830.0,6593.0,-22728.0,184972.0,107463.0,22001.0,17440.0,162971.0,2.0,4.49,60.09,1.42,0.29,0.23,189.66,1190.48,0.4,676.86,0.13,0.04,1.6,0.3,37.8,300204,2,5
108,4.45,21.17,4.4,10.56,9.61,78.15,8.32,4.34,28.51,5.1,4.45,33.34,9.36,12.32,227.43,3.8,3.34,41.36,-1535.46,12.58,0.0,87.42,0.0,439.23,14.38,74.45,0.0,81.38,70.14,11.65,392.99,15.56,38.74,-44.56,6.08,2.58,0.24,2.74,0.87,101001.0,21384.0,9704.0,1460.0,-302.0,9403.0,6982.0,5797.0,13565.0,5649.0,188598.0,72943.0,23717.0,19209.0,160780.0,4.45,7.6,35.53,8.48,1.24,0.53,31.83,509.92,1.35,200.0,0.13,0.07,1.61,0.57,70.62,2365,2,26
109,8.66,55.9,8.47,20.49,16.42,42.79,13.32,12.19,71.86,12.91,8.66,57.16,37.93,3.53,332.6,2.37,1.72,84.68,-25694.72,32.88,0.05,67.12,1.78,264.67,48.99,63.52,2.59,60.08,65.21,38.02,360.44,23.67,0.52,14.59,1.76,9.56,0.64,7.58,2.56,315112.0,176141.0,51731.0,642.0,1228.0,52959.0,37332.0,32209.0,44704.0,-25147.0,484455.0,272428.0,159301.0,114992.0,306162.0,10.79,10.51,25.68,1.73,2.0,0.64,155.7,424.26,1.09,247.46,0.14,0.09,1.07,0.28,38.88,2737,2,20
110,1.68,51.08,1.76,14.12,11.21,48.32,8.95,3.41,8.56,2.46,1.68,38.83,30.93,-7.54,452.89,1.75,1.57,30.19,365.51,31.96,0.13,68.04,2.8,88.16,46.97,71.47,3.95,66.82,74.41,45.67,314.18,57.45,-35.48,-16.85,-0.76,-9.69,0.1,1.43,0.0,76347.0,38995.0,8561.0,-699.0,50.0,8610.0,8017.0,6949.0,19556.0,-12616.0,407715.0,201292.0,130296.0,115301.0,234901.0,4.32,1.09,247.32,2.02,0.72,0.2,133.9,1368.47,0.37,729.93,0.26,0.05,2.86,0.15,16.96,2030,2,9
111,6.94,61.28,7.1,43.22,22.74,37.97,20.35,7.65,17.28,7.65,6.94,61.21,13.9,4.99,269.41,6.81,5.09,188.27,-2111.81,9.28,-1.9972277227722792,90.72,4.324603960396041,373.95,10.23,75.93143564356434,6.908514851485148,72.19,40.59,10.23,396.8779207920792,24.17,23.11,54.15,73.27,67.34,0.17,2.26,0.02,31344.0,19206.0,7127.0,354.0,2.0,7129.0,6377.0,5545.0,654.0,-4590.0,91884.0,58047.0,8529.0,8527.0,83355.0,7.95,2.39,112.75,0.95,0.42,0.35,283.61,774.08,0.55,493.69,0.02,0.01,0.1,0.08,7.67,688166,2,3
112,10.56,71.79,11.29,34.16,25.05,27.22,19.83,13.69,83.0,13.43,10.56,71.75,44.74,0.17,288.06,1.78,1.26,84.81,-6314.84,21.37,0.32,78.63,5.74,396.27,27.18,73.69,8.42,53.02,80.11,26.42,249.99,20.42,24.92,39.15,16.02,24.1,0.83,4.38,1.49,49919.0,35837.0,12503.0,83.0,-62.0,12441.0,9916.0,9017.0,18060.0,-695.0,93731.0,34690.0,20030.0,19471.0,72441.0,14.28,10.13,26.64,1.41,1.88,0.57,191.71,474.18,1.45,186.8,0.36,0.19,1.82,0.9,92.75,603811,2,29
