,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
81,2.15,22.22,2.16,4.68,4.05,77.04,3.44,4.28,23.37,4.62,2.15,34.02,8.65,-1.52,549.02,1.13,0.63,19.67,391.1,53.35,0.49,46.65,3.1,377.97,114.38,89.21,6.24,69.86,95.15,112.36,187.12,0,2.76,47.53,-2.42,-6.32,0.21,2.17,-0.29,618488,137408,25054,-353,-26,25028,18816,14977,37946,-52721,986854,548866,526529,486612,440067,4.3,3.98,67.91,2.1,0.83,0.63,128.88,429.59,1.14,237.47,0.06,0.04,1.78,0.07,7.8,300115
82,4.3,21.22,4.4,8.12,7.3,78.29,6.55,7.01,29.12,7,4.3,21.42,9.92,-0.01,294.5,1.73,1.34,37.01,-988.81,38.49,0.05,61.51,1.37,295.89,62.59,57.21,2.17,76.21,58.48,62.51,256.44,20.46,53.55,-20.92,6.82,4.53,0.29,3.77,0.58,110168,23377,8043,104,-105,7938,7234,6971,9596,-3523,167709,107385,64558,62192,103169,7.19,2.23,121.23,3.72,2.07,0.67,72.5,401.97,1.05,256.95,0.09,0.06,1.33,0.15,15.43,002866
83,6.07,33.3,6.41,19.26,14.3,66.36,13.09,11.29,86.04,11.38,6.07,40.26,8.09,2.13,231.2,2.01,1.65,42.53,18129.7,46.68,0.02,53.32,0.95,304.83,87.55,33.26,1.76,60.5,33.86,78.1,237.05,0,19.34,22.0,30.03,27.08,0.8,2,0.36,689219,229491,98576,1426,684,99260,83114,81649,14984,-21487,1486775,1218356,694021,604931,736017,12.97,1.53,177.01,2.21,0.76,0.49,122.21,551.47,0.6,450.83,0.02,0.01,0.17,0.02,2.48,002179
84,-9.22,-43.39,-8.48,-69.52,-132.63,140.09,-129.86,-24.99,-54.12,-24.77,-9.22,-34.78,46.97,-0.23,32.79,0.55,0.49,44.04,-391.7,62.76,-0.56,37.24,11.8,64.65,168.55,151.26,24.06,68.22,199.2,157.61,167.28,62.88,-68.3,-2612.19,-49.91,-31.38,-0.54,3.58,0.52,115270,-50019,-152882,9,345,-152538,-149311,-182164,-33500,-231087,1622698,419060,1018448,760892,597388,-22.21,3.79,71.28,2.72,0.07,0.07,99.43,4134.76,0.21,1258.15,-0.29,-0.02,2.21,-0.03,-4.4,000536
85,10.51,41.58,10.48,46.71,30.88,57.27,26.33,12.33,139.45,12.49,10.51,43.9,7.98,4.82,134.09,5.01,4.38,106.67,-3355.96,15.9,0.52,84.1,2.97,106.69,18.91,87.85,6.41,54.11,30.32,17.67,176.41,40.56,-7.56,-5.64,5.81,5.86,1.35,1.46,0.09,119187,49561,36805,1624,155,36961,30435,28712,50360,32814,298635,222499,47491,44377,246770,12.12,2.41,112.05,2.54,0.52,0.4,106.41,678.39,0.53,507.14,0.42,0.17,1.61,1.06,113.48,600563
86,1.49,7.77,2,3.25,3.09,92.01,2.37,12.9,81.28,12.59,1.49,32.51,3.14,30.83,250.95,0.57,0.41,7.57,342.59,88.17,-0.18,11.83,6.29,250.06,745.37,295.78,34.71,82.51,453.06,744.76,111.37,16.71,98.74,188.68,17.53,125.08,0.83,6.07,1.8,2187374.0,169898.0,67630.0,20800.0,73.0,67703.0,53050.0,50060.0,114531.0,33741.0,3477800.0,1613952.0,3066407.0,2845137.0,411182.0,13.71,3.42,78.93,6.63,0.33,0.85,40.7,319.22,1.56,172.59,0.05,0.03,2.21,0.04,4.03,600745
87,6.91,21.12,7.03,14.28,12.3,77.96,10.37,9.01,18.34,9.01,6.91,21.91,10.91,5.83,164.66,3.09,2.58,96.71,-2366.97,23.31,,76.69,,463.31,30.4,,,60.79,39.58,29.37,,17.13,-7.33,2.03,5.34,2.82,0.18,3.56,0.01,75333,15910,9268,170,394,9662,7814,3848,7869,8884,113149,78807,26379,25488,86770,9.22,2.74,98.65,4.69,2.56,0.68,57.62,398.52,1,269.22,0.1,0.07,1.01,0.3,30.87,002782
88,5.65,30.24,5.95,14.23,11.9,69.19,10.09,14.32,43.76,13.19,5.65,17.21,13.98,-0.54,253.7,1.3,0.8,23.65,-30889.01,57.18,0.09,42.82,1.32,420.17,133.54,78.63,3,82.92,81.06,119.97,191.17,10.58,25.58,22.47,30.9,19.96,0.44,1.37,0.02,399999,120944,47581,-350,91,47671,40285,37692,20904,-28369,714651,466596,408648,357662,281393,15.64,2.61,103.6,1.73,2.29,0.59,156.34,457.78,0.9,300.27,0.05,0.03,0.52,0.05,5.84,300232
89,1.57,41.33,1.56,19.53,16.17,56.9,13.28,2.1,5.77,2.1,1.57,44.45,23.78,-0.42,256.7,3.5,2.91,137.28,-1572.22,24.95,0.04,75.05,1.86,364.09,33.25,34.43,2.42,70.49,35.29,30.47,419.96,20.83,-0.5,-9.37,3.98,0.26,0.06,1.87,-0.22,17164,7094,2775,-628,-12,2763,2280,2000,-3984,-5355,144904,106528,36154,30433,108750,2.12,0.39,691.6,0.58,0.38,0.12,464.96,2297.87,0.16,1688.56,-0.23,-0.03,-1.75,-0.11,-13.09,600764
90,-4.93,10.27,-4.67,-15.76,-17.78,89.16,-15.33,-11.68,-60.22,-12.29,-4.93,11.01,23.18,-19.73,-57.7,1.19,0.74,9.58,-429.14,59.89,0,40.11,0.02,332.81,149.33,76.12,0.04,83.17,74.8,146.69,196.81,12.66,-17.18,-280.86,-6.08,-8.62,-0.57,5.36,-0.32,47135,4839,-8379,1662,-7,-8386,-6877,-8810,4227,-286,146546,102582,87770,86219,58896,-11.04,1.68,160.57,1.17,1.63,0.3,230.79,886.7,0.42,646.09,0.09,0.03,-20.72,0.05,4.9,002813
91,4.03,38.4,4.09,25.77,20.51,61.3,17.19,5.16,22.61,5.06,4.03,50.16,19.69,7.88,183.3,3.58,3.07,110.53,30667.88,20.32,0.02,79.68,1.13,1604.49,25.49,45.84,1.39,64.28,46.48,23.48,478.55,2.7,0.06,-20.49,5.17,1.0,0.23,4.37,0.41,52383,20113,10743,635,230,10973,9158,6605,-1237,908,223456,140685,45396,39296,177362,5.27,1.26,214.83,1.82,0.67,0.24,148.74,1134.45,0.37,723.09,-0.02,-0.01,-0.14,-0.03,-3.15,300065
92,-4.28,40.54,-3.45,-12.33,-11.33,58.6,-12.38,-11.08,-39.43,-11.22,-4.28,58.26,32.93,104.21,-355.8,1.02,0.84,16.43,-71.4,61.87,5.24,38.14,6.32,171.23,162.23,103.15,14.22,66.25,120.24,155.39,164.88,30.03,-21.98,-141.48,-48.89,-44.98,-0.4,1.07,0.37,421495,170875,-47751,-49774,-275,-48025,-51274,1925,5359,-93229,1219685,660399,754558,645690,462936,-10.24,1.27,212.4,1.9,0.58,0.28,142.07,969.13,0.55,495.41,0.01,0,0.0,0.01,0.83,600525
93,4.34,15.74,4.49,7.64,6.76,83.81,5.94,8.86,60.71,8.86,4.34,18.52,4.25,0.64,232.68,1.63,1.35,57.88,-879.09,51.02,,48.98,,382.45,104.18,,,81.97,38.97,101.61,,12.84,4.13,-48.72,87.67,57.48,0.61,7.79,2.65,118761,18695,8032,49,2,8034,7057,5405,4660,-10746,162591,131558,82959,80915,79633,8.81,2.95,91.58,4.77,4.39,0.76,56.6,357.05,0.9,300.94,0.04,0.03,0.66,0.06,5.76,300752
94,-3.79,16.88,-3.76,-27.39,-32.24,82.87,-25.55,-12.92,-35.77,-12.93,-3.79,17.68,35.14,1.37,-52.12,1.23,1.12,2.84,-74.86,70.7,0.01,29.3,0.17,311.98,241.29,66.19,0.31,61.33,103.1,194.18,335.96,9.88,-47.34,-318.82,-39.29,8.3,-0.36,4.28,0.45,59052,9969,-19036,-173,-90,-19126,-15035,-15274,-3875,-5713,398233,277933,281548,226575,116367,-12.08,0.62,435.77,1.85,0.96,0.15,145.7,1835.49,0.21,1285.1,-0.07,-0.01,-5.41,-0.01,-1.71,002766
95,-2.66,11.71,-2.54,-8.14,-8.37,87.71,-6.84,-4.42,-16.9,-4.42,-2.66,10.12,15.15,1.02,-139.01,1.74,1.33,4.54,495.34,39.87,0,60.13,0.08,433.4,66.31,55.83,0.14,49.47,55.9,63.58,257.59,13.61,-33.9,-596.37,-1.44,-20.6,-0.17,4.71,-0.22,41283,4835,-3457,-15,-21,-3478,-2825,-3475,1405,-3156,106222,70516,42352,40517,63870,-4.8,0.86,315.72,1.99,1.83,0.37,135.37,728.55,0.56,483.01,0.03,0.01,-4.34,0.03,3.47,002848
96,1.64,20.64,1.64,13.35,11.9,78.88,9.44,3.41,20.69,3.46,1.64,22.46,10.03,10.96,172.95,1.64,1.45,67.72,353.19,52.68,0.17,47.32,4.08,375.64,111.32,75.07,7.93,75.58,81.54,87.51,237.9,12.67,-27.21,-12.53,5.63,7.63,0.2,0.91,-0.86,1256620,259418,149475,15915,523,149998,113488,96203,12711,-53199,7244041,4448891,3816006,2704604,3328240,3.45,0.96,280.99,2.28,0.91,0.17,118.42,1557.99,0.28,966.01,0.01,0,0.11,0,0.47,000413
97,-1.06,11.96,-1.07,-2.59,-2.65,87.67,-2.53,-2.03,-8.61,-1.94,-1.06,11.72,11.42,-5.92,-463.84,1.22,0.98,16.96,-302.57,45.28,1.08,54.72,8,168.54,82.76,94.93,12.75,79.36,108.81,75.08,232.98,33.15,-2.52,-263.24,2.25,-17.5,-0.08,4.25,-0.17,487717,58307,-12932,383,361,-12571,-11943,-14493,-16748,-41387,1165609,471683,527845,385631,589710,-2,2.54,106.5,4.77,0.86,0.42,56.63,640.11,1.04,259.62,-0.03,-0.01,-5.53,-0.03,-4.34,600151
98,10.52,51.65,10.92,81.89,47.42,47.15,40.45,11.1,47.58,11.1,10.52,51.86,9.64,14.39,108.78,17.37,16.62,141.26,-8179.12,5.23,,94.77,,1111.56,5.52,,,54.8,17.48,5.07,,8.5,6.61,9.27,12.01,12.34,0.48,2.81,0.46,14114,7290,6693,955,9,6702,5709,4669,5929,562,54285,45292,2839,2608,51446,11.49,9.49,28.44,3.2,1.94,0.27,84.33,1000.37,0.32,847.72,0.42,0.11,1.04,2.09,227.38,300701
99,2.16,12.43,1.97,6.74,6.3,87.08,5.93,8.48,25.74,5.43,2.16,20.89,8.55,70.48,191.79,1.11,0.99,40.39,530.58,60.31,7.56,39.69,22.6,196.8,151.94,112.07,36.28,76.33,175.89,125.47,193.71,14.59,-28.48,21.26,11.74,-11.38,0.19,2.24,0.56,5881767.0,738519.0,370765.0,258215.0,10464.0,381229.0,257733.0,50340.0,760927.0,-866856.0,16173301.0,4881948.0,9753850.0,4398605.0,3040244.0,8.85,5.34,50.58,4.05,1.2,0.33,66.6,813.74,0.91,296.38,0.13,0.05,2.18,0.08,17.3,000100
100,-0.07,26.74,-0.07,0.86,0.71,72.78,-0.23,0.07,-0.95,-0.11,-0.07,29.73,23.28,134.91,3209.55,1.88,1.47,64.53,148.85,36.73,0.26,63.27,6.14,189.29,58.05,70.44,8.85,89.21,77.28,52.73,271.92,0,-8.73,-108.12,-4.76,0.64,0.01,2.38,0.77,199348,53313,1414,1994,247,1661,285,-3451,5027,-31886,690061,352668,253461,187848,391114,0.07,1.88,143.46,2.18,0.86,0.3,123.85,910.93,0.57,474.68,0.03,0.01,1.45,0.02,2.68,002151
101,6.59,23.16,6.71,17.76,14.58,76.15,12.31,8.87,53.15,8.87,6.59,24.9,5.91,3.16,157.54,2.63,2.39,116.29,-405.16,25.76,0,74.24,0.19,233.1,34.69,45.53,0.26,61.4,45.65,34.12,389.84,31.08,9.08,32.26,5.39,7.65,0.54,3.08,0.21,176631,40900,25755,614,206,25961,21742,20352,38885,13301,330093,218227,85024,82986,245069,9.02,2.9,93.06,6.44,1.11,0.55,41.94,495.23,0.81,332.92,0.22,0.12,1.79,0.46,46.86,603920
102,3.66,21.79,4.4,11.33,9.98,77.68,8.69,6.13,62.16,6.13,3.66,22.61,7.75,-2.46,223.68,1.6,1.23,73.87,590.41,40.22,1.13,59.78,7.38,137.6,67.27,98.05,12.98,82.84,68.37,61.94,211.02,35.96,22.05,17.66,18.69,9.98,0.83,7.66,1.61,81708,17803,8155,16.0,-196,7959,7104,7052,23186,49402,193858,114623,77962,71781,115896,10.93,3.8,71,2.42,1.12,0.51,111.42,533.49,0.92,293.19,0.28,0.12,3.26,0.3,32.3,300790
103,5.61,14.91,5.45,19.11,20.75,84.76,19.54,21.35,28.07,19.77,5.61,27.2,21.43,40.02,73.23,0.76,0.65,13.6,325.47,71.65,-0.55,28.35,7.97,173.01,252.72,147.17,21.95,84.76,188.56,243.88,129.52,0,-26,90.87,-41.39,-22.57,0.28,2.09,-0.35,157340,23596,32650,13435,-616,32034,31037,-6915,18023,742,548523,255287,393010,335535,145386,23.89,2.26,119.3,3.72,1.01,0.28,72.56,968.09,0.68,394.68,0.11,0.03,0.59,0.05,5.37,002512
104,5.96,25.87,6.19,23.94,19.61,73.53,17.68,8.58,32.45,8.43,5.96,52.35,7.89,35.05,131.75,3.69,3.17,163.38,2072.51,29.35,0,70.65,0,104.0,41.55,134.27,0,81.0,79.92,16.7,219.01,56.61,26.43,-11.42,11.24,9.84,0.32,2.31,2,206572,53436,40512,14169,48,40559,35962,28702,28594,-6712,613245,266980,180006,72343,419285,8.91,3.12,86.53,4.49,0.73,0.35,60.18,771.65,0.77,350.74,0.14,0.05,0.78,0.16,39.53,002273
105,11.85,45.78,12.28,34.75,23.7,53.56,20.32,19.85,86.61,19.73,11.85,48.54,14.32,0.8,192.19,2.57,2.13,96.87,-1414.42,39.94,0.13,60.06,6.63,1345.1,66.5,24.15,9.95,81.1,26.81,65.38,251.18,4.64,17.86,10.16,22.14,24.31,0.86,0,1.44,3983892,1823709,944253,2955,4640,948894,802733,778931,12432,-529679,6828883,5729160,2727400,2228395,4043940,20.44,2.05,131.76,2.74,1.36,0.6,98.51,446.5,0.72,375.89,0,0,0.02,0,0.56,002415
106,4.14,22.35,4.27,10.39,9.28,76.98,8.26,9.79,33.1,9.45,4.14,22.25,11.38,16.87,241.67,0.96,0.69,13.6,481.01,56.2,0,43.8,0,143.27,128.32,114.07,0,82.8,123.28,109.99,162.61,0,21.91,72.59,9.48,4.12,0.29,1.79,0.02,149190,33341,13837,2368,-41,13796,10790,7912,16821,-107,297744,136978,167340,143431,110220,10.2,2.55,106.09,3.21,0.78,0.52,84.07,521.84,1.14,236.7,0.11,0.06,1.36,0.1,11.73,002579
107,2.67,27.54,2.65,12.45,8.73,71.34,8.59,3.03,7.57,3.03,2.67,27.39,10.27,17.7,267.33,6.27,5.63,213.83,-327.35,11.9,0.03,88.1,2.02,427.78,13.51,24.41,2.34,63.01,28.81,13.51,635.66,20.46,-4.39,-23.18,2.28,-3.56,0.08,3.06,0.3,16730,4607,1460,42,263,1723,1437,912,3013,-2318,53867,40196,6410,6410,47457,3.04,1.72,157.24,2.81,1.04,0.31,96.18,876.05,0.41,653.12,0.18,0.06,2.1,0.47,47,300615
108,10.14,33.01,10.03,38.21,27.38,65.84,23.56,11.55,63.89,11.36,10.14,34.78,4.64,7.05,120.61,8.37,7.34,526.53,-615.87,10.71,,89.29,,579.42,11.99,,,67.28,22.53,10.69,,14.87,28.19,37.74,9.78,1.6,0.64,4.33,1.11,62355,20583,17071,1208,-6,17065,14820,12781,15897,17907,144894,115742,15513,13826,128267,11.72,3.56,75.9,2.68,1.97,0.43,100.76,634.1,0.53,505.62,0.25,0.11,1.08,1.02,114.97,300570
109,0.69,14.2,0.66,1.39,1.42,85.05,1.58,1.17,1.72,1.48,0.69,33.3,11.58,72.29,1046,0.93,0.77,27.34,153.79,53.01,-0.37,46.99,1.35,782.57,112.81,108.58,2.79,87.5,111.7,111.68,186.5,8.83,-42.05,8.01,-40.03,-35.1,0.01,3.04,0.46,119239,16932,1692,1244,-74,1619,1407,-568,11411,-9441,271622,129053,143984,138880,120440,1.17,2.39,113,4.2,1.3,0.42,64.35,649.35,0.83,326.13,0.1,0.04,6.05,0.08,8.22,300128
110,14.77,49.95,15.35,43.27,27.55,49.18,24.67,17.83,65.37,17.83,14.77,50.62,13.86,0.66,180.64,5.14,4.52,62.99,-29215.29,17.19,,82.81,,4014.21,20.76,,,45.43,24.6,18.69,,1.95,13.18,19.08,83.97,21.15,0.65,3.67,0.45,19872.0,9927.0,5475.0,16.0,20.0,5495.0,4902.0,4408.0,3355.0,-4755.0,33203.0,26438.0,5707.0,5139.0,27496.0,19.36,2.27,118.71,3.1,20.81,0.62,87.06,433.87,0.75,361.49,0.17,0.1,0.68,0.59,65.28,688288
111,1.34,12.54,1.46,3.85,3.63,87.05,3.14,3.09,12.64,3.59,1.34,21.85,7.18,0.27,344.3,1.25,0.77,16.03,289.14,62.86,0.59,37.14,7.9,111.31,169.24,73.81,17.54,48.81,89.51,164.88,155.87,39.27,43.54,19.95,2.45,25.38,0.1,1.47,0.19,307555,38573,11172,0,31,11203,7655,3391,4620,15231,723231,482785,454614,385756,247904,3.14,2.52,107.1,1.57,0.81,0.46,171.94,581.77,0.71,379.27,0.02,0.01,0.48,0.01,1.2,600552
112,5.27,33.81,5.38,18.87,15.19,65.85,12.69,9.61,31.5,9.59,5.27,30.54,14.25,0.52,222.65,1.62,0.89,30.92,1298.83,45.06,0.05,54.94,1.41,1111.52,82,57.28,2.51,70.56,58.75,78.59,222.13,3.75,16.21,-15.37,9.65,16.06,0.32,1.14,0.26,631410,213462,95900,523,-26,95874,80139,75812,32456,-56257,1519539,1028998,684645,634644,833755,9.49,2.25,119.97,0.95,0.81,0.42,284.63,636.94,0.63,428.37,0.05,0.02,0.41,0.05,5.11,300296
113,-25.1,-80.21,-22.09,-114.64,-1238.29,138.51,-1233.54,-32.97,-6.11,-33.54,-25.1,14.52,900.07,0.02,6.48,0.54,0.49,15.24,1679.37,25.16,0.0,74.84,0.0,351.0,33.62,56.95,0.0,94.54,115.62,33.62,317.31,20.9,-96.09,59.77,-53.42,-50.77,-0.06,2.4,0.73,404,-324,-5009,260,-1,-5009,-4933,-4969,-2759,-2408,19879,2679,5002,5002,14964,-28.41,0.32,839.55,1.15,0.75,0.02,234.33,15083.8,0.09,3161.59,-6.82,-0.14,1.03,-0.55,-55.15,000670
114,1.41,23.97,1.4,2.97,2.62,75.46,2,2,10.13,2.25,1.41,24.15,17.58,57.93,862.64,1.93,1.28,18.91,734.51,37.43,0,62.57,0.02,630.54,59.82,59.73,0.03,56.51,48.54,57.63,209.81,9.78,-4.1,238.13,2.74,-1.26,0.07,3.21,-0.55,221443,53070,5811,3223,341,6152,3174,2620,-18414,-35103,313930,218592,117504,113204,158332,2.02,3.25,83.2,2.41,4.56,0.7,112.1,385.05,1.01,268.07,-0.08,-0.06,-4.16,-0.16,-16.27,600288
115,2.68,63.13,3.17,25.98,15.45,36.87,14.16,3.57,30.05,3.5,2.68,61.74,22.87,5.51,406.81,4.31,3.73,48.67,-9378.98,23.37,,76.63,,15498.28,30.51,,,41.74,2.96,29.57,,0.51,25.5,21.21,19.65,31.15,0.31,6.13,-0.4,28297,17864,4372,222,19,4391,4090,3314,-16888,3328,149543,146153,34955,33888,114427,4.65,0.41,653.28,0.66,12.46,0.22,408.41,1205.36,0.23,1172.89,-0.6,-0.11,-4.21,-0.48,-49.84,300762
116,5.05,38.18,5.23,38.95,28.75,60.65,26.95,5.23,32.13,5.23,5.05,33.43,12.21,22.72,132.43,68.14,61.37,457.54,-3702,3.47,0,96.53,0,4842.19,3.6,4.08,0,62.13,22.66,1.19,593.03,0,50.12,212.2,8.19,8.3,0.32,3.81,-0.03,24090,9198,6927,1560,18,6945,6492,2309,1101,-9316,128567,100440,4464,1474,124102,5.49,10.82,24.96,1.62,1.2,0.19,166.35,1391.75,0.25,1076.13,0.05,0.01,0.17,0.25,74.67,300223
117,2.37,22.58,2.47,7.16,6.02,76.43,5.42,6.14,28.42,6.17,2.37,18.97,10.9,5.2,356.95,0.81,0.65,26.26,317.9,61.62,-0.38,38.38,3.28,70.81,160.53,152.84,7.87,67.13,165.9,125.68,194.26,51.83,8.43,8.53,4.32,7.14,0.28,5.98,0.26,2059510,465049,123959,453,6326,130285,110852,86579,347010,77226,4712180,1711603,2903510,2118624,1804345,6.32,3.09,87.41,5.2,0.49,0.46,51.92,591.72,1.31,206.56,0.17,0.07,3.11,0.12,16.38,300433
118,3.65,27.91,4,15.03,11.84,71.7,10.9,5.31,50.14,5.31,3.65,48.48,6.77,2.11,235.49,2.56,1.5,55.03,36845.47,31.32,0.2,68.68,6.91,340.49,45.59,57.06,9.14,82.31,62.8,42.35,331.42,20.7,-21.86,-25.67,48.47,22.93,0.5,7.16,2.2,328391,91641,38878,786,36,38915,35788,32862,24626,15607,980908,557792,307182,217563,673726,5.53,3.38,79.78,1.06,0.68,0.37,253.95,735.49,0.67,400.24,0.08,0.03,0.69,0.08,11.32,300308
119,2.65,31.53,2.43,10.64,7.22,67.42,8.56,2.96,17.22,2.96,2.65,48.87,7.93,17.38,387.7,6.93,4.44,100.95,-1154.17,10.72,0.02,89.28,0.99,2084.42,12.01,37.67,1.54,72.15,28.76,12.01,268.1,3.17,20.17,35.18,-11.18,-10.79,0.17,0.88,0.11,36220,11420,2615,181,331,2946,3099,2818,-9036,-25854,117129,87056,12556,12556,104573,2.92,1.88,143.91,0.73,1.3,0.28,370.88,949.37,0.37,739.12,-0.25,-0.08,-2.92,-0.72,-71.96,300516
120,6.91,22.83,7.33,14.62,13.29,76.69,10.3,12.74,37.99,11.52,6.91,26.45,12.94,55.52,173.32,2.13,1.81,35.94,5450.23,40.01,0,59.99,0,483.13,66.7,37.16,0,50.9,28.36,64.84,180.5,8.63,-2.4,106.48,11.84,5.04,0.42,2.2,-0.03,158543,36193,21064,11775,-181,20883,18069,510,-2172,-8662,236314,196104,94554,91922,141882,13.31,1.87,144.45,4.34,1.15,0.71,62.22,379.75,0.89,302.05,-0.01,-0.01,-0.13,-0.02,-2.36,300205
121,2.14,30.52,2.16,8.02,7.41,68.77,4.88,6.9,54.73,6.96,2.14,31.24,23.83,3.92,407.95,1.05,0.81,28.99,321.31,69.31,1.18,30.69,3.1,138.42,225.87,118.76,9.19,44.17,130.77,196.62,161,22.13,15.88,15.16,3.87,-1.84,0.54,3.42,1.43,1431107,436800,106078,3204,994,107073,68917,23028,53490,-25964,3273425,1959775,2268893,1873471,998225,7.07,3.45,78.21,2.15,1.28,0.44,125.4,611,0.75,361.54,0.04,0.02,0.77,0.02,2.86,002745
122,-1.09,11.24,-1.06,-1.29,-1.38,88.44,-1.98,-3.1,-6.08,-3.25,-1.09,29.8,11.27,125.22,-873.14,1.16,0.73,14.2,33.23,66.54,0.2,33.46,1.69,198.5,198.84,113.93,4.81,77.4,119.69,159.2,183.19,27.11,5.2,7.47,-51.61,-30.22,-0.06,1.77,0.34,438176,49268,-6061,-7485,419,-5643,-8284,-11226,-14529,11471,799090,479052,531690,412207,267583,-3.07,2.71,99.46,2,1.02,0.53,134.93,505.52,0.91,297.78,-0.03,-0.02,0.68,-0.03,-3.52,300083
123,2.64,32.21,2.63,13.42,11.48,66.96,9.5,3.59,19.72,3.08,2.64,51.71,17.54,33.74,281.21,4.67,3.7,68.1,-1146.23,14.28,,85.72,,527.95,16.66,,,53.13,45.52,15.24,,9.16,-12.18,-28.72,-18.0,-17.23,0.22,7.96,3.09,79666,25662,9148,3101,-22,9126,8623,5475,-11119,258,286759,174870,40947,37469,240279,3.64,1.07,251.58,1.63,0.72,0.28,165.55,975.43,0.46,591.2,-0.14,-0.04,-1.47,-0.27,-29.68,300351
124,0.45,11.36,0.46,0.99,0.94,88.06,0.53,0.3,7.17,1.54,0.45,11.96,9.04,1.49,1176.23,1.06,0.75,35.73,364.38,70.54,0.28,29.46,1.1,290.32,239.44,96.82,3.59,55.9,100.43,229.54,139.18,10.11,7.56,-30.08,0.41,1.08,0.01,3.0,0.27,6220962,706753,58328,-864,1758,60086,3849,-11300,-66982,36358,7282998,5128214,5137416,4845094,1294010,0.3,6.71,40.23,3.76,5.45,0.86,71.72,313.23,1.22,220.75,-0.01,-0.01,-2.02,-0.01,-1.38,600839
125,3.94,35.73,4.03,13.39,10.74,62.44,8.94,6.22,32.43,6.22,3.94,36.83,15.87,0.43,332.92,1.2,0.94,39.57,3034.27,36.61,0.88,63.39,5.26,202.45,57.76,93.86,7.67,80.07,101.65,55.02,272.55,29.39,2.91,22.71,4.57,5.33,0.32,4.24,0.23,71874,25684,7718,37,-3,7715,6422,6122,8900,-4616,162851,57916,59621,48226,103230,6.5,3.79,71.26,3.3,0.92,0.45,81.88,599.33,1.29,209.63,0.12,0.05,1.39,0.15,18.46,300582
126,-3.71,25.52,-3.72,-7.77,-7.19,73.34,-8.82,-5.94,-4.12,-5.96,-3.71,26.58,18.19,34.2,-354.69,2.15,1.47,53.07,-1154.37,37.76,0.04,62.24,1.64,238.02,60.67,45.11,2.21,59.28,59.72,46.97,371.67,25.73,-22.13,-588.73,-3.8,-0.58,-0.04,1.66,-0.09,22982,5866,-1653,-565,-0,-1654,-2028,-2169,-263,-3826,54643,34333,20632,15974,34129,-5.79,3.45,78.22,1.42,1.15,0.42,189.59,640.87,0.66,407.86,-0.01,-0,2.73,-0.01,-1.65,600355
127,-3.61,17.19,-3.32,-6.05,-6.39,82.23,-6.3,-26.11,-30.32,-15.42,-3.61,16.39,19.16,-2.84,-278.58,1.08,0.89,10.47,-165.66,76.62,0.0,23.38,0.0,389.98,327.63,79.24,0.0,42.91,82.44,319.99,137.61,6.11,-26.74,-14.78,-7.75,-9.17,-0.34,1.76,-0.19,103472,17785,-6610,-44,226,-6384,-7356,-7639,-17420,-12630,180804,145950,138524,135292,28173,-23.1,1.1,245.34,3.13,6.74,0.53,86.18,512.63,0.64,421.68,-0.17,-0.1,-6.45,-0.13,-12.88,200468
128,3.41,21.18,4.64,3.6,3.19,78.62,3.27,5.63,104.73,5.63,3.41,20.96,9.9,0.41,663.49,2.31,1.54,61.08,416.25,39.38,0,60.62,0,721.81,64.96,17.58,0,76.51,14.94,64.96,252.35,6.9,53.32,-15.32,40.8,60.27,1.3,9.8,1.26,285486,60480,9115,37,112.0,9115,9340,8810,-34608,39932,273505,248731,107705,107705,165800,10.33,8.25,32.73,3.39,20.03,1.42,79.66,190.45,1.56,173.62,-0.12,-0.13,-3.71,-0.32,-32.13,603236
