,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
178,2.41,34.21,2.4,18.26,14.64,65.1,12.71,3.54,14.39,3.5,2.41,25.8,14.22,3.85,234.14,2.48,2.01,101.73,3271.45,31.3,0.05,68.7,1.73,145.27,45.56,63.63,2.45,78.63,65.23,34.87,392.19,23.24,1.38,8.66,30.28,15.77,0.15,1.38,0.18,101425,34697,14845,597,-26,14819,13029,11445,15223,-2962,535518,295531,167628,119048,367853,4.18,1.26,214.06,1.17,0.91,0.19,231.56,1430.84,0.33,806.69,0.15,0.03,1.18,0.09,12.79,002446
179,7.72,22.32,8.51,17.44,14.81,76.96,12.89,17.43,30.63,17.34,7.72,24.65,6.58,0.11,151.89,1.22,0.95,18.06,1719.35,55.48,0.43,44.52,4.53,274.57,124.63,85.82,9.23,60.56,94.54,116.78,186.1,0,1.07,-0.76,15.8,18.42,0.31,2.03,0.04,1626259,362908,240823,2165,-1896,238927,209932,126064,201505,37021,2715866,1572871,1506835,1289067,1204119,19.18,2.42,111.38,4.15,0.75,0.66,65,409.09,1.16,233.44,0.12,0.07,0.96,0.13,15.63,002600
180,3.63,10.75,3.65,6.65,6.2,88.94,4.8,6.17,23.33,6.47,3.63,39.81,5.01,2.41,171.41,1.34,1.16,41.02,778.56,43.83,0.8,56.17,9.05,332.89,78.02,85.24,13.87,78.74,98.98,75.04,230.85,11.18,46.94,-2.52,8.55,1.76,0.22,2.49,0.27,349906,37614,21678,262,266,21945,15356,7625,50136,8518,461845,205067,202408,152894,248905,6.28,5.58,48.43,10.16,0.85,0.76,26.58,354.84,1.68,160.81,0.14,0.11,2.99,0.25,32.79,002115
181,12.38,60.31,13.05,85.82,42.81,38.7,37.96,15.93,65.52,15.87,12.38,60.2,11.7,2.94,136.73,4.02,3.47,121.45,-6033.95,22.02,,77.98,,3515.59,28.24,,,33.06,15.51,28.06,,2.02,33.97,66.5,26.07,26.01,0.66,3.85,-0.05,22826,13766,9772,,296,10068,8682,8365,2091,-2890,69993,61527,15415,15316,54498,17.06,0.81,331.57,1.14,22.71,0.59,237.34,611.93,0.38,706.44,0.09,0.03,0.24,0.14,13.65,002972
182,6.12,25.09,7.97,9.59,8.26,74.77,6.98,8.6,179.68,8.6,6.12,24.92,11.94,5.54,301.13,3.44,2.86,92.28,-4193.65,28.9,0.01,71.1,0.23,2218.17,40.65,33.49,0.72,75.7,9.39,38.2,153.81,2.98,4.9,-15.68,316.77,102.88,2.07,9.0,-3.22,353222,88623,29158,1357,272,29431,24472,21434,-956,50756,403174,376270,116521,109495,284650,13.72,6.67,40.48,3.92,18.4,1.14,68.93,236.47,1.24,218.41,-0,-0,-0.04,-0.01,-0.87,002955
183,-0.5,18.46,-0.51,-2.9,-2.78,80.91,-1.93,1.47,-3.27,-1.05,-0.5,35.88,15.12,-18.92,-658.47,1.14,0.69,29.84,34.82,52.1,1.04,47.9,5.51,1070.21,108.78,108.29,10.31,86.68,120.74,88.53,231.27,7.37,0.52,-153.86,-2.45,6.98,0.04,1.34,0,222377,41040,-6178,1234,-55,-6233,5049,-4542,4970,-20714,855586,360808,445793,315678,342628,1.46,2.74,98.58,1.37,1.49,0.27,197.56,1012.75,0.61,444.81,0.02,0.01,0.0,0.01,1.57,600460
184,2.05,21.57,2.13,4.29,3.72,78.07,3.63,6.04,55.11,5.98,2.05,20.55,8.34,24.07,579.99,1.24,0.7,10.72,614.59,65.73,0.12,34.27,1.72,449.41,191.77,63.59,4.78,51.31,66.78,186.91,152.74,7.96,2.32,-4.95,-4.66,5.07,0.53,11.14,-2.42,1777481,383326,66091,15905,0,66091,61945,59752,-346503,-176168,3148389,2427778,2069312,1962741,1025498,5.67,2.04,132.58,1.35,4.78,0.59,199.78,460.99,0.74,362.66,-0.19,-0.11,-5.37,-0.17,-17.65,600498
185,-5.3,-11.13,-4.79,-34.02,-51.44,110.42,-40.48,-16.73,-66.99,-16.73,-5.3,-2.87,28.61,-8.21,23.42,1.24,0.93,4.55,-352.91,68.34,,31.66,,249.47,215.83,,,77.72,54.82,209.86,,13.24,-91.28,-325.17,-23.48,-22.87,-0.67,5.43,-2.09,49681,-5531,-25556,140,1938,-23618,-20108,-26315,-1055,251,379566,313683,259385,252206,120181,-15.44,0.35,781.02,0.6,0.93,0.12,449.18,2278.48,0.14,1925.82,-0.02,-0,-2.3,-0,-0.42,603996
186,0.25,20.97,0.24,1.18,1.12,78.43,0.96,0.27,2.42,0.33,0.25,22.42,19.57,3.87,1800.81,1.35,1.02,22.27,147.59,25.15,0.01,74.85,0.06,409.79,33.6,94.1,0.08,61.7,92.53,30.53,364.84,17.62,19.27,-81.94,5.59,9.3,0.02,4,0.28,44127,9251,494,2.0,20,514,337,-254,4422,-2016,170463,52406,42869,38950,125934,0.27,1.55,174.27,2.84,0.93,0.25,94.99,1066.35,0.77,349.42,0.1,0.03,10.39,0.1,11.35,002806
187,1.51,4.85,1.69,1.52,1.41,95.01,1.51,5.4,26.21,6.25,1.51,5.23,6.59,132.28,313.41,1.13,0.86,29.18,211.47,75.78,0.58,24.22,4.35,428.11,312.87,120.78,15.23,54.05,142.47,257.22,155.96,6.05,40.05,8.94,6.92,32.45,0.19,3.33,0.71,4168125,202350,58742,79586,5822,64563,45049,-104631,-257258,270632,4166850,2728928,3157599,2414694,833487,5.4,8.47,31.88,6.62,10.89,1.12,40.77,241.78,1.7,159.13,-0.06,-0.06,-4.08,-0.08,-10.65,000016
188,0.97,19.79,1.07,5.6,5.2,79,4.28,1.81,5.37,1.69,0.97,21.74,12.77,8.77,379.78,1.75,1.63,104.03,239.68,42.45,0.17,57.55,4.69,313.37,73.76,56.57,7.54,41.54,61.19,72.56,234.15,18.7,-3.33,-34.73,40.21,28.22,0.06,2.47,0.04,121006,23947,6290,538,15,6305,5546,4982,21293,27571,531973,344649,225825,197189,307204,2.04,2.74,98.42,4.78,0.73,0.25,56.44,1082.6,0.39,697.31,0.18,0.04,4.11,0.09,10.8,600360
189,1.04,12.72,1.13,3.79,3.68,86.26,3.73,2.9,12.52,2.85,1.04,13.87,11.92,59.62,338.72,1.2,0.99,55.92,164.95,63.64,2.65,36.36,21.39,102.32,175.02,90.07,37.04,63.29,143.06,168.57,159.59,35.62,-0.19,-13.79,23.48,14.14,0.14,6.98,-0.47,348004,44282,12804,7526,269,13073,12936,6988,-8978,78579,1251196,600340,796254,499244,446203,3.31,9.79,27.58,3.09,0.51,0.3,87.33,889.91,0.66,407.06,-0.03,-0.01,-0.69,-0.01,-1.8,600888
190,1.44,14.98,1.45,4.28,4.06,84.65,2.95,2.96,5.74,2.24,1.44,26.94,10.32,0.27,367.13,2.22,1.75,36.08,-5685.05,35.59,0,64.41,0,618.71,55.27,23.51,0,72.54,34.71,54.26,178.59,0,45.45,45.77,1.36,-11.59,0.07,1.36,0.11,97962,14676,3979,-7,18,3998,3468,3508,-16012,-27975,200783,155897,71467,70167,117073,2.98,1.28,211.6,2.97,1.19,0.49,90.85,548.56,0.63,427.08,-0.16,-0.08,-5.54,-0.22,-22.82,002388
191,5.68,35.11,5.99,21.47,16.23,64.17,14.6,8.8,59.9,8.74,5.68,33.63,10.69,0.87,216.41,3.08,2.47,55.49,3247.04,35.04,0.01,64.96,0.45,124.55,53.95,60.6,0.69,52.57,61.02,30.82,448.88,41.04,45.48,26.15,10.47,18.42,0.6,1.29,0.39,248901,87393,40389,357,-5,40383,36508,37474,-23870,-38702,640112,386398,224314,125268,414980,9.17,1.8,149.92,2.05,0.67,0.41,131.89,657.73,0.68,394.28,-0.1,-0.04,-0.66,-0.11,-19.06,002049
192,8.59,28.15,10.22,11.58,10.02,71.37,7.75,16.8,163.29,16.85,8.59,29.16,15.16,-18.74,279.5,2.06,1.67,128.67,-2746.14,49,0.01,51,0.41,614.66,96.06,28.26,0.8,86.38,28.49,81.98,229.18,6.97,6.72,747.53,22.17,18.35,1.81,6.29,1.17,1685531,474551,168926,-32679,860,169786,130061,110740,233255,410946,1520407,1299452,744937,629472,774320,29.35,36.46,7.41,4.86,15.01,1.32,55.6,204.7,1.57,172.47,0.14,0.15,1.79,0.31,37.06,688036
193,-3.32,14.19,-3.37,-9.8,-10.3,84.98,-11.28,-13.23,-17.16,-13.24,-3.32,14.75,19.05,-0,-138.1,0.79,0.44,13.03,-128.81,74.9,-0.47,25.1,6.37,78.82,298.46,151.63,20.24,55.3,190.1,288.07,136.96,35.15,0.42,-1327.62,-0.05,-2.23,-0.17,1.96,0.01,333849,47386,-34397,-82,84,-34313,-37491,-38659,11620,-51452,1133939,592946,849361,747561,283400,-12.31,2.18,123.58,1.34,0.55,0.3,201.99,904.52,0.58,468.83,0.03,0.01,11.4,0.01,1.55,600601
194,5.38,15.25,6.61,7.89,6.97,84.27,6,14.72,78.11,14.72,5.38,15.31,3.55,-2.22,218.71,1.37,0.89,29.62,-696.59,63.44,0.21,36.56,4.55,246.95,173.51,47.4,11.07,82.67,53.31,173.49,151.99,16.82,58.89,23.9,25.06,35.71,0.78,4.82,-0.74,162865,24831,11348,-257,6,11353,9765,10425,8228,6239,181436,146074,115100,106823,66336,15.86,4.22,64.01,3.47,3.74,1.1,77.71,245.08,1.41,190.83,0.05,0.05,0.84,0.07,7.7,300793
195,10.41,42.44,11.56,16.93,13.12,56.6,11.39,20.36,,27.11,13.94,42.09,20.13,-0.93,322.73,1.91,1.43,45.11,80840.26,48.57,,51.43,,671.38,94.43,,,68.45,30.52,85.94,,7.66,39.03,93.25,68.57,47.04,1.7,7.88,0.68,98786,41926,12956,-155,35,12991,11016,9662,8057,2266,108017,91061,52460,47744,54106,22.68,3.49,77.41,2.85,1.69,1.02,94.8,265.91,1.21,223.42,0.08,0.07,0.72,0.15,16.88,002970
196,6.56,40.36,6.75,15.24,11.83,59.03,11.14,13.29,61.07,12.7,6.56,33.83,18.39,1.17,339.38,1.75,1.43,33.34,-2385.2,48.38,0.02,51.62,0.55,343.64,93.71,41.32,1.06,81.22,41.77,87.81,217.4,13.97,9.3,16.14,23.59,19.24,0.64,4.59,0.47,1642824,663003,194361,1292,996,195357,187735,172952,-53824,-70307,2792015,2190027,1350663,1250190,1413031,13.99,1.51,179.4,2.74,0.95,0.61,98.72,445.99,0.76,354.84,-0.03,-0.02,-0.29,-0.04,-4.31,002236
197,2.28,35.44,2.32,8.22,7.16,64.07,5.06,12.6,80.05,9.24,2.28,63.4,22.23,0.41,496.69,0.77,0.57,23.67,299.53,75.36,-2.26,24.64,20.97,396.2,305.87,151.33,45.98,86.14,280.15,248.48,131.02,15.7,5.86,136.09,21.31,4.52,0.67,1.21,0.23,1682533,596232,120444,893,-404,120040,70356,62637,90569,-1606,3741109,1158779,2819349,1505698,558400,13.19,6.09,44.31,3.8,0.74,0.46,71.14,589.91,1.53,176.72,0.05,0.02,1.06,0.03,6.02,002180
198,1.56,17.96,1.46,3.95,4.1,81.59,3.31,2.47,6.23,2.46,1.56,32.56,9.11,46.78,499.15,1.51,1.23,28.28,7560.95,36.53,0.21,63.47,3.24,678.52,57.55,81.35,4.86,71.01,85.51,52.7,287.67,0,-11.72,-66.28,2.77,-12.36,0.06,3.34,0.6,100632,18070,4128,2202,-508,3620,3347,858,14859,-5442,213533,97634,77996,64507,135352,2.48,2.19,123.28,4.09,1.21,0.44,65.99,610.03,0.88,308.15,0.15,0.07,4.46,0.19,23.04,300241
199,2.7,16.59,2.77,6.82,6.27,83.1,5.42,9.75,55.22,9.71,2.7,34.05,8.59,2.14,264.49,0.94,0.68,16.03,291.51,72.25,-3.25,27.75,10.27,129.07,260.31,121.92,27.01,78.98,167.05,241.65,147.41,43.22,22.09,30.83,9.64,5.55,0.55,1.87,0.13,1636851,271574,102680,2195,-1,102679,88827,69334,130162,-14919,3290782,1765120,2377461,1869062,911377,10.07,2.4,112.38,3.02,0.92,0.51,89.32,528.17,0.97,278.78,0.08,0.04,1.47,0.05,6.96,002384
200,3.57,35.1,3.44,11.59,8.17,63.67,8.86,3.96,13.07,3.96,3.57,37.66,21,37.94,352.62,8.17,5.41,239.29,-2195.71,9.9,,90.1,,358.95,10.99,,,56.17,31.06,9.78,,25.16,1.8,-20.65,-6.05,-5.76,0.13,3.95,-0.08,18389,6455,1502,366,328,1831,1629,948,3257,931,45680,32896,4524,4025,41156,3.78,22.43,12.04,1.05,1.03,0.39,257.34,694.62,0.54,502.61,0.18,0.07,2,0.72,80.92,002888
201,0.54,14.6,0.54,1.36,0.92,85.02,0.98,0.97,4.66,0.91,0.54,15.01,8.62,35.65,1141.08,1.85,1.4,41.14,881.15,40.52,0.02,59.48,0.5,330.81,68.12,46.78,1.14,71.09,42.18,67.98,170.87,18.44,-13.95,-34.74,1.58,-1.24,0.05,5.4,0.13,99730,14558,922,101,354,1276,1033,458,17748,8966,180186,134981,73012,72855,106420,0.97,1.98,136.1,2.61,2.21,0.55,103.27,487.36,0.72,372.47,0.18,0.1,18.12,0.24,24.36,002902
202,4.74,37.33,4.62,26.19,20.17,61.71,18.15,6.4,14.46,6.39,4.74,23.13,13.99,8.57,185.93,2.63,2.05,15.93,4432.23,25.76,0,74.24,0,254.21,34.7,52.21,0,56.36,49.39,32.46,181.44,0,-19.25,25.34,-32.0,-31.58,0.14,0.0,0.11,89705,33489,18093,1625,-82,18011,16282,12276,27528,-9881,343489,217558,88491,82778,254248,4.74,1.31,206.45,1.17,1.08,0.25,230.75,1061.74,0.38,712.21,0.31,0.08,1.69,0.31,33.26,002519
203,-0.1,12.5,-0.1,-1.09,-1.13,87.09,-0.25,-0.45,-1.32,-0.23,-0.1,16.26,6.9,-9.71,-1213.07,0.83,0.59,23.63,59.63,58.88,-0.42,41.12,3.04,38.8,143.18,143.83,6.89,66.83,154.47,113.91,210.05,0,10.48,-108.44,-1.2,15.96,-0.02,1.52,1.21,605451,75679,-6814,31,575,-6239,-2733,-11718,73537,15484,1572364,573548,925773,688708,608130,-0.45,3.24,83.37,3.49,0.61,0.41,77.39,662.09,1.15,234.78,0.12,0.05,4.71,0.08,10.68,002156
204,-10.4,-31.15,-9.91,-53.28,-84.19,129.81,-84.09,-22.48,-67.27,-22.27,-10.4,-31.97,26.54,1.83,37.07,0.83,0.51,31.32,-363.38,53.3,-7.56,46.7,24.97,69.46,114.13,116.58,34.84,77.58,178.9,95.76,212.7,69.58,2.01,-2700.42,-12.71,-7.2,-0.4,1.28,0.48,362342,-112859,-305073,-6222,647,-304426,-179707,-183406,31010,-42384,2929234,481860,1561242,578650,799421,-20.2,4.2,64.26,2.44,0.11,0.12,110.53,2290.08,0.67,405.04,0.09,0.01,11.74,0.02,5.36,000727
205,0.68,23.35,0.66,5.87,5.18,74.77,4.67,0.73,1.16,0.73,0.68,27.35,13.7,57.74,440.29,9.74,9.48,470.51,-11.14,7.39,0.49,92.61,10.34,170.15,7.98,57.57,20.99,81.77,38.58,7.12,156.27,22.88,-24.11,23.34,-2.56,-6.48,0.01,1.97,0.57,7487,1748,388,220,9,397,350,342,4432,-428,51400,33034,3799,3392,47602,0.72,1.01,267.12,5.42,0.74,0.14,49.81,1897.4,0.22,1212.39,0.59,0.09,12.67,1.17,130.67,300211
206,2.25,30.71,2.29,10.34,8.57,69.2,7.92,2.9,21.55,2.9,2.25,31.01,13.61,21.19,358.07,4.42,2.91,35.48,-4102.84,22.44,,77.56,,3986.23,28.93,,,28.05,7.62,27.45,,1.96,2.58,7.18,6.5,6.92,0.22,7.93,0.39,43513,13361,3730,789,1,3731,3447,2535,-14905,-39644,153519,144445,34448,32689,119071,2.89,1.33,202.84,0.77,11.81,0.29,351.15,934.26,0.3,886.7,-0.34,-0.1,-4.32,-0.43,-45.6,002935
207,-40.6,46.55,-29.22,-253.26,-101.54,51.63,-359.24,15.15,-35.25,70.28,-40.6,13.53,85.95,69.08,-13.19,0.29,0.29,3.28,-732.51,202.04,-0.21,-102.04,20.62,91.02,-198,-73.06,-25.33,66.59,-58.29,-157.02,61.5,50.02,-40.96,102.11,-3614.81,-63.38,-0.34,1.11,0,46364,21582,-47078,3529,-116597,-163675,-159466,-45788,3636,-1078,410213,166216,828780,572647,-413575,15.95,0.79,340.52,50.19,0.98,0.08,5.38,3321.03,0.27,1009.72,0.08,0.01,0.0,0,0.63,600401
208,5.93,21.52,6.07,14.18,11.84,78,9.82,9.17,73.65,9.17,5.93,19.95,5.01,1.33,181.75,1.68,1.43,66.08,-1164.38,35.39,0.31,64.61,6.33,231.5,54.76,66.65,10.28,47.69,63.83,54.13,219.11,30.8,0.4,8.97,11.67,9.08,0.74,6.0,1.25,1733744,373018,205297,2802,-64,205233,170228,159567,240804,355,2872104,1687601,1016296,1004567,1855807,9.38,3,90.05,5.67,1.21,0.62,47.62,436.61,1.04,259.47,0.14,0.08,1.41,0.24,23.97,002938
209,7.55,45.75,7.32,27.97,19.45,53.53,16.37,9.62,56.82,9.62,7.55,43.81,15.34,0.5,235.02,4.18,3.33,162.39,-1042.06,21.49,,78.51,,4205.93,27.38,,,55.39,16.84,26.45,,1.77,32.74,32.02,17.47,-19.6,0.57,7.46,-0.94,47438,21701,9229,41,5,9234,7763,7307,-7938,-7285,102842,89245,22104,21356,80738,9.99,1.9,142.23,1.2,17.61,0.45,224.72,603.35,0.51,532.44,-0.17,-0.08,-1.02,-0.36,-37.17,300546
210,2.57,27.73,2.83,10.21,8.03,71.59,8.52,3.36,35.8,3.86,2.57,31.47,18.25,30.98,300.04,2.47,2.17,27.09,1240.79,33.44,,66.56,,616.7,50.23,,,68.1,26.23,50.21,,9.92,14.27,81.4,10.66,43.5,0.29,4.31,0.6,28829,7993,2314,475,350,2664,1994,796,7832,1627,95733,79018,32009,31996,59387,3.42,1.04,259.89,2.12,0.69,0.33,127.66,813.74,0.41,664.86,0.27,0.08,3.19,0.24,24.48,300710
211,8.51,24.99,9.27,15.99,13.24,74.34,11.33,19.66,255.7,19.66,8.51,25.84,6.98,-0.93,190.56,0.98,0.69,7.17,2138.58,56.7,-10.48,43.3,9.16,76.94,130.95,106.77,17.46,68.77,129.36,124.76,179.73,54.65,43.5,83.16,26.12,26.04,2.58,5.52,2.61,765805,191358,101397,38,-976,100421,86737,82501,84446,-32512,1019244,448342,577912,457249,441161,21.38,4.12,65.52,4.28,0.74,0.82,63.04,329.95,1.77,152.66,0.11,0.08,0.97,0.15,18.47,002916
212,0.71,36.1,0.7,0.91,0.58,63.24,2.54,2.02,3.69,1.44,0.71,34.9,29.51,-51.02,4231.03,1.06,0.89,34.85,115.72,50.84,2.99,49.16,7.53,187.85,103.4,97.03,13.28,82.66,111.89,101.7,197.23,27.48,-10.0,-73.95,2.32,0.7,0.05,3.08,-0.14,34554,12473,201,-244,94,295,1208,759,1077,-10820,124019,55798,63045,52674,59789,2.06,2.24,120.61,2.21,0.69,0.27,122.33,985.04,0.58,462.01,0.03,0.01,1.23,0.02,2.04,300647
213,5.64,24.46,5.75,15.65,13.06,75.09,11.07,7.28,46.59,7.28,5.64,25.57,7.92,-0,187.22,2.71,1.97,28.44,6164.2,22.57,,77.43,,223.45,29.14,,,63.8,58.77,25.98,,34.91,21.87,11.13,8.17,6.5,0.47,4.51,0.64,33673,8236,4399,,-0,4399,3727,3579,2724,-2374,66130,36038,14923,13305,51201,7.48,2.16,124.91,2.7,0.91,0.52,99.82,519.33,0.97,277.75,0.08,0.04,0.73,0.18,20.47,300563
214,5.34,49.36,5.28,19.15,11.31,49.65,13.19,8.04,59.9,8.1,5.34,47.48,21.96,16.88,355.02,2.59,1.75,35.27,1603.96,34.02,0.16,65.98,7.02,1456.69,51.57,41.91,9.61,62.21,46.37,51.29,289.68,3.09,27.18,231.78,26.86,20.02,0.59,7.27,-1.42,23093,11398,2611,-58,599,3211,3021,1807,-5576,-11118,56997,39560,19392,15287,37576,8.38,1.38,196.04,1.21,45.28,1.25,222.96,287.36,0.55,489.84,-0.24,-0.1,-1.83,-0.29,-36.48,300807
215,9.33,46.92,10.2,38.82,24.72,52.46,22.39,11.96,115.59,11.85,9.33,47.67,10.65,27.05,189.64,4.73,4.1,78.07,-2913.98,21.21,,78.79,,5441.39,26.93,,,46.31,22.08,22.16,,1.44,22.74,65.57,22.52,24.96,1.16,5.84,1.73,53404,25056,13204,3566,8,13212,11991,11420,10802,-5127,128099,105812,27175,22368,100289,12.83,9.2,29.36,2.29,17.71,0.46,118.09,592.37,0.55,491.36,0.2,0.08,0.9,0.4,48.29,300661
216,0.55,12.91,0.53,2.14,1.99,86.52,1.81,1.91,5.48,1.91,0.55,15.9,7.25,0.2,640.85,1.03,0.84,16.22,167.07,71.08,7.89,28.92,12.73,74.97,245.73,113.71,30.56,92.89,163.76,220.4,154.16,36.18,107.97,-442.93,21.39,-13.15,0.05,2.85,0.59,78786,10173,1567,-17,20,1587,1423,-1789,33607,-8261,258158,135880,183487,131714,74671,1.94,2.59,104.22,2.99,0.52,0.3,90.4,912.16,0.59,460.52,0.43,0.13,23.62,0.18,25.52,300708
217,0.2,24.71,0.19,1.22,0.05,74.02,0.88,0.39,0.77,0.24,0.2,26.12,17.89,258.57,2175.83,4.67,4.18,28.89,161.04,17.43,0.11,82.57,5.19,695.76,21.11,28.63,8.27,80.67,24.55,20.67,232.23,11.64,-28.96,-86.98,0.28,-4.68,0.01,3.04,-0.25,17384,4296,8,321,189,197,249,-98,885,1122,77755,61991,13553,13273,63711,0.39,0.47,579.03,1.89,1.28,0.22,143.18,1241.95,0.27,1000,0.05,0.01,5.77,0.07,6.67,300555
218,6.57,34.94,6.68,20.02,15.18,64.72,13.12,8.73,81.56,8.73,6.57,36.53,10.63,-0.06,230.65,3.69,2.55,116.81,-721.57,24.84,,75.16,,1096.3,33.04,,,72.89,18.34,31.13,,7.07,-14.03,-18.61,79.07,45.33,0.82,9.34,0.0,43060.0,15047.0,6536.0,9.0,-13.0,6524.0,5650.0,4291.0,-39.0,-9039.0,86063.0,74200.0,21376.0,20134.0,64687.0,9.13,2.34,115.49,1.14,5.17,0.51,237.7,530.66,0.58,462.57,-0,-0,-0.01,-0,-0.19,688025
219,0.57,10.87,0.56,0.75,0.58,88.72,0.62,1.03,1.19,1.03,0.57,12.27,9.53,24.05,1467.88,1.11,0.87,11.47,159.32,44.72,0.28,55.28,8.2,354.36,80.89,51.7,13.76,47.1,90.78,80.87,192.36,14.77,12.05,578.74,1.92,-2.93,0.01,1,-0.02,54901,5967,319,10,88,407,338,199,5380,-249,59215,29497,26480,26474,32734,1.04,4.09,66.03,7.68,3.62,0.91,35.14,297.36,1.78,151.28,0.1,0.09,15.93,0.2,20.32,200020
220,0.89,17.92,0.89,4.13,3.77,81.69,3.35,1.43,4.12,1.43,0.89,42.95,8.72,-0.33,477.59,2.53,1.24,45.23,-882.85,37.65,0.0,62.35,0.0,234.84,60.39,74.76,0.0,66.9,11.83,58.75,264.63,26.72,11.79,-15.07,1.21,7.46,0.04,1.55,0.21,76414,13696,2877,51,-10,2868,2563,2180,-24759,-27251,286945,265783,108035,105118,178910,1.44,1.47,183.44,0.53,0.88,0.27,508.67,1013.13,0.29,939.13,-0.32,-0.09,-9.66,-0.23,-23.55,600562
221,5.31,27.73,5.8,39.97,30.06,71.45,26.9,5.82,24.54,5.81,5.31,29.67,2.66,40.26,92.61,13.61,12.57,893.77,-370.54,8.56,0.0,91.44,0.0,5426.56,9.36,63.59,0.0,41.27,37.69,5.26,1581.46,1.68,10.22,91.49,23.13,22.77,0.24,2.58,-0.04,64188,17802,19295,7812,-74,19221,17106,9220,5921,19331,325054,213017,27815,15648,294173,5.96,4.18,64.62,2.89,7.06,0.22,93.51,1252.9,0.34,801.66,0.09,0.02,0.34,0.21,37.84,600171
222,8.4,29.66,10.62,23.5,18.1,69.69,16.15,18.2,88.3,16.06,8.4,31.76,9.53,3.58,157.99,1.6,1.2,23.21,-12187.04,47.72,0.02,52.28,0.37,410.2,91.29,76.83,0.71,74.65,77.38,71.69,250.92,13.91,84.72,118.62,53.61,91.81,0.86,6.52,0.51,167468,49669,30318,7,1120,31438,25941,19652,28538,-18801,322077,191796,153707,119504,142531,20.16,2.34,115.57,3.43,2.88,0.66,78.69,410.65,1.04,259.04,0.17,0.09,1.06,0.19,23.88,300602
223,10.16,54.5,12.53,59.38,35.67,44.48,29.66,11.68,143.53,11.68,10.16,59.53,14.95,0.61,151.87,8.09,7.22,103.28,-127879.92,12.99,0.02,87.01,1.2,1549.9,14.93,12.82,1.36,59.23,12.99,13.97,813.57,5.64,12.84,21.89,28.64,21.55,1.67,9.7,-0.62,80017,43612,28541,-5,176,28717,23732,22433,-2130,5351,233475,207083,30330,25588,203145,15.12,1.21,222.68,1.77,4.19,0.42,152.59,639.05,0.48,558.66,-0.03,-0.01,-0.09,-0.07,-8.33,603267
224,4.19,48.98,5.61,48.33,26.83,50.21,25.15,4.51,22.74,4.51,4.19,51.38,8.62,14.73,169.92,18.48,15.68,151.52,-3394.83,7.18,,92.82,,464.67,7.74,,,82.54,17.14,4.9,,18.17,133.21,143.48,178.8,138.11,0.25,2.78,0.01,40224,19702,10792,906,802,11595,10116,7547,1487,-31644,241517,203088,17351,10991,224108,7.73,3.27,82.57,0.73,2.32,0.22,370.57,1210.22,0.28,977.91,0.04,0.01,0.15,0.09,13.53,688002
225,10,38.56,10.72,39.37,26.46,60.89,23.34,18.38,86.15,18.34,10,48.66,7.16,2.6,142.76,1.8,1.52,20.92,3145.24,45.48,0.73,54.52,16.51,146.01,83.42,68.72,23.24,90.01,89.52,82.44,200.49,29.93,6.45,-3.26,27.47,24.76,0.85,1.13,0.4,357464,137834,94569,527,1979,96548,82802,74303,32517,-43871,834586,427248,379566,237372,450501,20.23,1.44,188.11,3.63,0.67,0.46,74.4,587.72,0.88,307.52,0.09,0.04,0.39,0.09,13.7,300136
226,-45.01,35.93,-44.42,-74.51,-274.22,62.65,-293.26,8.4,-12.75,7.74,-45.01,48.79,331.04,3.55,-12.21,0.07,0.05,3.23,-6.45,864.68,-0,-764.68,0.63,-2132.57,-113.08,-4.69,-0.08,74.47,-4.68,-112.66,10.69,35.29,-8.32,-191.93,-167.41,-62.66,-0.13,-0.31,0.01,10595,3807,-29055,1031,-2138,-31193,-31192,-30880,-2682,-1003,69034,44304,596921,594293,-535861,8.82,10.09,26.77,0.44,0.3,0.15,611.83,1782.18,0.24,1137.32,-0.25,-0.04,-2.1,-0,-0.45,600074
