,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
48,-1.58,18.99,-1.52,-4.9,-4.82,79.72,-5.57,-3.25,-23.5,-3.25,-1.58,15.86,20.56,-30.96,-381.29,1.42,0.96,28.56,-16.25,51.35,0.2,48.65,2.78,240.69,105.57,102.26,5.41,52.74,108.11,74.53,260.54,20.8,-29.64,-172.82,1.15,5.47,-0.23,6.22,1.92,50967,9681,-2456,869,-83,-2539,-2841,-3364,-5349,-25097,179691,85186,92279,60152,87413,-3.13,2.18,124.1,1.49,0.84,0.27,181.18,990.1,0.52,524.07,-0.11,-0.03,-2.17,-0.06,-8.89,002865
49,3.52,15.95,3.64,5.77,5.32,83.47,4.71,7.8,70.47,10.78,3.52,16.11,8.23,22.48,299.84,1.03,0.96,21.13,3051.7,67.37,0.01,32.63,0.01,162.56,206.43,96.66,0.04,43.43,96.7,204.27,146.33,20.08,4.46,1.85,8.05,18.29,0.34,2.36,-0.22,469451,74893,24962,5598,15,24977,10545,10254,24211,-1110,628090,429879,423123,418597,135206,7.84,3,90.09,13.26,2.56,0.77,20.36,349.11,1.16,233.77,0.05,0.04,1.1,0.06,5.78,600081
50,3.61,21.83,3.65,16.44,14.19,77.5,11.09,6.37,39.58,5.51,3.61,22.76,8.1,7.81,153.93,1.96,1.37,13.75,834.26,34.53,0.24,65.47,6.2,263.01,52.74,66.3,8.65,66.86,72.58,50.3,284.77,25.49,-3.98,12.42,8.49,7.73,0.37,7.12,0.84,68202,14886,9677,761,-6,9671,7027,6231,11082,-2502,209654,110029,72392,56041,110306,6.58,2.31,116.74,1.59,0.84,0.33,169.64,820.42,0.62,432.55,0.16,0.05,1.47,0.15,19.78,603006
51,0.26,14.98,0.26,0.8,0.76,84.95,0.67,6.5,6.01,4.56,0.26,15.73,10.43,0.46,1967.9,1.44,1.36,15.19,118.53,94.27,0.91,5.73,26.2,133.96,1645.21,17.49,82.05,62.77,97.47,1604.69,107.73,4.16,23.56,-36.74,3.03,6.62,0.06,0.82,-0.23,197319,29567,1495,1278,7,1502,1312,1295,78579,9617,505464,477234,476501,332352,20204,6.73,0.5,541.95,7.41,5.6,0.38,36.45,703.67,0.41,664.53,0.4,0.16,59.47,0.16,23.64,600213
52,3.56,11.96,3.67,6.56,6.04,87.55,4.82,12.95,19.69,21.53,3.56,12.79,6.33,14.97,193.26,0.99,0.9,55.4,435.7,83.45,-2.79,16.55,2.47,168.62,504.28,120.22,12.98,45.57,138.15,486.38,122.61,10.01,0.39,-4.74,14.68,8.28,0.05,0.32,0.75,445935,53326,26946,3485,646,27592,5413,2278,31422,54866,603897,465834,503959,471172,41788,13.99,3.37,80.12,10.71,5.14,0.76,25.22,355.17,1.02,265.04,0.07,0.05,1.46,0.06,6.67,600609
53,-0.9,28.94,-0.89,-4.32,-5.09,69.75,-4.36,-1.13,-1.84,-1.03,-0.9,45.74,28.81,-31.03,-670.7,6.31,5.68,203.05,270.72,12.73,0,87.27,0,1405.68,14.59,10.43,0,56.1,22.54,14.59,217.28,3.96,19.3,-261.63,0.13,0.31,-0.02,4.34,0.8,8720,2524,-444,49,68,-376,-409,-508,-629,7458,42402,34063,5398,5398,36296,-1.12,2.54,106.11,1.79,1.15,0.2,151.2,1319,0.26,1058.41,-0.07,-0.01,0.45,-0.12,-11.66,002213
54,0.93,33.57,0.92,45.53,30.22,65.28,26.9,1,3.48,0.98,0.93,33.5,-0.05,2.8,111.06,30.32,29.87,2791.46,-7.02,4.61,0.02,95.39,1.71,179.28,4.83,12.37,1.82,54.7,13.45,3.01,1756.7,32.52,0.61,123.01,1.48,-3.5,0.04,3.22,0.24,27908,9368,8434,235,2,8435,7704,6447,-2501,365546,803854,700693,37052,23107,767100,1.01,0.97,277.12,1.99,1.21,0.03,135.89,7848.84,0.04,6887.76,-0.09,-0,-0.33,-0.07,-10.82,002625
55,-1.63,24.46,-1.67,-4.62,-4.7,74.85,-4.53,-4.59,-18.29,-3.54,-1.63,25.6,20.5,21.62,-551.76,1.3,0.97,11.03,-402.97,53.88,0.14,46.12,2.12,278.79,116.84,70.1,4.39,54.05,73.32,115.13,184.6,17.06,-3.5,-862.17,-7.67,1.58,-0.21,2.99,-0.26,169954,41569,-7991,-2086,458,-7534,-8964,-9424,-65637,-48771,472087,312467,254370,240667,195469,-4.48,1.22,221.6,1.73,1.19,0.37,156.06,733.3,0.57,477.88,-0.39,-0.14,-253.31,-0.26,-27.27,600501
56,3.83,32.54,4.11,27.6,21.03,66.74,19.83,5.17,11.37,4.85,3.83,24.41,9.18,37.32,153.82,3.65,3.3,64.04,27359.26,21.17,,78.83,,498.07,26.86,,,77.06,35.93,24.9,,14.54,3.35,-1.53,6.54,18.62,0.12,1.04,-0.15,49635,16150,10439,3857,61,10500,10020,5666,12418,-26090,257283,184422,54468,50506,193996,5.29,2.15,125.72,2.03,1.24,0.21,133.03,1304.35,0.3,909.4,0.25,0.05,1.26,0.23,24.59,300304
57,1.32,16.85,1.27,5.7,5.23,82.33,5.02,1.94,18.7,1.94,1.32,17.27,11.22,2.92,312.93,2.79,2.08,53.22,-1572.75,32.09,0.01,67.91,0.45,1107.61,47.26,15.81,1.01,64.82,21.49,45.04,191.37,5.65,-6.1,-61.65,4.75,1.16,0.19,8.15,1.65,42642,7184,2229,311,67,2296,2141,466,-9592,-2596,162426,138722,52124,49681,110302,0.43,1,268.92,1.08,3.51,0.25,250.02,1066.35,0.29,941.75,-0.22,-0.06,-4.48,-0.18,-19.31,300745
58,-3.13,-4.33,-3.07,-18.4,-21.77,102.75,-18.49,-3.33,-17.17,-3.33,-3.13,-5.91,13.99,-0.98,19.89,8.91,7.37,502.72,771.27,5.89,0.2,94.11,3.36,262.4,6.26,78.9,4.28,53.82,50.56,6.25,399.03,35.87,-23.99,-1481.62,-5.14,-4.8,-0.17,4.37,0.88,40762,-1765,-8872,89,-2,-8874,-7535,-8300,6460,2488,240472,126055,14162,14148,226310,-3.28,4.22,63.97,1.59,0.26,0.17,169.82,1623.57,0.32,835.14,0.16,0.03,45.19,0.46,45.66,603758
59,5.07,28.24,5.05,25.1,20.01,70.54,17.04,6.36,29.66,6.35,5.07,12.84,8.53,2.01,140.11,2.52,2.16,89.86,-1546.94,20.24,0,79.76,0.05,425.51,25.37,70.43,0.06,74.4,70.47,21.83,550.71,14.81,-15.89,11.21,3.22,5.42,0.3,1.69,0.14,168860,47679,33781,434,250,34031,28680,26672,21057,-38501,567704,248606,114894,98571,451119,6.3,4.36,61.89,4.01,1.08,0.3,67.37,910.01,0.65,414.56,0.12,0.04,0.73,0.18,21.36,601965
60,7.97,36.61,7.85,29.44,22.22,62.93,19.97,8.88,70.37,8.9,7.97,40.85,11.87,1.57,165.23,6.91,5.63,289.6,-1800.63,10.5,,89.5,,595.3,11.73,,,71.17,33.41,11.33,,13.64,-10.18,-27.46,4.14,-0.76,0.7,6.2,0.54,37296,13655,8289,155,-25,8264,7409,6607,8675,8370,93478,65523,9814,9478,83453,8.83,2.69,100.24,1.84,1.93,0.39,146.46,687.02,0.54,496.6,0.23,0.09,1.16,0.88,91.52,603037
61,0.96,22.98,0.96,6.44,6.22,76.51,4.82,1.82,6.98,1.75,0.96,23.72,19.07,39.04,371.34,1.09,0.81,46.76,265.28,45.06,0.93,54.94,3.51,111.71,82.02,95.8,6,79.1,101.92,79.65,220.56,31.21,-34.57,-43.59,-5.62,-2.31,0.07,0,0.01,146419,33649,9105,3581,-43,9061,7300,110,-35460,-72923,735529,323669,331433,296031,400939,1.85,4,67.46,1.49,0.91,0.2,181.72,1349.33,0.43,628.49,-0.24,-0.05,-5.02,-0.11,-11.98,002488
62,4.94,7.77,4.96,5.82,5.55,91.85,4.84,7.25,91.81,8.28,4.94,8.51,3.92,45.4,138.82,1.3,1.06,14.68,-16371.77,40.33,0.02,59.67,0.28,293.0,67.6,83.85,0.47,51.91,84.25,64.73,253.87,20.52,-2.79,-5.65,4.12,3.62,0.7,15.35,0.24,962122,74781,53376,23965,494,53870,35635,35328,19165,-63299,943068,469009,380378,361539,491255,7.08,6.25,43.23,10.9,3.29,1.02,24.78,263.59,2.03,132.92,0.02,0.02,0.41,0.05,5.3,600742
63,-2.43,12.12,-2.31,-5.39,-6.28,87.13,-7.21,-3.83,-12.62,-3.83,-2.43,47.69,13.66,20.83,-221.56,1.06,0.7,8.95,-108.78,36.6,0.02,63.4,0.71,438.41,57.73,49.67,0.82,63.45,96.92,57.49,672.58,17.74,-37.48,-121.67,-6.79,-13.14,-0.13,3.86,0.53,262420,31807,-16479,-5113,2123,-14356,-18931,-20932,75742,3630,780302,300840,285600,284398,494703,-3.76,3.55,76.14,2.04,1.14,0.32,132.12,842.17,0.88,307.94,0.29,0.1,0.74,0.27,26.63,002662
64,3.24,12.64,3.25,6.79,6.35,86.96,4.89,3.15,16.84,4.23,3.24,17.55,6.27,12.89,198.92,1.91,1.46,32.83,-2362.09,23.37,0,76.63,0,336.65,30.5,60.09,0,66.34,74.67,29.22,234.24,0,-5.6,-0.11,3.95,1.46,0.1,0,0,262345,33172,16646,2118,30,16676,7963,5730,34540,331,395251,169088,92378,88497,252994,3.2,10,26.99,5.2,1.91,0.66,51.91,406.38,1.58,170.48,0.13,0.09,2.69,0.37,39.03,002328
65,2.24,16.85,2.23,7.98,7.32,82.64,6.29,5.7,54.65,5.7,2.24,18.92,7.8,-0.4,232.06,1.04,0.74,19.43,466.33,60.65,4.91,39.35,8.68,98.76,154.15,110.88,18.07,77.44,135.34,136.37,180.21,37.09,22.56,0.28,5.2,9.4,0.55,5.66,0.53,115954,19534,8487,36,-69,8418,7290,5635,29783,-5562,324810,151846,197007,146105,127803,5.79,2.14,126.42,2.33,0.64,0.35,115.96,762.93,0.73,368.3,0.26,0.09,4.09,0.15,20.38,603161
66,3.41,23.17,3.44,13.38,11.89,76.37,10.4,5.69,25.54,5.53,3.41,20.99,10.32,1.44,198.71,1.04,0.83,14.32,545.08,38.39,0,61.61,0,149.51,62.32,126.31,0,82.65,99.07,60.57,147.78,0,1.95,-6.87,-0.48,6.86,0.27,0,0.98,329051,76241,39131,1317,-764,38367,34813,22572,82797,-21911,1003974,391212,385454,374655,611616,5.64,2.54,106.5,3.14,0.91,0.33,86.11,815.71,0.83,325.07,0.25,0.08,2.42,0.21,22.1,002434
67,2.08,27.25,2.18,9.5,8.16,72.01,7.28,3.76,27.02,3.47,2.08,28.52,14.42,2.3,329.13,1.21,0.82,20.82,465.5,40,0.91,60,6.23,268.33,66.67,91.74,9.4,66.98,101.26,64.41,243.97,22.97,132.25,196.23,4.74,10.85,0.27,3.94,0.96,27567,7513,2251,21,32,2283,2022,1719,2487,650,96362,37819,38547,31239,53738,3.56,2.17,124.71,1.64,0.81,0.3,165.01,903.01,0.75,358.38,0.09,0.03,1.24,0.06,7.96,300680
68,0.69,13.17,0.68,0.51,-0.28,84.17,0.77,1.5,18.27,1.5,0.69,14.89,9.21,181.34,2704.61,1.17,1,65.7,172.8,54,0,46,0.02,190.55,117.37,84.46,0.03,43.98,84.49,113.36,184.87,23.08,1.08,-27.93,-0.07,6.36,0.18,8.97,1.45,2040828,268851,-5669,2417,15610,9940,15767,-4747,128337,18937,2284034,1396249,1233270,1190850,1050764,1.51,8.26,32.7,7.44,2.46,0.88,36.3,305.85,1.42,190.42,0.06,0.06,8.14,0.1,10.78,000550
69,2.04,22.72,2.09,5.81,4.94,76.87,4.8,2.87,20.4,2.87,2.04,24.44,11.56,4.36,440,2.62,1.88,83.8,284.4,29.08,0.36,70.92,10.72,154.07,41,63.96,13.13,78.27,73.63,40.86,331.92,39.01,-1.25,-26.69,10.98,38.89,0.24,6.3,-0.2,84944,19301,4195,237,191,4387,4080,3801,13504,17498,200163,95643,58208,36547,141955,3.55,2.6,103.87,2.45,0.62,0.44,110.28,619.12,0.95,283.97,0.16,0.07,3.31,0.23,36.95,603982
70,5.8,32.78,6,26.75,18.95,66.2,15.67,7.47,35.2,7.55,5.8,44.13,8.5,13.03,161.87,4.55,3.92,229.44,-1508.43,23.19,,76.81,,254.57,30.19,,,65.59,51.57,17.28,,28.61,2.89,-18.65,6.03,10.09,0.35,1.58,0.59,192603,63141,36496,2572,2512,39008,29377,28019,75489,63297,520708,314464,120745,69126,393433,7.45,3.18,84.9,2.8,0.77,0.38,96.3,705.33,0.64,419.71,0.39,0.15,2.5,0.63,109.2,600933
71,3.63,25.05,3.79,13.83,12.32,74.14,9.7,5.68,22.5,5.68,3.63,19.49,8.59,-5.97,216.85,1.42,1,14.62,788.27,36.11,0.1,63.89,1.4,127.88,56.51,79.1,2.15,53.34,80.84,55.5,271.83,0,0.94,7.54,8.66,7.06,0.23,2.12,0.37,261418,65494,32200,195,-1998,30202,25370,24872,53938,-778,698649,337806,252258,237964,446391,5.85,2.9,93.12,1.96,0.63,0.39,137.62,691.07,0.84,322.77,0.21,0.08,2.13,0.21,22.67,002283
72,3.73,14.58,3.61,8.09,7.53,84.8,6.21,4.66,52.33,6.07,3.73,13.75,7.48,44.46,194,1.55,0.9,24.11,31028.69,38.48,,61.52,,225.7,62.54,,,69.18,67.55,61.4,,28.14,-3.11,-9.72,-0.32,-7.44,0.39,9.12,1.24,264154,38508,19880,8857,-31,19849,12183,7699,16748,-26520,439385,256787,169057,165978,261280,4.6,4.06,66.48,2.04,1.5,0.58,132.5,464.88,0.99,273.72,0.06,0.04,1.02,0.1,10.09,603358
73,5.48,27.01,5.35,18.86,15.26,71.51,12.63,7.04,73.62,7.03,5.48,27.86,10.11,13.04,172.4,3.4,2.78,127.58,3340.3,22,0.07,78,2.92,314.55,28.21,48.8,3.61,49.35,50.63,26.58,458.49,24.66,14.6,91.27,0.59,-2.3,0.73,6.32,1.67,118719,32069,18122,1946,479,18601,15000,12799,17415,-60744,273574,165545,60193,48720,213145,7.21,3.7,72.9,2.87,1.17,0.42,93.93,637.09,0.66,406.69,0.15,0.06,1.16,0.29,35.74,603586
74,0.69,21.53,0.71,2.67,2.08,77.78,2.36,1.48,5.99,1.18,0.69,23.16,15.43,16.86,858.7,0.96,0.63,11.1,193.46,41.45,0.02,58.55,0.86,231.22,70.8,48.68,1.24,68.78,106.94,66.55,317.37,25.4,0.71,-56.55,3.69,5.17,0.07,3.4,0.67,91110,19620,1900,322,385,2285,2577,2105,6239,-5528,310250,116001,128604,120891,173933,1.48,2.06,131.14,1.83,0.74,0.3,147.58,900,0.74,363,0.07,0.02,2.9,0.05,5.16,603009
75,5.99,48.46,8.03,29.21,20.77,51.22,18.65,8.4,34.24,8.39,5.99,35.45,19.52,1.07,233.54,1.61,1.55,36.15,2112.52,28.6,0.19,71.4,2.98,178.87,40.06,79.9,4.01,82.82,83.24,39.56,350.53,22.76,75.57,131.51,69.27,110.73,0.34,0.0,0.11,1093453,529934,227145,2672,-233,226912,200921,143588,87959,-269496,3402658,1380487,973238,859581,2392740,7.58,4.78,56.43,11.68,1.05,0.43,23.12,626.89,1.11,243.84,0.08,0.03,0.43,0.09,10.23,002602
76,3.67,16.12,3.59,6.58,5.92,83.43,5.53,8.18,15.36,7.95,3.67,17.21,7.53,22.57,268.12,1.37,0.96,36.4,957.01,53.87,0.37,46.13,5.65,163.7,116.79,85.16,10.92,45.19,95.6,100.53,212.76,26.13,-10.78,-29.56,0.18,-3.82,0.15,2.26,0.24,765362,123353,45285,9662,722,46007,41568,34516,97065,-593,1154004,645121,621700,469870,507882,8.22,4.26,63.31,3.2,1.65,0.65,84.49,416.09,1.13,239.51,0.13,0.08,2.29,0.16,20.66,000559
77,3.42,23.49,3.46,8.87,8.05,75.96,7.15,6.86,34.44,6.69,3.42,24.32,13.12,12.71,295.56,1.24,0.97,11.58,729.57,48.97,0.26,51.03,2.79,220.08,95.95,83.01,5.18,63.86,87.55,92.74,199.69,23.05,1.13,-13.34,2.32,3.85,0.32,4.56,0.27,385730,90616,31038,4275,-379,30658,25580,16282,34236,-10572,807582,446782,395452,359688,373067,6.96,2.38,113.3,3.15,1.45,0.48,85.83,557.74,0.88,307.62,0.09,0.04,1.24,0.09,9.52,002126
78,5.2,10.19,5.11,5.25,4.8,89.37,3.78,12.46,164.84,14.99,5.2,10.47,3.85,2.3,207.18,1.39,1.14,19.15,1239.65,65.3,0.0,34.7,0.0,617.58,188.21,36.89,0.0,28.95,29.78,185.75,126.95,4.84,-6.28,13.63,11.16,-12.87,1.22,8.81,1.8,2925880,298015,140531,0,3312,143843,82015,76602,242497,142465,2126467,1906759,1388638,1370548,658396,12.93,8.18,32.99,5.7,18.92,1.35,47.36,199.88,1.5,179.8,0.08,0.11,2.19,0.17,17.69,000951
79,-0.61,54.53,-0.59,-12.85,-12.36,44.65,-17.58,-9.99,-3.05,-2.23,-0.61,51.98,54.91,4.17,-422.72,1.43,1.43,141.15,62.5,72.61,4.75,27.39,35.86,2680.74,265.04,118.58,56.69,31.82,273.8,194.57,167.63,1.01,-45.26,-409.87,3.25,-23.2,-0.06,0.59,-0.39,11492,6267,-1421,9537,-62,-1482,-3898,-3853,-26112,-26564,330239,82542,239772,57608,39037,-9.51,15.87,17.01,2.9,2,0.03,93.2,7988.17,0.12,2327.59,-2.27,-0.08,6.39,-0.11,-45.33,600139
80,8.91,33.75,7.47,27.29,21.88,65.39,20.05,14.69,48.28,14.5,8.91,35.02,13.82,38.14,154.46,1.92,1.46,36.64,3055.5,38.53,,61.47,,258.9,62.69,,,66.84,73.25,46.56,,23.28,0.25,77.08,-61.2,-55.6,0.43,2.62,0.19,104668,35330,22904,8755,-31,22873,21270,16769,21256,-30420,235524,129489,90758,67405,144835,12.13,2.29,117.65,2.17,1.0,0.37,124.44,724.44,0.68,397.88,0.2,0.09,1.01,0.23,31.53,300432
81,5.48,34.13,5.71,29.82,22.31,64.5,18.54,8.37,41.06,8.37,5.48,37.35,8.91,0.12,153.07,1.24,0.9,43.83,2257.9,34.57,1.98,65.43,10.07,110.81,52.83,96.98,13.34,62.35,111.91,48.53,301.81,39.65,-5.88,-27.5,7.53,13.53,0.41,0.99,0.3,89681,30608,20005,34,-10,19996,16628,15132,29153,-730,303590,81290,104949,65824,198641,8.6,3.82,70.74,2.49,0.56,0.31,108.5,876.34,1.04,258.84,0.33,0.1,1.75,0.28,44.29,300258
82,2.86,31.43,2.9,14.18,12.71,66.78,10.9,4.62,19.97,4.45,2.86,26.23,20.97,39.22,247.58,2.31,1.76,48.84,504.26,35.67,0.77,64.33,16.89,99.51,55.45,75.62,20.79,60.02,95.48,52.22,291.98,0,-7.63,-37.69,4.21,4.76,0.2,2.76,1.25,111324,34989,14144,5555,-12,14132,12415,9015,8936,11999,423607,163420,151100,70755,268538,4.52,2.97,91.01,1.93,0.91,0.27,139.95,1016.18,0.68,396.53,0.08,0.02,0.74,0.06,12.63,002448
83,2.99,11.97,2.8,6.23,5.5,84.68,4.8,5.51,32.34,5.57,2.99,20.67,5.59,6.79,205.44,1.43,1.26,27.79,-1615.22,46.4,0.23,53.6,3.99,253.95,86.56,76.11,6.92,76.39,81.77,80.52,222.47,25.83,-6.13,-25.45,2.97,-7.32,0.32,2.46,0.3,6150035,805209,337961,3837,20505,358466,291745,258933,990619,225474,9886090,5553146,4586929,3872532,5299161,5.51,20.22,13.35,9.4,0.79,0.58,28.72,462.41,1.01,267.06,0.16,0.1,3.36,0.22,25.58,601633
84,2.26,14.99,2.15,5.97,5.95,84.39,5.69,25.62,20,24.26,2.26,16.85,13.31,45.13,255.27,0.96,0.92,18.57,320.33,90.7,-2.35,9.3,7.4,51.76,975.37,134.25,44.31,58.96,241.07,947.72,109.6,13.79,26.31,-690.85,-42.01,-6.7,0.18,1.83,0.15,257571,38617,15333,7031,-205,15128,13499,4359,-6867,-10894,650047,504323,589599,524785,52684,29.55,1.4,193.22,11.84,1.77,0.38,22.81,714.47,0.49,555.78,-0.03,-0.01,-0.47,-0.01,-1.31,000868
85,2.03,14.8,2.01,7.21,6.76,84.47,5.64,2.91,16.48,2.82,2.03,18.86,8.78,10.76,218.46,2.28,1.65,91.48,-621.73,28.1,-0.24,71.9,4.39,80.96,39.08,151.92,12.5,76.1,52.49,37.94,140.35,0,-14.37,-7.16,2.69,2.5,0.17,2.33,0.24,121502,17985,8214,867,19,8233,6896,5949,15215,4634,338669,210842,95157,92398,236567,2.95,3.05,88.41,1.81,0.86,0.36,149.39,759.07,0.57,471.45,0.13,0.04,2.22,0.16,16.47,002363
86,0.54,10,0.54,0.52,0.95,88.97,0.69,0.94,13.5,1.85,0.54,11.16,8.27,17.86,1966.71,0.86,0.79,23.07,185.59,70.68,-0.74,29.32,6.17,106.69,241.04,133.34,17.38,51.49,161.39,229.18,139.57,26.31,2.36,233.05,-7.63,-0.92,0.06,4.82,0.89,3718697,371783,35196,19667,-16292,18904,12164,-8382,-233227,-236546,4709768,2480996,3328769,2874469,1299056,0.94,7.55,35.75,16.01,2.03,0.79,16.86,343.38,1.5,180.24,-0.06,-0.05,-9.13,-0.07,-8.11,600418
87,-2.81,8.05,-2.6,-7.94,-7.94,91.19,-7.3,-3.65,-30.87,-3.65,-2.81,7.17,8.1,10.91,-101.33,2.84,1.74,49.17,-757.27,22.98,,77.02,,392.57,29.84,,,44.99,47.03,29.19,,19.08,-32.67,-182.14,-4.31,-17.2,-0.31,5.84,0.17,54120,4355,-4299,-469,0,-4298,-3951,-4340,9463,664,140386,89539,32266,31562,108120,-3.56,2.65,102.06,1.24,1.33,0.36,216.88,759.49,0.53,508.09,0.17,0.07,0.89,0.29,29.98,603922
88,1.98,25.23,2.03,3.91,3.67,74.41,2.64,1.98,3.88,2.7,1.98,25.76,19.74,2.47,682.95,2.65,1.31,98.82,1885.4,26.73,0.06,73.27,2.64,574.09,36.48,40.1,3.53,39.62,40.46,36.21,335.56,12.49,1.74,-31.21,0.62,2.75,0.03,2.13,0.11,62868,15862,2310,44,13,2323,1123,1413,11212,10099,83952,59067,22440,22271,56803,1.99,10.44,25.86,1.43,4.07,0.77,188.82,352.02,1.1,245.3,0.18,0.13,6.74,0.5,50.34,603335
89,0.04,13.24,0.04,0.2,0.13,85.94,0.11,0.36,1,0.19,0.04,15.13,8.79,34.99,6777.16,0.8,0.62,32.61,112.95,77.9,-0.16,22.1,2.34,134.76,352.5,169.72,9.57,71.64,187.68,341.19,125.01,23.25,-1.09,-48.45,1.5,8.08,0.02,1.55,1.18,498127,65969,633,0,341,973,1029,-3089,64127,15012,1304251,763292,1016017,952935,282069,0.37,2.02,133.82,2.52,2.13,0.39,107.04,691.78,0.68,398.88,0.13,0.05,115.44,0.06,6.73,600375
90,0.13,16.54,0.11,0.36,0.03,81.98,0.34,0.24,0.12,0.24,0.13,19.46,14.04,278.11,4700.26,1.79,1.34,24.47,124.49,44.2,0.1,55.8,3.05,261.72,79.21,54.83,5.19,35.44,57.83,73.2,243.03,16.19,-12.1,-158.15,-14.82,-30.19,0,0.65,-0.05,33754,5584,11,222,108,119,116,-567,1756,-26551,87747,59434,38783,33165,48964,0.24,2.12,127.27,1.88,1.31,0.33,143.85,814.48,0.46,589.65,0.05,0.02,15.09,0.05,5.29,900946
91,7.59,33.2,7.52,18.6,15.24,65.93,12.25,10.11,29.48,9.86,7.59,32.63,15.13,0.01,217.85,3.35,2.56,112.25,-4431.67,23.02,0.05,76.98,2.19,369.22,29.9,39.47,2.77,69.01,40.59,29.53,420.42,21.27,-1.58,-23.05,2.85,4.22,0.3,2.03,0.35,153868,51080,23445,0,2,23447,19039,18078,17883,-9758,248269,170687,57153,50993,188355,10.06,3.03,89.08,2.55,2.03,0.61,106.05,440.1,0.87,308.78,0.12,0.07,0.95,0.31,35.07,603997
92,3.52,26.43,3.61,7.78,6.84,72.82,5.8,4.43,27.92,7.2,3.52,27.72,14.66,0.27,385.12,1.85,1.51,22.86,-5579.31,51.06,0.01,48.94,0.36,269.07,104.32,43.5,0.72,49.34,43.82,87.41,231.07,17.47,4.84,0.55,9.86,4.51,0.14,2.19,-0.13,68079,17993,4659,14,13,4672,1952,1851,1633,1216,112178,88121,57275,47589,44042,4.54,2.43,111.01,3.38,2.34,0.62,79.78,433.53,0.8,335.82,0.02,0.01,0.41,0.03,3.43,600148
93,0.69,13.17,0.68,0.51,-0.28,84.17,0.77,1.5,18.27,1.5,0.69,14.89,9.21,181.34,2704.61,1.17,1,65.7,172.8,54,0,46,0.02,190.55,117.37,84.46,0.03,43.98,84.49,113.36,184.87,23.08,1.08,-27.93,-0.07,6.36,0.18,8.97,1.45,2040828,268851,-5669,2417,15610,9940,15767,-4747,128337,18937,2284034,1396249,1233270,1190850,1050764,1.51,8.26,32.7,7.44,2.46,0.88,36.3,305.85,1.42,190.42,0.06,0.06,8.14,0.1,10.78,200550
94,0.52,23.66,0.5,2.55,2.31,75.88,1.58,0.77,4.14,0.77,0.52,33.81,18.73,5.27,977.62,1.74,0.87,36.47,215.6,32.28,0.25,67.72,11.64,178.89,47.66,37.4,15.92,61.52,66.85,46.32,248.21,23.08,-11.48,-55.73,1.29,-3.26,0.04,2.45,0.39,24151,5714,557,3,28,584,381,-29,6252,-993,72691,39781,23464,22799,49227,0.78,2.4,112.4,0.95,0.68,0.32,282.87,843.49,0.57,475.52,0.26,0.09,16.43,0.27,27.42,002715
95,5.49,35.08,5.42,20.61,16.52,64.03,14.2,6.46,22.96,6.46,5.49,36.17,14.93,2.6,213.14,4.41,3.78,83.56,-5856.01,15.09,0.29,84.91,3.6,400.29,17.77,81.83,5.48,59.21,43.21,16.9,256.36,21.83,-18.31,-45.39,-1.08,-0.88,0.23,4.96,0.68,43763,15353,7229,213,-25,7204,6216,5510,19011,-13458,113242,71696,17084,16253,96159,6.55,2.39,112.99,2.72,1.26,0.38,99.27,707.73,0.59,456,0.43,0.17,3.06,1.11,116.97,603239
96,6.69,37.77,6.79,31.64,23.61,61.06,20.68,7.96,58.5,7.96,6.69,37.82,12.42,5.1,159.93,3.15,2.27,16.69,-5481.69,15.98,0.25,84.02,4.95,239.26,19.02,78.6,7.0,57.52,68.08,16.15,314.5,34.37,5.66,5.72,9.96,6.88,0.59,4.2,0.22,56581,21371,13360,678,3,13363,11701,10578,8881,-183,174865,74839,27940,23724,146925,8.19,1.79,151.05,1.65,0.61,0.33,163.99,821.92,0.74,366.05,0.16,0.05,0.76,0.32,37.44,300580
