,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
0,1.05,16.02,1.1,2.85,2.73,83.38,2.29,4.28,12.64,4.3,1.05,17.13,11.61,1.2,588.17,0.8,0.38,13.41,156.78,75.6,-0.46,24.4,5.52,80.57,309.86,170.19,18.45,68.83,208.71,273.08,142.4,30.88,2.54,-16.01,15.69,5.75,0.12,3.54,0.99,207850,33300,5680,87,-19,5662,4681,1870,2510,1473,453354,222500,342742,277026,109320,4.5,4.92,54.86,1.7,0.94,0.48,159.13,559.82,0.99,273.2,0.01,0.01,0.53,0.01,0.91,002863
1,0.72,20.79,0.72,3,2.76,78.59,1.59,1.47,5.18,1.33,0.72,31.57,13.77,46.49,744.84,1.54,1.19,40.06,444.33,46.03,0.16,53.97,3.38,122.08,85.28,69.09,5.9,73.63,73.42,79.11,218.51,22.97,-9.18,-68.7,-3.84,-6.89,0.06,0,1.26,155888,32403,4306,1978,44,4350,2654,952,6198,-5585,346331,209087,159409,136152,180700,1.48,3.14,86,2.64,1.03,0.45,102.39,600.53,0.75,358.99,0.04,0.02,2.49,0.04,4.55,002590
2,1.02,18.12,1.03,4.99,4.62,80.99,4.24,1.31,9.29,1.31,1.02,19.73,10.81,7.82,391.54,1.92,1.4,31.36,402.93,21.86,-0.59,78.14,2.81,296.69,27.98,120.28,5.62,52.36,74.92,27.65,197.87,25.69,-12.06,-74.51,0.41,0.29,0.09,4.66,0.37,35012,6344,1619,125,1,1620,1486,908,5356,2886,145183,60194,31740,31366,113443,1.32,2.65,102.04,1.72,0.6,0.24,156.59,1115.24,0.51,525.19,0.15,0.04,3.61,0.17,17.08,300733
3,2.74,28.9,3.2,10.37,9.15,70.03,8.36,4.58,9.95,4.64,2.74,28.55,17.45,12.04,314.71,2.14,1.7,109.05,1513.41,41.04,1.16,58.96,23.23,447.51,69.61,75.9,28.27,62.89,105.81,69.15,237.97,19.36,7.1,-30.14,2.19,46.25,0.1,1.39,0.07,23801,6879,2177,254,9,2186,1967,1495,4481,414,72756,27365,29859,12759,42986,4.6,3.59,75.13,3.41,1.56,0.38,79.21,706.25,0.71,378.31,0.19,0.06,2.25,0.15,35.12,300643
4,1.82,24.19,2.09,6.52,5.66,74.75,5.21,3.43,17.59,3.39,1.82,25.47,13.48,12.44,415.6,1.4,1.07,38.87,702.29,46.35,0.39,53.65,5.79,198.79,86.4,80.97,9.74,68.43,89.7,79.81,220.01,31.94,21.4,1.43,6.67,48.64,0.17,3.75,0.31,29756,7198,1685,168,47,1732,1519,1262,2385,4228,85096,44145,39443,31509,44329,3.43,2.51,107.37,2.43,0.82,0.4,111.08,672.81,0.78,346.2,0.08,0.03,1.54,0.06,7.57,603286
5,4.06,24.78,4.39,9.69,8.59,74.57,7.29,7.23,48.97,7.1,4.06,23.75,13.72,10.28,287.67,1.77,1.25,43.73,1693.52,42.9,0.4,57.1,9.57,251.1,75.12,68.18,14.35,67.58,79.6,70.59,232.17,27.95,65.08,21.37,-0.97,20.34,0.5,5.85,-0.12,107843,26726,9260,924,31,9291,7867,5309,12289,6607,193674,105640,83079,59543,108796,6.88,5.68,47.5,2.88,1.18,0.6,93.6,447.98,1.06,255.44,0.11,0.06,1.56,0.15,20.64,603926
6,4.77,31.64,5.02,17.44,13.87,67.2,12.7,7.75,39.5,7.66,4.77,33.05,11.99,25.66,225.69,1.43,0.99,33.85,1125.39,37.8,0.17,62.2,2.5,241.34,60.78,78.63,3.87,69.7,81.8,59.13,261.17,26.57,-8.51,-1.96,0.85,17.11,0.36,4.33,1.42,67495,21352,9361,2328,100,9461,7883,7486,14383,-519,179787,88318,67962,61622,101757,8,2.48,109,1.81,0.96,0.4,149.25,682.34,0.75,361.2,0.21,0.08,1.68,0.21,23.34,603158
7,-1.36,0.8,-1.33,-5.4,-6.36,97.61,-4.32,-4.31,-9.01,-2.66,-1.36,-1.52,16.37,-62.77,-12.86,0.56,0.44,18.89,-1685.18,48.9,0.04,51.1,1.14,150.67,95.68,53.81,1.78,46.51,143.6,92.25,255.14,32.91,-15.07,-1580.68,-27.38,-13.13,-0.12,4,-0.1,343504,13262,-21833,13068,391,-21442,-20148,-36266,30138,12508,1090139,290103,533027,513962,467124,-4.22,3.28,82.23,4.97,0.62,0.31,54.38,878.62,1.12,240.17,0.09,0.03,-49.26,0.06,5.86,000572
8,3.47,11.73,3.51,5.7,5.47,87.51,4.86,8.5,238.33,9.47,3.47,12.61,10.09,66.38,209.11,1.16,1.02,46.81,4878.18,63.39,0.34,36.61,2.82,365.37,173.18,102.81,7.15,59.05,110.73,147.29,182.14,10.03,-13.62,-27.04,5.27,9.36,1.78,11.59,1.64,57281932,7501080,3130499,2050342,82331,3212830,2079258,1881549,2548947,-106116,80306934,47756224,50910171,41035297,24460474,8.65,13.18,20.48,8.48,4.78,0.72,31.85,373.75,1.23,219.41,0.04,0.03,0.92,0.05,6.21,600104
9,0.54,16.04,0.57,1.31,1.1,83.35,0.95,-1.95,14.53,1.23,0.54,36.65,11.25,26.34,1289.02,1.3,0.97,27.1,189.5,56.59,0.32,43.41,4.53,192.52,130.38,82.54,9.44,68.08,91.14,117.22,191.64,25.72,-7.96,-81.75,13.81,10.75,-0.19,1.01,0,839153,134586,9216,1525,1225,10441,-8966,-12200,-83157,-24969,1493180,902449,845046,692180,459437,-2.13,3.24,83.34,3.41,0.37,0.6,79.25,453.78,1.01,266.85,-0.1,-0.06,-10.4,-0.1,-12.01,600480
10,5.05,13.31,5.13,9.91,9.33,86.03,8.89,9.65,33.64,8.47,5.05,14.37,8.42,65.86,141.15,1.5,1.29,27.66,-6649.83,40.44,0.02,59.56,0.4,318.66,67.91,84.56,0.67,50.36,85.13,55.93,288.55,18.51,20.51,-7.41,3.91,7.44,0.34,2.73,-0,685509,91230,63937,41868,697,64634,61713,58862,-2184,-49108,1207326,595225,488283,397300,639604,9.33,3.93,68.76,7.77,2.06,0.58,34.75,467.86,1.15,233.81,-0,-0,-0.04,-0,-0.55,200030
11,0.2,19.64,0.22,1.99,1.97,79.38,1.13,-0.52,2.16,0.29,0.2,25.81,15.65,16.33,1025.38,0.89,0.76,3.24,-1497.99,31.3,0.07,68.7,1.27,238.73,45.56,80.15,1.58,66.96,108.03,42.4,489.96,19.28,3.67,-53.93,12.07,28.8,-0.04,2.55,0.57,54207,10646,1070,202,-32,1038,-961,-1435,-1874,-52216,311777,80388,97586,90817,185132,-0.52,3.81,70.89,3.98,0.9,0.2,67.87,1373.35,0.65,414.56,-0.03,-0.01,-3.06,-0.02,-2.06,002592
12,4.35,25.54,4.46,15.42,14.11,73.79,11.91,3.92,24.33,5.19,4.35,26.74,10.9,11.56,194.09,5.16,4.43,37.6,5919.04,16.26,0.13,83.74,6.2,409.8,19.41,23.92,11.13,100,27.58,17.79,212.38,20.09,-2.67,-31.61,7.98,8.0,0.18,11.02,0.48,44989,11492,6350,1113,-428,5921,3860,3365,3706,-31663,123227,94770,20031,18363,98507,4,2.55,105.93,2.69,1.3,0.37,100.37,721.73,0.49,556.7,0.08,0.03,0.69,0.19,20.18,300507
13,8.74,23.96,9.18,24.1,19.22,75.43,16.36,14.24,84.96,14.77,8.74,23.49,3.78,2.37,124.57,2.2,1.94,82.1,-7890.3,40.8,0.05,59.2,1.89,355.6,68.93,42.15,3.09,71.03,43.49,60.2,276.37,16.53,11.42,30.42,15.9,11.16,0.75,3.23,-0.26,212125,50826,40778,946,22,40800,30572,25405,63512,50955,397139,294893,162049,134027,214701,14.84,2.64,102.1,4.66,2.05,0.56,57.94,481.28,0.74,363.29,0.3,0.16,1.83,0.39,47.39,603596
14,5.05,13.31,5.13,9.91,9.33,86.03,8.89,9.65,33.64,8.47,5.05,14.37,8.42,65.86,141.15,1.5,1.29,27.66,-6649.83,40.44,0.02,59.56,0.4,318.66,67.91,84.56,0.67,50.36,85.13,55.93,288.55,18.51,20.51,-7.41,3.91,7.44,0.34,2.73,-0,685509,91230,63937,41868,697,64634,61713,58862,-2184,-49108,1207326,595225,488283,397300,639604,9.33,3.93,68.76,7.77,2.06,0.58,34.75,467.86,1.15,233.81,-0,-0,-0.04,-0,-0.55,000030
15,3.03,17.66,2.99,10.31,9.36,81.51,8.23,3.81,18.15,3.81,3.03,26.64,7.22,6.83,191.15,3.13,2.64,98.85,-1545.05,20.58,0.06,79.42,2.23,102.75,25.91,56.4,2.73,75.17,57.99,24.48,483.94,32.44,0.48,10.4,1.17,1.15,0.18,4.6,1.89,65855,11628,6165,498,-83,6083,5421,4013,17799,8287,179118,96620,36856,30821,142262,3.82,2.8,96.43,3.47,0.55,0.36,77.75,743.8,0.66,407.06,0.27,0.1,3.28,0.48,57.75,603767
16,-1.49,12.29,-1.44,-3.57,-4.68,86.02,-4.4,-3.14,-13.17,-3.02,-1.49,12.92,14.52,-23.07,-336.91,1.04,0.91,33.72,-107.64,50.78,4.75,49.22,7.26,126.74,103.19,106.03,12.86,64.37,121.68,93.16,192.1,37.94,-9.68,-643.09,-6.02,-11.11,-0.13,4.09,-0.43,202390,24864,-9464,-382,2084,-7380,-8760,-10250,-7873,-16544,598908,240252,304151,231085,278649,-3.1,2.16,125.21,4.68,0.48,0.33,57.75,826.45,0.8,337.8,-0.04,-0.01,-3.5,-0.03,-3.41,600303
17,2.92,20.85,3.1,7.52,6.73,78.72,6.02,8.14,56.74,7.89,2.92,21.91,9.92,-0.35,311.14,1.3,0.98,24.28,730.79,62.95,0.22,37.05,3.28,194.74,169.91,85.6,8.14,72.13,93.18,145.05,179.2,19.3,-18.65,-43.35,2.42,8.94,0.57,4.97,0.91,214476,44727,14424,,-50,14375,13067,12175,-17819,-17104,441763,289258,278094,222895,160495,8.22,3.19,84.52,2.62,1.8,0.52,103.25,524.07,0.78,347.54,-0.08,-0.04,-1.38,-0.06,-7.99,603179
18,-3.2,23.51,-3.12,-31.48,-36.7,75.75,-31.12,-7.22,-97.03,-7.22,-3.2,35.6,39.86,-1.14,-64.19,1.25,1.11,10.89,-245.25,55.64,0.02,44.36,0.6,248.4,125.44,44.61,1.35,88.19,74.63,120.99,180.59,19.54,-51.75,-438.07,-6.84,-0.08,-0.97,11.53,-0.73,24471,5754,-8982,85,17,-8964,-7617,-11013,-36241,-15941,237825,159097,132331,127638,105494,-6.97,0.22,1202.67,0.98,0.48,0.1,274.2,2694.61,0.14,1979.47,-1.48,-0.15,-34.84,-0.27,-28.39,300742
19,-1.6,13.77,-1.63,-2.48,-2.66,82.98,-3.81,-8.12,-46.78,-5.65,-1.6,20.54,16.92,-3.61,-538.64,0.89,0.77,35.79,-50.36,71.6,-2.01,28.4,11.12,70.49,252.15,142.55,28.13,83.26,198.36,212.39,153.7,32.13,-18.96,-232.06,22.37,9.53,-0.45,3.46,0.66,1155453,159068,-30692,-94,1161,-29531,-42146,-60137,15507,-19658,2744089,1198400,1964853,1349984,518932,-8.3,7.99,33.8,5.65,1.11,0.43,47.8,630.99,0.92,293.73,0.01,0.01,0.75,0.01,1.15,601127
20,4.62,14.19,4.7,7.37,6.58,85.46,6.04,10.24,202.43,11.09,4.62,21.48,6.92,42.67,207.71,1.2,1.06,45.59,-15319.42,58.34,0.36,41.66,3.56,102.99,140.06,89.23,7.88,73.16,96.87,127.87,182.92,64.89,-11.11,-22.97,8.07,3.29,1.56,1.22,0.51,10559646,1498286,694457,280935,26881,721338,492677,417736,662503,111520,13813105,8239379,8059172,6864930,4810993,10.5,4.18,64.54,8.61,0.8,0.78,31.35,347.49,1.29,208.77,0.06,0.05,1.04,0.08,9.65,600741
21,-2.46,10.37,-2.4,-13.1,-14.57,86.93,-14.04,-4.52,-37.4,-4.51,-2.46,14.01,21.23,-0.33,-71.41,1.05,0.86,15.47,-562.77,45.47,0.13,54.53,0.29,434.96,83.4,98.98,0.52,62.79,99.5,80.38,191.76,13.02,-59.59,-282.35,-2.16,-1.53,-0.37,3.86,0.81,540133,56026,-78690,31,229,-78462,-75998,-90822,-179667,-160626,3085179,1411339,1402966,1343348,1681034,-4.42,0.93,290.39,1.9,1.25,0.17,142.23,1582.65,0.34,786.03,-0.33,-0.06,-8.74,-0.13,-13.37,000980
22,3.69,28.32,3.65,19.84,15.99,70.81,13.6,5.53,42.03,5.25,3.69,29.2,9.13,7.84,176.62,1.9,1.49,27.27,2589.2,29.63,0.05,70.37,1.32,186.6,42.11,67.23,1.91,72.25,76.56,34.42,368.55,37.7,-4.88,-31.51,3.63,5.21,0.41,9.77,1.12,64624,18302,10332,782,30,10362,8586,7322,17846,-32112,237842,109712,70478,57600,155144,4.72,2.91,92.87,1.84,0.5,0.27,146.4,1006.71,0.54,501.39,0.28,0.08,2.03,0.25,30.98,603809
23,6.59,32.78,6.39,34.04,25.05,66.49,21.26,7.59,60.79,7.59,6.59,33.38,6.36,7.75,130.88,6.84,6.46,199.44,-1378.93,13.28,0.09,86.72,2.99,1253.3,15.31,49.81,4.39,63.83,10.58,15.31,268.79,7,-35.35,-32.84,-3.96,-5.67,0.61,2.78,0.31,65793,21567,16483,1282,-5,16478,13987,12062,29604,15022,212406,192917,28205,28193,184201,7.28,3.04,88.93,3.73,2.73,0.3,72.35,898.2,0.34,805.49,0.45,0.14,2.12,1.05,105.01,603788
24,6.59,42.14,6.75,79.1,42.45,56.97,36.47,7.73,208.46,7.72,6.59,43.82,-4.2,0.64,99.3,6.01,5.78,486.32,-258.07,14.71,,85.29,,933.1,17.25,,,56.88,20.43,16.12,,9.26,3.54,2.87,8.23,8.15,2.09,9.92,0.51,38111,16062,16180,108,-4,16175,13903,13128,7717,6877,211039,174268,31049,29014,179914,7.85,1.71,158.14,3.57,1.13,0.19,75.59,1458.67,0.22,1214.57,0.2,0.04,0.56,0.25,26.6,300695
25,0.13,20.34,0.12,0.44,0.53,78.86,0.28,0.5,1.91,0.33,0.13,36.28,14.28,3.48,4972.99,0.95,0.71,21.18,114.89,60.73,-3.81,39.27,8.23,136.31,154.64,114.71,17.33,72.06,138.76,142.35,166.52,0,-24.0,-95.66,-12.5,-12.76,0.03,2.54,1.39,317722,64616,1674,420,-375,1299,1371,5254,37473,-11089,695753,316623,422522,331647,274080,0.5,3.8,71.11,2.85,0.74,0.44,94.78,615.6,0.91,298.01,0.12,0.05,42.05,0.09,11.3,300100
26,0.41,13.27,0.39,0.21,0.1,85.97,0.62,1.7,3.35,1.46,0.41,13.36,11.44,767.81,6432.85,0.86,0.75,9.04,146.95,71.64,-0.43,28.36,3.78,151.24,252.61,143.11,11.76,68.53,162.17,234.64,136.3,18.81,13.93,-12678.7,-11.27,-7.51,0.04,5.31,0.36,3543126,470100,3571,52373,3737,7308,25751,-90584,270695,-154616,5336946,2882318,3823376,3349727,1514307,1.69,3.75,71.92,7.2,2.64,0.63,37.5,427.82,1.11,243.29,0.08,0.05,12.29,0.07,8.08,600166
27,-2.87,8.29,-2.86,-5.46,-5.58,88.21,-5.91,-6.11,-55.52,-6.13,-2.87,17.99,10.69,21.05,-148.09,1.08,0.94,25.46,2008.53,53.23,6.46,46.77,16.32,152.13,113.81,92.92,45.74,82.49,111.48,94.96,124,19.75,-9.5,-327.71,-7.04,-1.79,-0.55,1.95,-0.09,4511542,373888,-251570,-52241,-901,-252471,-266151,-353326,375782,20219,9294673,4448583,4947589,4128078,4356800,-5.93,25.99,10.39,7.43,1.27,0.48,36.34,557.85,1.03,262.42,0.08,0.04,-6.41,0.08,9.1,200625
28,1.47,17.65,1.52,6.31,5.61,81.4,6.55,3.37,9.77,3.3,1.47,34.22,15.06,127.08,286.97,1.08,0.64,18.71,230.57,55.38,1.02,44.62,3.69,83.34,124.13,104.41,7.63,73.71,113.04,111.27,198.1,0,8.9,-12.7,8.61,6.32,0.1,1.05,0.0,137273,24227,7701,9987,741,8442,9046,8546,6534,2857,610542,302628,338141,280608,268356,3.43,1.44,186.89,0.94,0.48,0.23,286.29,1167.32,0.48,568.18,0.05,0.01,0.73,0.02,2.33,002510
29,6.41,30.42,6.32,16.97,13.76,68.37,12.09,9.25,64.28,10.32,6.41,32.06,11.4,2.5,221.34,1.24,0.79,26.91,27404.91,37.82,,62.18,,227.07,60.83,,,59.67,87.45,59,,26.17,10.01,56.38,29.83,28.45,0.49,4.56,0.42,82249,25022,11321,298,-16,11305,7617,7087,9723,-5014,154987,70716,58620,56856,82365,9.48,2.74,98.69,2.31,1.33,0.52,117.08,516.45,1.08,249.93,0.12,0.06,0.98,0.17,17.1,603089
30,-11.58,4.27,-10.41,-37.99,-45.99,95.22,-39.47,-54.54,-200.88,-53.61,-11.58,17.44,27.23,-8.01,-9.14,0.51,0.43,15.23,-213.6,78.4,-0.1,21.6,3.51,167.46,362.91,247.2,13.97,77.93,287.36,359.46,121.2,17.86,-19.52,-2085.19,-35.13,-25.53,-2.02,1.34,0.58,668605,28543,-307521,29795,-4782,-312303,-263328,-250224,-78165,6874,2278581,864112,1786346,1689431,482846,-42.92,2.9,92.98,4.16,1.44,0.26,64.9,1023.5,0.61,445.62,-0.12,-0.03,1.06,-0.04,-4.63,601777
31,-1.33,11.65,-1.4,-1.66,-2.2,83.42,-1.59,-3.45,-16.87,-3.52,-1.33,20.84,13.44,-167.19,-690.57,0.94,0.72,4.64,-1292.61,62.14,-9.57,37.86,6.98,150.96,164.11,106.36,15.31,79.5,118.67,154.15,163.25,25.58,-9.15,-202.13,-4.98,19.56,-0.16,3.2,0.56,1729156,201482,-38101,39854,8925,-29176,-26663,-37036,104925,7640,2062793,1135982,1281771,1203932,773502,-3.38,13.63,19.81,5.95,3.55,0.88,45.34,306.47,1.63,165.56,0.06,0.05,1.45,0.08,8.72,000800
32,1.67,11.82,1.63,3.09,3.02,87.78,3.14,4.54,15.59,4.1,1.67,12.24,8.59,120.08,395.63,1.38,1.22,14.81,-1077.54,59.19,0,40.81,0,526.74,145.04,85.49,0.01,40.27,55.06,138,184.67,7.38,7.57,-22.92,3.57,8.32,0.17,2.96,-0.5,994215,117560,30062,36029,-348,29714,33203,30399,-182800,-98877,1863320,1444665,1102895,1049392,730725,4.6,1.52,177.26,5.01,4.65,0.52,53.87,519.53,0.67,405.65,-0.18,-0.1,-5.86,-0.17,-17.42,600006
33,-10.96,19.91,-9.82,-25.46,-24.77,79.4,-21.93,-23.22,-65.62,-23.22,-10.96,28.82,16.82,-0.4,-80.71,0.84,0.56,11.35,-950.87,52.78,-0.5,47.22,3.77,70.05,111.77,115.91,7.4,75.21,125.18,110.53,182.4,0,-58.22,-165.64,-19.89,-23.33,-0.66,1.57,0.47,115909,23079,-28711,0.0,115,-28596,-25415,-26410,-529,-22039,231824,94798,122356,112240,109468,-20.8,2.25,120.17,2.81,0.62,0.45,95.93,602.95,0.98,275.62,-0,-0,1.45,-0,-0.47,300176
34,4.97,19.66,5.05,9.15,8.09,79.75,7.09,9.03,58.42,9.03,4.97,20.26,8.12,1.3,242.88,1.67,1.21,32.68,1515.84,44.96,0.26,55.04,6.42,208.06,81.68,63.85,10.45,60.49,71.3,77.71,220.18,25.29,433.78,490.89,439.78,596.07,0.6,7.27,0.1,476872,93735,38565,472,28,38593,33601,32220,47731,-14381,679818,413033,305640,247129,371979,10.13,4.6,58.7,3.27,1.83,0.71,82.47,378.95,1.16,231.8,0.1,0.07,1.41,0.16,19.31,300428
35,0.01,11.64,0.01,0.77,0.7,87.76,0.02,0.15,0.06,0.01,0.01,22.11,8.53,-33.33,1556.32,2.84,2.26,114.81,134.55,43.75,0.3,56.25,9.93,94.86,77.78,74.44,15,69.34,87.58,49.45,346.76,42.89,42.45,-98.89,-7.37,-0.96,0.01,2.3,0,361316,42067,2513,-1091,190,2703,716,-614,28851,-16697,903537,458439,395309,161596,469656,0.15,3.54,76.22,3.27,0.89,0.39,82.65,691.95,0.76,355.87,0.08,0.03,468.54,0.07,17.85,600960
36,3.25,26.13,3.16,10.43,8.17,73.08,7.26,5.12,28.92,4.89,3.25,34.16,13.05,12.27,288.3,2.24,1.86,22.05,-2778.88,33.48,0,66.52,0,307.04,50.32,37.62,0,77.47,52.9,43.49,240.53,0,-7.78,123.41,8.54,-0.94,0.28,0,0,250387,65437,20447,534,2251,22698,17562,13239,2387,-15728,559218,362407,187201,161781,343328,5.22,2.1,128.3,2.81,16.52,0.44,95.94,619.69,0.66,410.27,0.01,0,0.13,0.01,1.48,002454
37,-1.26,12.03,-1.25,-3.07,-3.03,87.13,-3.24,-2.76,-9.89,-2.65,-1.26,22.89,10.5,-0.42,-398.32,1.61,1.33,41.49,-44.49,52.59,-8.26,47.41,10.53,116.67,110.93,104.8,21.83,58.62,92.16,73.56,147.97,34.35,-22.61,-287.38,-3.63,-2.07,-0.1,4.15,1.71,225189,27096,-6816,15,14,-6803,-7483,-9705,13436,20473,580291,326753,305177,202363,271336,-2.72,3.47,77.89,3.14,0.75,0.39,86.05,698.94,0.69,391.64,0.06,0.02,2.39,0.04,6.64,002284
38,12.59,33.36,12.94,27.01,20.24,66.01,17.64,15.62,101.66,16.99,12.59,26.91,8.38,7.84,164.64,2.73,1.85,54.23,4005.51,25.9,0.65,74.1,31.21,267.57,34.96,41.5,40.64,84.82,45.04,32.92,168.96,25.4,10.27,4.1,115.73,99.2,0.89,,3.52,207422,69192,41984,3251,43,42027,32091,31112,40938,10364,290708,193696,75307,70909,205427,16.76,3.17,85.07,2.07,0.68,0.68,130.13,529.57,1.11,244.1,0.2,0.14,1.12,0.54,57.73,603786
39,-1.62,11.36,-1.62,-4.27,-5.76,88.11,-4.47,-2.55,-7.06,-2.55,-1.62,27.65,15.13,-33.63,-256.44,1.55,1.1,23.88,-279.61,36.33,0.36,63.67,5.34,207.26,57.06,83.23,7.74,43.88,90.22,51.63,296.13,30.1,-13.05,-2566.78,-9.56,-6.7,-0.07,1.4,-0.07,50256,5708,-2894,80,668,-2226,-2248,-3004,2302,-7269,138651,59008,50370,38168,88143,-2.51,2.32,116.42,2.29,0.53,0.36,117.99,746.89,0.78,343.99,0.05,0.02,-0.86,0.05,6.03,002265
40,5.22,19.55,5.28,10.03,8.92,80.06,7.41,7.55,138.65,8.58,5.22,34.6,8.83,14.01,218.3,1.53,1.1,26.86,3245.08,39.12,0.04,60.88,0.74,154.71,64.26,78.3,1.2,81.47,79.25,56.87,281.29,36.15,9.33,21.67,10.75,8.16,1.07,1.39,0.29,1171395,228962,104515,14319,371,104886,66968,64368,108344,-32951,1662264,860270,650311,563196,886705,6.9,3.83,70.42,3.95,0.66,0.71,68.34,379,1.37,196.97,0.09,0.07,1.25,0.17,19.24,002048
41,0.96,14.81,0.96,2.45,2.19,83.96,2.02,2.77,69.46,3.03,0.96,41.75,9.01,-12.39,641.12,1.02,0.77,10.81,211.27,68.48,5.11,31.52,6.54,438.77,217.3,114.81,17.18,85.35,138.63,195.36,151.99,18.74,5.44,-11.71,4.39,3.18,0.51,0,0,9382180,1389711,205575,-38035,11188,216763,157430,58731,383267,-161247,19822558,11162128,13575226,10908612,5682160,2.67,1.93,140.01,2.92,0.72,0.48,92.32,565.21,0.83,326.4,0.04,0.02,2.02,0.03,3.51,002594
42,2.88,35.19,2.89,10.17,6.36,64.06,8.33,4.66,14.03,4.52,2.88,35.96,19.18,36.67,411.97,1.53,1.15,26.79,716,36.38,0.22,63.62,3.59,349.88,57.17,78.41,5.34,56.7,82.84,54.1,282.99,17.83,5.56,-37.28,6.92,2.59,0.14,3.83,0.21,26932,9478,1712,255,588,2301,2264,1818,1298,-4250,78017,36898,28379,24053,48558,4.88,2.28,118.46,1.9,1.34,0.35,141.97,779.9,0.71,380.82,0.05,0.02,0.58,0.05,5.4,300585
43,4.6,15.11,4.85,6.58,5.99,84.56,5.11,9.22,61.78,9.7,4.6,15.05,6.14,1.61,252.09,1.47,0.91,24.75,1102.34,52.54,0.46,47.46,8.95,150.52,110.7,69.09,15.87,55.95,82.12,106.46,192.44,31.43,9.69,24.74,6.8,-0.67,0.57,4.82,0.33,616998,93199,36951,575,20,36970,29030,28012,61585,9987,684441,417682,359603,284548,314713,9.36,4.72,57.25,3.51,1.87,0.95,76.82,284.54,1.6,168.27,0.1,0.09,1.95,0.17,21.64,603013
44,2.56,22.04,2.46,5.93,5.2,77.21,4.77,2.94,18.61,3.04,2.56,22.55,13.84,25.56,404.67,3.98,3.01,81.5,-563.26,15.83,0.06,84.17,2.08,379.69,18.8,55.61,3.19,41.61,46.81,18.07,326.53,21.45,-25.09,-32.59,-1.43,-12.75,0.17,5.75,-0.21,157876,34794,8209,1808,390,8598,6787,5740,441,-5309,294214,178281,46568,44744,230601,2.95,2.19,123.41,2.64,1.59,0.52,102.41,523.56,0.83,325.69,0,0,0.06,0.01,0.99,600523
45,1.7,22.25,1.71,3.71,3.41,76.94,3.22,3.13,12.78,3.05,1.7,29.48,13.03,-1.13,659.94,1.12,0.84,21.22,446.41,44.12,0.18,55.88,0.91,65.12,78.96,93.75,1.61,75.39,95.29,76.07,224.71,0,-6.57,-65.93,-2.26,7.18,0.13,2.48,0.51,198616,44200,6773,0.0,-76,6698,6548,5352,33047,3410,376058,175819,165920,156404,209244,1.77,3.26,82.78,2.83,0.84,0.53,95.56,508.67,1.12,242.15,0.17,0.09,5.16,0.2,21.13,002536
46,2.03,16.86,2.02,3.93,3.69,83,2.62,5.36,92.16,6.21,2.03,17.3,9.79,15.64,461.22,1.33,0.94,30.41,314.75,67.37,1.76,32.63,20.8,148.42,206.48,98.09,38.93,61.63,160.61,173.38,166.65,21.82,16.2,-2.05,11.95,12.33,0.74,2.81,0.04,4580644,772365,169009,27741,-1547,167461,70230,81415,193623,-102164,5913255,2814361,3983839,2115348,1310324,5.5,4.64,58.13,4.82,2.4,0.77,56.04,349.11,1.6,168.99,0.04,0.03,1.62,0.05,9.15,600699
47,0.29,16.59,0.29,0.63,0.57,82.72,1.02,0.47,0.78,0.47,0.29,17.48,13.58,155.43,2702.15,1.46,1.04,22.41,149.94,37.07,0.08,62.93,1.02,430.68,58.9,89.37,1.6,53.5,90.82,48.35,311.21,14.85,-23.3,-94.25,-6.51,-3.19,0.01,2.69,0.18,239114,39675,1368,2182,100,1468,2434,1211,27837,-2649,828721,355045,307175,243707,520741,0.47,2.26,119.52,1.94,1.35,0.29,139.35,939.78,0.64,420.89,0.12,0.03,11.4,0.09,11.42,002239
